,XGBoost_weather,XGBoost_census,XGBoost_temporal
2010-01,0.0072888406,0.5,0.26385316
2010-02,0.0072888406,0.5,0.26385316
2010-03,0.0072888406,0.5,0.26385316
2010-04,0.0072888406,0.5,0.26385316
2010-05,0.0072888406,0.5,0.28684783
2010-06,0.0072888406,0.5,0.36184782
2010-07,0.0072888406,0.5,0.67142856
2010-08,2.9479485,0.5,0.9996179
2010-09,2.9479485,0.5,1.51325
2010-10,0.0072888406,0.5,0.7932143
2010-11,0.0072888406,0.5,0.26385316
2010-12,0.0072888406,0.5,0.26385316
2011-01,0.0072888406,0.38,0.26385316
2011-02,0.0072888406,0.38,0.26385316
2011-03,0.0072888406,0.38,0.26385316
2011-04,0.0072888406,0.38,0.26385316
2011-05,0.0072888406,0.38,0.28684783
2011-06,0.0072888406,0.38,0.36184782
2011-07,0.0072888406,0.38,0.67142856
2011-08,0.99029577,0.38,0.9996179
2011-09,0.0072888406,0.38,0.27591833
2011-10,0.0072888406,0.38,0.63961786
2011-11,0.0072888406,0.38,0.26385316
2011-12,0.0072888406,0.38,0.26385316
2012-01,0.0072888406,1.3769231,0.26385316
2012-02,0.0072888406,1.3769231,0.26385316
2012-03,0.0072888406,1.3769231,0.26385316
2012-04,0.0072888406,1.3769231,0.26385316
2012-05,0.0072888406,1.3769231,0.28684783
2012-06,0.99029577,1.3769231,0.36184782
2012-07,13.494457,1.3769231,3.9020002
2012-08,17.154375,1.3769231,5.18125
2012-09,5.861259,1.3769231,3.46875
2012-10,2.9479485,1.3769231,1.3196429
2012-11,0.0072888406,1.3769231,0.26385316
2012-12,0.0072888406,1.3769231,0.26385316
2013-01,0.0072888406,0.7307693,0.26385316
2013-02,0.0072888406,0.7307693,0.26385316
2013-03,0.0072888406,0.7307693,0.26385316
2013-04,0.0072888406,0.7307693,0.26385316
2013-05,0.0072888406,0.7307693,0.28684783
2013-06,0.0072888406,0.7307693,0.36184782
2013-07,0.99029577,0.7307693,0.575
2013-08,4.906278,0.7307693,1.9446251
2013-09,8.704344,0.7307693,3.910625
2013-10,0.99029577,0.7307693,0.575
2013-11,0.0072888406,0.7307693,0.26385316
2013-12,0.0072888406,0.7307693,0.26385316
2014-01,0.0072888406,0.56,0.26385316
2014-02,0.0072888406,0.56,0.26385316
2014-03,0.0072888406,0.56,0.26385316
2014-04,0.0072888406,0.56,0.26385316
2014-05,0.0072888406,0.56,0.28684783
2014-06,0.0072888406,0.56,0.36184782
2014-07,1.9701209,0.56,0.67142856
2014-08,0.99029577,0.56,1.319625
2014-09,2.9479485,0.56,1.3497143
2014-10,2.9479485,0.56,1.51325
2014-11,0.0072888406,0.56,0.26385316
2014-12,0.0072888406,0.56,0.26385316
2015-01,0.0072888406,0.728,0.26385316
2015-02,0.0072888406,0.728,0.26385316
2015-03,0.0072888406,0.728,0.26385316
2015-04,0.0072888406,0.728,0.26385316
2015-05,0.0072888406,0.728,0.28684783
2015-06,0.99029577,0.728,0.36184782
2015-07,5.861259,0.728,2.3960001
2015-08,5.861259,0.728,3.7571251
2015-09,2.9479485,0.728,1.3196429
2015-10,0.0072888406,0.728,0.28964287
2015-11,0.0072888406,0.728,0.26385316
2015-12,0.0072888406,0.728,0.26385316
2016-01,0.0072888406,0.56,0.26385316
2016-02,0.0072888406,0.56,0.26385316
2016-03,0.0072888406,0.56,0.26385316
2016-04,0.0072888406,0.56,0.26385316
2016-05,0.0072888406,0.56,0.28684783
2016-06,0.0072888406,0.56,0.36184782
2016-07,0.0072888406,0.56,0.41386363
2016-08,2.9479485,0.56,1.2811428
2016-09,0.0072888406,0.56,0.425
2016-10,1.9701209,0.56,1.0681894
2016-11,2.9479485,0.56,1.51325
2016-12,0.0072888406,0.56,0.27591833
2017-01,0.0072888406,0.728,0.26385316
2017-02,0.0072888406,0.728,0.26385316
2017-03,0.0072888406,0.728,0.26385316
2017-04,0.0072888406,0.728,0.26385316
2017-05,0.0072888406,0.728,0.28684783
2017-06,0.0072888406,0.728,0.36184782
2017-07,1.9701209,0.728,0.67142856
2017-08,7.8545594,0.728,2.8646252
2017-09,2.9479485,0.728,1.7507501
2017-10,1.9701209,0.728,1.3196429
2017-11,0.0072888406,0.728,0.27522728
2017-12,0.0072888406,0.728,0.26385316
2018-01,0.0072888406,0.5,0.26385316
2018-02,0.0072888406,0.5,0.26385316
2018-03,0.0072888406,0.5,0.26385316
2018-04,0.0072888406,0.5,0.26385316
2018-05,0.0072888406,0.5,0.28684783
2018-06,0.0072888406,0.5,0.36184782
2018-07,1.9701209,0.5,0.83428574
2018-08,2.9479485,0.5,1.9446251
2018-09,0.0072888406,0.5,0.27591833
2018-10,0.99029577,0.5,0.63961786
2018-11,0.0072888406,0.5,0.36125
2018-12,0.0072888406,0.5,0.26385316
2019-01,0.0072888406,0.52307695,0.26385316
2019-02,0.99029577,0.52307695,0.26385316
2019-03,0.0072888406,0.52307695,0.27591833
2019-04,0.0072888406,0.52307695,0.26385316
2019-05,0.0072888406,0.52307695,0.28684783
2019-06,0.99029577,0.52307695,0.36184782
2019-07,0.99029577,0.52307695,2.3960001
2019-08,0.99029577,0.52307695,0.9996179
2019-09,1.9701209,0.52307695,0.7521179
2019-10,0.99029577,0.52307695,0.63875
2019-11,0.0072888406,0.52307695,0.26385316
2019-12,0.0072888406,0.52307695,0.26385316
2020-01,0.0072888406,0.38,0.26385316
2020-02,0.0072888406,0.38,0.26385316
2020-03,0.0072888406,0.38,0.26385316
2020-04,0.0072888406,0.38,0.26385316
2020-05,0.0072888406,0.38,0.28684783
2020-06,0.0072888406,0.38,0.36184782
2020-07,0.0072888406,0.38,0.67142856
2020-08,0.0072888406,0.38,0.7521179
2020-09,0.99029577,0.38,0.7521179
2020-10,0.0072888406,0.38,0.27591833
2020-11,0.0072888406,0.38,0.26385316
2020-12,0.0072888406,0.38,0.26385316
2021-01,0.99029577,0.575,0.26385316
2021-02,0.0072888406,0.3875,0.27591833
2021-03,0.0072888406,0.3875,0.26385316
2021-04,0.0072888406,0.3875,0.26385316
2021-05,0.0072888406,0.3875,0.28684783
2021-06,0.0072888406,0.3875,0.36184782
2021-07,0.0072888406,0.3875,0.67142856
2021-08,1.9701209,0.3875,0.7521179
2021-09,1.9701209,0.3875,1.51325
2021-10,0.99029577,0.3875,0.7932143
2021-11,0.0072888406,0.3875,0.26385316
2021-12,0.0072888406,0.3875,0.26385316
2022-01,0.0072888406,0.3875,0.26385316
2022-02,0.0072888406,0.3875,0.26385316
2022-03,0.0072888406,0.3875,0.26385316
2022-04,0.0072888406,0.3875,0.26385316
2022-05,0.0072888406,0.728,0.28684783
2022-06,0.0072888406,0.728,0.36184782
2022-07,0.0072888406,0.728,0.67142856
2022-08,0.99029577,0.728,0.7521179
2022-09,0.99029577,0.728,0.27591833
2022-10,0.0072888406,0.728,0.7521179
2022-11,0.0072888406,0.728,0.26385316
2022-12,0.0072888406,0.728,0.26385316
2023-01,0.99029577,0.728,0.26385316
2023-02,0.99029577,0.728,0.27591833
2023-03,0.99029577,0.728,0.26385316
2023-04,0.99029577,0.728,0.26385316
