year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,NJ,1061188.0,1254618.0,1447920.0,468215.0,1011095.0,1213454.0,1521609.0,672449.0,8650548.0,4231941.0,4418607.0,6073393.0,1175670.0,19312.0,642436.0,2713.0,3152877.0,
2010,NJ,1065113.0,1243864.0,1458250.0,477275.0,1016427.0,1227055.0,1555297.0,678296.0,8721577.0,4244502.0,4477075.0,6074010.0,1176241.0,19683.0,697788.0,2303.0,3176069.0,0400000US34
2011,NJ,1058483.0,1243316.0,1473260.0,486426.0,1010210.0,1226381.0,1568905.0,686083.0,8753064.0,4261485.0,4491579.0,6095247.0,1180649.0,20490.0,714890.0,2112.0,3180854.0,0400000US34
2012,NJ,1051339.0,1245737.0,1487438.0,498675.0,1004313.0,1228308.0,1580663.0,697415.0,8793888.0,4283189.0,4510699.0,6121023.0,1187307.0,21702.0,736015.0,2592.0,3186878.0,0400000US34
2013,NJ,1046855.0,1249688.0,1496672.0,511602.0,1000385.0,1228784.0,1588790.0,709630.0,8832406.0,4304817.0,4527589.0,6108784.0,1197753.0,20482.0,756668.0,2610.0,3186418.0,0400000US34
2014,NJ,1040582.0,1255476.0,1504541.0,525919.0,995502.0,1231610.0,1597399.0,723345.0,8874374.0,4326518.0,4547856.0,6094052.0,1201339.0,18921.0,779841.0,2671.0,3188498.0,0400000US34
2015,NJ,1032993.0,1260463.0,1508152.0,541419.0,990320.0,1235248.0,1598014.0,737804.0,8904413.0,4343027.0,4561386.0,6083940.0,1202300.0,18335.0,804989.0,2808.0,3189486.0,0400000US34
2016,NJ,1025800.0,1267589.0,1499456.0,557686.0,984013.0,1238738.0,1587569.0,754605.0,8915456.0,4350531.0,4564925.0,6075710.0,1207221.0,18470.0,819208.0,2811.0,3195014.0,0400000US34
2017,NJ,1020883.0,1277007.0,1497265.0,577166.0,978938.0,1247148.0,1584921.0,776833.0,8960161.0,4372321.0,4587840.0,6085474.0,1207356.0,18006.0,844105.0,3013.0,3199111.0,0400000US34
2018,NJ,1007086.0,1258734.0,1480783.0,589327.0,966316.0,1228800.0,1563263.0,787536.0,8881845.0,4335930.0,4545915.0,6031747.0,1196764.0,18649.0,832403.0,3357.0,3213362.0,0400000US34
2019,NJ,1001164.0,1256164.0,1471941.0,605763.0,960357.0,1228352.0,1550240.0,804522.0,8878503.0,4335032.0,4543471.0,6018074.0,1194882.0,19711.0,840168.0,3458.0,3231874.0,0400000US34
2020,NJ,997362.0,1258351.0,1463274.0,622136.0,956091.0,1229597.0,1537805.0,820802.0,8885418.0,4341123.0,4544295.0,5820147.0,1189681.0,22288.0,857873.0,3156.0,3272054.0,0400000US34
