,XGBoost_weather,XGBoost_census,XGBoost_temporal
2010-01,0.060175862,0.20043775,0.04489095
2010-02,0.060175862,0.20043775,0.04489095
2010-03,0.060175862,0.20043775,0.04489095
2010-04,0.060175862,0.20043775,0.04489095
2010-05,0.060175862,0.20043775,0.111572534
2010-06,0.060175862,0.20043775,0.06446509
2010-07,0.060175862,0.20043775,0.65391886
2010-08,0.9322556,0.20043775,0.62961084
2010-09,0.9322556,0.20043775,1.02508
2010-10,0.060175862,0.20043775,0.061143223
2010-11,0.060175862,0.20043775,0.062323667
2010-12,0.060175862,0.20043775,0.04489095
2011-01,0.060175862,0.13746661,0.04489095
2011-02,0.060175862,0.13746661,0.04489095
2011-03,0.060175862,0.13746661,0.04489095
2011-04,0.060175862,0.13746661,0.04489095
2011-05,0.060175862,0.13746661,0.111572534
2011-06,0.060175862,0.13746661,0.06446509
2011-07,0.060175862,0.13746661,0.6299476
2011-08,0.9322556,0.13746661,0.62961084
2011-09,0.060175862,0.13746661,0.2243672
2011-10,0.060175862,0.13746661,0.088727124
2011-11,0.060175862,0.13746661,0.062323667
2011-12,0.060175862,0.13746661,0.04489095
2012-01,0.060175862,0.2833172,0.04489095
2012-02,0.060175862,0.2833172,0.04489095
2012-03,0.060175862,0.2833172,0.04489095
2012-04,0.060175862,0.2833172,0.04489095
2012-05,0.060175862,0.2833172,0.111572534
2012-06,0.060175862,0.2833172,0.06446509
2012-07,0.9322556,0.2833172,0.6299476
2012-08,0.9322556,0.2833172,2.3823829
2012-09,0.9322556,0.2833172,0.75567526
2012-10,0.060175862,0.2833172,0.061143223
2012-11,0.060175862,0.2833172,0.062323667
2012-12,0.060175862,0.2833172,0.04489095
2013-01,0.060175862,1.2142296,0.04489095
2013-02,0.060175862,1.2142296,0.04489095
2013-03,0.060175862,1.2142296,0.04489095
2013-04,0.060175862,1.2142296,0.04489095
2013-05,0.060175862,1.2142296,0.111572534
2013-06,0.060175862,1.2142296,0.06446509
2013-07,0.9322556,1.2142296,0.65391886
2013-08,5.6155844,1.2142296,2.3823829
2013-09,5.6155844,1.2142296,5.5956717
2013-10,0.060175862,1.2142296,0.061143223
2013-11,0.060175862,1.2142296,0.19235975
2013-12,0.060175862,1.2142296,0.04489095
2014-01,0.060175862,0.074397795,0.04489095
2014-02,0.060175862,0.074397795,0.04489095
2014-03,0.060175862,0.074397795,0.04489095
2014-04,0.060175862,0.074397795,0.04489095
2014-05,0.060175862,0.074397795,0.111572534
2014-06,0.060175862,0.074397795,0.06446509
2014-07,0.060175862,0.074397795,0.65391886
2014-08,0.060175862,0.074397795,0.4614208
2014-09,0.060175862,0.074397795,0.18244496
2014-10,0.060175862,0.074397795,0.26815268
