year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,SD,100704.0,118715.0,128647.0,49313.0,95695.0,111435.0,127098.0,64906.0,796513.0,397379.0,399134.0,693239.0,7547.0,66667.0,6931.0,204.0,314674.0,
2010,SD,102773.0,117075.0,130696.0,49702.0,96570.0,110109.0,128194.0,64343.0,799462.0,400246.0,399216.0,692330.0,8874.0,68215.0,7126.0,241.0,315468.0,0400000US46
2011,SD,103471.0,118574.0,131946.0,50704.0,96907.0,111303.0,129682.0,65110.0,807697.0,404695.0,403002.0,697042.0,9347.0,69154.0,7672.0,197.0,318466.0,0400000US46
2012,SD,104233.0,120531.0,132993.0,51577.0,97699.0,112302.0,130661.0,65875.0,815871.0,409334.0,406537.0,701466.0,10331.0,71532.0,8060.0,157.0,320467.0,0400000US46
2013,SD,105274.0,123160.0,133067.0,52881.0,98907.0,114177.0,131137.0,66595.0,825198.0,414382.0,410816.0,706667.0,11531.0,71766.0,8597.0,226.0,323136.0,0400000US46
2014,SD,106080.0,125115.0,133754.0,54545.0,99930.0,115651.0,131834.0,67799.0,834708.0,419494.0,415214.0,712496.0,12642.0,72016.0,9433.0,229.0,327101.0,0400000US46
2015,SD,106567.0,126162.0,134251.0,56497.0,101099.0,117372.0,132126.0,69116.0,843190.0,423477.0,419713.0,716691.0,13133.0,72619.0,10152.0,332.0,330858.0,0400000US46
2016,SD,107705.0,127963.0,134011.0,58455.0,101910.0,118418.0,131842.0,70754.0,851058.0,428134.0,422924.0,721410.0,14078.0,74187.0,11351.0,313.0,333536.0,0400000US46
2017,SD,108384.0,128801.0,133152.0,60250.0,102577.0,119375.0,131037.0,71868.0,855444.0,430587.0,424857.0,724430.0,14698.0,74062.0,11693.0,381.0,339458.0,0400000US46
2018,SD,109523.0,130413.0,133119.0,62706.0,103543.0,120493.0,130390.0,74102.0,864289.0,435761.0,428528.0,730062.0,16241.0,75331.0,12660.0,293.0,341565.0,0400000US46
2019,SD,109721.0,131925.0,132214.0,65086.0,104387.0,121433.0,129424.0,76448.0,870638.0,438946.0,431692.0,733719.0,17531.0,76190.0,12627.0,504.0,344397.0,0400000US46
2020,SD,109997.0,133368.0,131450.0,68133.0,105750.0,122158.0,129782.0,78698.0,879336.0,442948.0,436388.0,735228.0,18836.0,74975.0,12413.0,544.0,347878.0,0400000US46
