year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,ND,73652.0,105910.0,101896.0,39812.0,69732.0,94795.0,100096.0,53832.0,639725.0,321270.0,318455.0,580184.0,6029.0,34192.0,5312.0,383.0,273035.0,
2010,ND,76059.0,106840.0,108534.0,41499.0,71661.0,95835.0,104919.0,54511.0,659858.0,332932.0,326926.0,597392.0,7034.0,34798.0,6132.0,439.0,276642.0,0400000US38
2011,ND,76226.0,108844.0,109646.0,42047.0,72144.0,96966.0,106126.0,54784.0,666783.0,336763.0,330020.0,602373.0,7231.0,35544.0,6693.0,348.0,278669.0,0400000US38
2012,ND,77260.0,111187.0,110968.0,42615.0,73040.0,98958.0,106971.0,55254.0,676253.0,342030.0,334223.0,608799.0,8286.0,36160.0,6869.0,375.0,282667.0,0400000US38
2013,ND,78955.0,115956.0,111559.0,43477.0,74913.0,101909.0,107239.0,55773.0,689781.0,349947.0,339834.0,618098.0,9273.0,36659.0,7362.0,332.0,287270.0,0400000US38
2014,ND,81277.0,121201.0,111803.0,44581.0,77024.0,104856.0,107862.0,56321.0,704925.0,358862.0,346063.0,628770.0,10781.0,36989.0,8124.0,312.0,292616.0,0400000US38
2015,ND,82996.0,126666.0,112645.0,45656.0,80016.0,108192.0,108485.0,56984.0,721640.0,367963.0,353677.0,640208.0,11872.0,38286.0,8979.0,304.0,299638.0,0400000US38
2016,ND,86130.0,130309.0,113625.0,46915.0,81587.0,111742.0,108024.0,57830.0,736162.0,376979.0,359183.0,649730.0,14761.0,38369.0,9296.0,336.0,305163.0,0400000US38
2017,ND,87301.0,132537.0,114038.0,48245.0,83069.0,112937.0,108397.0,58951.0,745475.0,382121.0,363354.0,654024.0,17365.0,39507.0,10197.0,341.0,311525.0,0400000US38
2018,ND,89306.0,133414.0,113598.0,49865.0,84412.0,114022.0,107539.0,60045.0,752201.0,386183.0,366018.0,655268.0,20445.0,39462.0,10814.0,378.0,314903.0,0400000US38
2019,ND,90132.0,133546.0,112408.0,51469.0,85612.0,115401.0,106735.0,61414.0,756717.0,387555.0,369162.0,655136.0,21985.0,40006.0,11006.0,863.0,318322.0,0400000US38
2020,ND,91339.0,132869.0,111782.0,53294.0,86690.0,116043.0,105265.0,63112.0,760394.0,389284.0,371110.0,651470.0,23959.0,39165.0,11979.0,1004.0,320873.0,0400000US38
