,XGBoost_weather,XGBoost_census,XGBoost_temporal
2010-01,0.020908944,0.39245284,0.35548782
2010-02,0.020908944,0.39245284,0.35548782
2010-03,0.020908944,0.39245284,0.35548782
2010-04,0.020908944,0.39245284,0.35548782
2010-05,0.020908944,0.39245284,0.35548782
2010-06,0.020908944,0.39245284,0.35548782
2010-07,0.020908944,0.39245284,0.82500005
2010-08,1.9227558,0.39245284,0.82500005
2010-09,0.020908944,0.39245284,0.425
2010-10,0.020908944,0.39245284,0.35789472
2010-11,0.020908944,0.39245284,0.35789472
2010-12,0.020908944,0.39245284,0.35548782
2011-01,0.020908944,0.39245284,0.35548782
2011-02,0.020908944,0.39245284,0.35548782
2011-03,0.020908944,0.39245284,0.35548782
2011-04,0.020908944,0.39245284,0.35548782
2011-05,0.020908944,0.39245284,0.35548782
2011-06,0.020908944,0.39245284,0.35548782
2011-07,0.020908944,0.39245284,0.82500005
2011-08,0.9705642,0.39245284,0.575
2011-09,0.020908944,0.39245284,0.5
2011-10,0.020908944,0.39245284,0.35789472
2011-11,0.020908944,0.39245284,0.35789472
2011-12,0.020908944,0.39245284,0.35548782
2012-01,0.020908944,1.2615385,0.35548782
2012-02,0.020908944,1.2615385,0.35548782
2012-03,0.020908944,1.2615385,0.35548782
2012-04,0.020908944,1.2615385,0.35548782
2012-05,0.020908944,1.2615385,0.35548782
2012-06,0.020908944,1.2615385,0.35548782
2012-07,5.675846,1.2615385,0.82500005
2012-08,25.305689,1.2615385,5.6000004
2012-09,5.675846,1.2615385,1.7
2012-10,0.020908944,1.2615385,0.4625
2012-11,0.020908944,1.2615385,0.35789472
2012-12,0.020908944,1.2615385,0.35548782
2013-01,0.020908944,1.8440001,0.35548782
2013-02,0.020908944,1.8440001,0.35548782
2013-03,0.020908944,1.8440001,0.35548782
2013-04,0.020908944,1.8440001,0.35548782
2013-05,0.020908944,1.8440001,0.35548782
2013-06,0.020908944,1.8440001,0.35548782
2013-07,15.822937,1.8440001,3.7000003
2013-08,20.984812,1.8440001,5.6000004
2013-09,22.69941,1.8440001,4.025
2013-10,0.9705642,1.8440001,0.6
2013-11,0.020908944,1.8440001,0.35789472
2013-12,0.020908944,1.8440001,0.35548782
2014-01,0.020908944,0.62,0.35548782
2014-02,0.020908944,0.62,0.35548782
2014-03,0.020908944,0.62,0.35548782
2014-04,0.020908944,0.62,0.35548782
2014-05,0.020908944,0.62,0.35548782
2014-06,0.020908944,0.62,0.35548782
2014-07,2.7339892,0.62,0.875
2014-08,7.4733114,0.62,5.6000004
2014-09,0.9705642,0.62,0.6
2014-10,0.020908944,0.62,0.35789472
2014-11,0.020908944,0.62,0.35789472
2014-12,0.020908944,0.62,0.35548782
2015-01,0.020908944,0.62,0.35548782
2015-02,0.020908944,0.62,0.35548782
2015-03,0.020908944,0.62,0.35548782
2015-04,0.020908944,0.62,0.35548782
2015-05,0.020908944,0.62,0.35548782
2015-06,0.020908944,0.62,0.35548782
2015-07,0.9705642,0.62,0.575
2015-08,5.675846,0.62,1.2
2015-09,2.7339892,0.62,0.90000004
2015-10,0.020908944,0.62,0.35789472
2015-11,0.020908944,0.62,0.35789472
2015-12,0.020908944,0.62,0.35548782
2016-01,0.020908944,0.884,0.35548782
2016-02,0.020908944,0.884,0.35548782
2016-03,0.020908944,0.884,0.35548782
2016-04,0.020908944,0.884,0.35548782
2016-05,0.020908944,0.884,0.35548782
2016-06,0.020908944,0.884,0.35548782
2016-07,1.9227558,0.884,0.6
2016-08,17.991562,0.884,5.6000004
2016-09,1.9227558,0.884,0.90000004
2016-10,0.9705642,0.884,0.4625
2016-11,0.020908944,0.884,0.35789472
2016-12,0.020908944,0.884,0.35548782
2017-01,0.020908944,0.884,0.35548782
2017-02,0.020908944,0.884,0.35548782
2017-03,0.020908944,0.884,0.35548782
2017-04,0.020908944,0.884,0.35548782
2017-05,0.020908944,0.884,0.35548782
2017-06,0.020908944,0.884,0.35548782
2017-07,8.3045635,0.884,1.7750001
2017-08,8.3045635,0.884,5.6000004
2017-09,1.9227558,0.884,1.2
2017-10,0.020908944,0.884,0.35789472
2017-11,0.020908944,0.884,0.35789472
2017-12,0.020908944,0.884,0.35548782
2018-01,0.020908944,1.8440001,0.35548782
2018-02,0.020908944,1.8440001,0.35548782
2018-03,0.020908944,1.8440001,0.35548782
2018-04,0.020908944,1.8440001,0.35548782
2018-05,0.020908944,1.8440001,0.35548782
2018-06,0.020908944,1.8440001,0.35548782
2018-07,15.536907,1.8440001,3.7000003
2018-08,27.973263,1.8440001,5.6000004
2018-09,6.552884,1.8440001,1.7
2018-10,0.020908944,1.8440001,0.4625
2018-11,0.020908944,1.8440001,0.35789472
2018-12,0.020908944,1.8440001,0.35548782
2019-01,0.020908944,0.39245284,0.35548782
2019-02,0.020908944,0.39245284,0.35548782
2019-03,0.020908944,0.39245284,0.35548782
2019-04,0.020908944,0.39245284,0.35548782
2019-05,0.9705642,0.39245284,0.35548782
2019-06,0.020908944,0.39245284,0.35548782
2019-07,0.9705642,0.39245284,0.575
2019-08,0.020908944,0.39245284,0.425
2019-09,0.020908944,0.39245284,0.425
2019-10,0.020908944,0.39245284,0.35789472
2019-11,0.020908944,0.39245284,0.35789472
2019-12,0.020908944,0.39245284,0.35548782
2020-01,0.020908944,0.39245284,0.35548782
2020-02,0.020908944,0.39245284,0.35548782
2020-03,0.020908944,0.39245284,0.35548782
2020-04,0.020908944,0.39245284,0.35548782
2020-05,0.020908944,0.39245284,0.35548782
2020-06,0.020908944,0.39245284,0.35548782
2020-07,0.020908944,0.39245284,0.6
2020-08,0.9705642,0.39245284,0.82500005
2020-09,0.9705642,0.39245284,0.5
2020-10,0.020908944,0.39245284,0.35789472
2020-11,0.020908944,0.39245284,0.35789472
2020-12,0.020908944,0.39245284,0.35548782
2021-01,0.020908944,0.39245284,0.35548782
2021-02,0.020908944,0.39245284,0.35548782
2021-03,0.020908944,0.39245284,0.35548782
2021-04,0.020908944,0.39245284,0.35548782
2021-05,0.020908944,0.39245284,0.35548782
2021-06,0.020908944,0.39245284,0.35548782
2021-07,1.9227558,0.39245284,0.82500005
2021-08,8.3045635,0.39245284,5.6000004
2021-09,0.9705642,0.39245284,0.90000004
2021-10,0.020908944,0.39245284,0.35789472
2021-11,0.020908944,0.39245284,0.35789472
2021-12,0.020908944,0.39245284,0.35548782
2022-01,0.020908944,0.39245284,0.35548782
2022-02,0.020908944,0.39245284,0.35548782
2022-03,0.020908944,0.39245284,0.35548782
2022-04,0.020908944,0.39245284,0.35548782
2022-05,0.020908944,0.39245284,0.35548782
2022-06,0.9705642,0.39245284,0.35548782
2022-07,0.9705642,0.39245284,1.2
2022-08,5.675846,0.39245284,1.2
2022-09,1.9227558,0.39245284,0.90000004
2022-10,0.020908944,0.39245284,0.35789472
2022-11,0.020908944,0.39245284,0.35789472
2022-12,0.020908944,0.39245284,0.35548782
2023-01,0.9705642,0.39245284,0.35548782
2023-02,1.9227558,0.39245284,0.35548782
2023-03,1.9227558,0.39245284,0.35548782
2023-04,1.9227558,0.39245284,0.35548782
