year,month,rate/trap_night,infectionRate,rate/trap_night,infectionRate,rate/trap_night,infectionRate
2008,5,0.0,0.0,0.0,0.0,0.0,0.0
2008,6,0.0,0.0,0.0,0.0,0.0,0.0
2008,7,0.0,0.0002217786648924,0.0,0.0002217786648924,0.0,0.0002217786648924
2008,8,0.0,0.0008903926631644,0.0,0.0008903926631644,0.0,0.0008903926631644
2008,9,0.0,0.0008062348830959,0.0,0.0008062348830959,0.0,0.0008062348830959
2009,6,0.0,0.0,0.0,0.0,0.0,0.0
2009,7,0.0,0.0031808172253486,0.0,0.0031808172253486,0.0,0.0031808172253486
2009,8,0.0,0.0050800662617338,0.0,0.0050800662617338,0.0,0.0050800662617338
2009,9,0.0,0.0087565674255691,0.0,0.0087565674255691,0.0,0.0087565674255691
2010,6,0.0,0.0009472687085569,0.0,0.0009472687085569,0.0,0.0009472687085569
2010,7,0.0,0.0016311439756415,0.0,0.0016311439756415,0.0,0.0016311439756415
2010,8,0.0,0.0010707456978967,0.0,0.0010707456978967,0.0,0.0010707456978967
2010,9,0.0,0.0,0.0,0.0,0.0,0.0
2011,7,0.0,0.0,0.0,0.0,0.0,0.0
2011,8,0.0,0.0,0.0,0.0,0.0,0.0
2011,9,0.0,0.0008675534991324,0.0,0.0008675534991324,0.0,0.0008675534991324
2012,6,0.0,0.0,0.0,0.0,0.0,0.0
2012,7,0.0,0.0,0.0,0.0,0.0,0.0
2012,8,0.0,0.0,0.0,0.0,0.0,0.0
2015,5,6.25,0.0,6.25,0.0,6.25,0.0
2015,6,140.29999999999998,0.0,140.29999999999998,0.0,140.29999999999998,0.0
2015,7,64.375,0.0,64.375,0.0,64.375,0.0
2015,8,7.6,0.0,7.6,0.0,7.6,0.0
2015,9,0.75,0.0,0.75,0.0,0.75,0.0
2016,5,8.5,0.0,8.5,0.0,8.5,0.0
2016,6,93.4,0.0,93.4,0.0,93.4,0.0
2016,7,18.125,0.0,18.125,0.0,18.125,0.0
2016,8,7.0,0.0,7.0,0.0,7.0,0.0
2017,5,11.25,0.0,11.25,0.0,11.25,0.0
2017,6,37.75,0.0,37.75,0.0,37.75,0.0
2017,7,58.25,0.0,58.25,0.0,58.25,0.0
2017,8,18.2,0.0,18.2,0.0,18.2,0.0
2017,9,4.0,0.0,4.0,0.0,4.0,0.0
2018,6,58.44444444444444,0.0,58.44444444444444,0.0,58.44444444444444,0.0
2018,7,53.4,0.0,53.4,0.0,53.4,0.0
2018,8,2.0,0.0,2.0,0.0,2.0,0.0
2018,9,1.5,0.0,1.5,0.0,1.5,0.0
2019,6,84.125,0.0,84.125,0.0,84.125,0.0
2019,7,30.4,0.0,30.4,0.0,30.4,0.0
2019,8,2.75,0.0,2.75,0.0,2.75,0.0
2019,10,0.0,0.0,0.0,0.0,0.0,0.0
2020,6,37.0,0.0,37.0,0.0,37.0,0.0
2020,7,12.9,0.0,12.9,0.0,12.9,0.0
2020,8,7.375,0.0,7.375,0.0,7.375,0.0
2020,9,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
2021,3,0.0,0.0,0.0,0.0,0.0,0.0
2021,4,2.1186821219715957,0.0,2.2738095238095237,0.0,1.8947368421052633,0.0
2021,5,14.15436507936508,0.0,31.514285714285716,0.0,5.666666666666667,0.0
2021,6,57.087079527590916,0.0,220.43396226415095,0.0,3.25,0.0
2021,7,87.1363872496,0.00043976282727237496,336.90769230769234,0.0012623364700481,16.75,0.0
2021,8,68.9194727142985,0.0030268772970107197,225.14084507042253,0.0062794348508634,3.75,0.0
2021,9,40.87108025350213,0.00164604507291205,251.22857142857143,0.0043010752688172,0.0,0.0
2022,4,1.1930565974827039,0.0010973633819413666,1.7333333333333334,0.0028673835125448003,0.3225806451612902,0.0
2022,5,4.9321318891102255,0.0005486816909706833,13.416666666666666,0.0014336917562724001,0.1,0.0
2022,6,14.926693482764009,0.0,52.52941176470588,0.0,0.6666666666666666,0.0
2022,7,108.23744977127485,4.83746130030875e-05,546.6382978723404,0.0003869969040247,0.4,0.0
2022,8,86.00299008455265,0.002615468958200522,451.5471698113208,0.0220048899755501,4.363636363636363,0.0
2022,9,71.71181610942249,0.0040160642570281,365.5833333333333,0.0240963855421686,1.75,0.0
2023,4,0.6405614500442086,0.00200803212851405,0.875,0.0120481927710843,0.1846153846153845,0.0
2023,5,20.76322293555982,0.0,43.87234042553192,0.0,3.3196721311475414,0.0
2023,6,55.69172745358091,0.0,372.2068965517242,0.0,0.2857142857142857,0.0
2023,7,105.7547807332854,0.00112107623318385,468.7692307692308,0.0022421524663677,5.5,0.0
