year,month,Unnamed: 0,fips,state,count,avgTemp,minTemp,maxTemp,precipitation,zindex,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income
2000,1,2000-01,42,,0,32.4,16.6,34.6,2.36,-0.66,,,,,,,,,,,,,,,,,
2000,2,2000-02,42,,0,37.3,22.0,41.2,2.82,0.43,,,,,,,,,,,,,,,,,
2000,3,2000-03,42,,0,38.6,31.2,53.9,3.52,-0.86,,,,,,,,,,,,,,,,,
2000,4,2000-04,42,,0,47.8,36.5,58.5,4.48,1.22,,,,,,,,,,,,,,,,,
2000,5,2000-05,42,,0,51.2,48.0,71.9,4.54,0.11,,,,,,,,,,,,,,,,,
2000,6,2000-06,42,,0,60.2,56.8,77.7,5.3,1.55,,,,,,,,,,,,,,,,,
2000,7,2000-07,42,,0,64.7,56.2,77.6,3.34,-0.46,,,,,,,,,,,,,,,,,
2000,8,2000-08,42,,0,65.4,57.2,77.3,3.65,0.16,,,,,,,,,,,,,,,,,
2000,9,2000-09,42,,0,57.2,49.4,71.8,3.94,0.83,,,,,,,,,,,,,,,,,
2000,10,2000-10,42,,0,47.5,39.9,64.2,2.37,-0.81,,,,,,,,,,,,,,,,,
2000,11,2000-11,42,,0,33.8,30.1,46.5,2.12,-1.26,,,,,,,,,,,,,,,,,
2000,12,2000-12,42,,0,33.5,14.3,30.5,2.94,0.01,,,,,,,,,,,,,,,,,
2001,1,2001-01,42,,0,32.1,18.5,33.7,1.88,-1.35,,,,,,,,,,,,,,,,,
2001,2,2001-02,42,,0,33.1,22.9,40.1,1.55,-1.64,,,,,,,,,,,,,,,,,
2001,3,2001-03,42,,0,41.3,25.0,41.7,4.04,1.2,,,,,,,,,,,,,,,,,
2001,4,2001-04,42,,0,41.8,37.1,61.4,2.79,-1.52,,,,,,,,,,,,,,,,,
2001,5,2001-05,42,,0,55.0,46.2,71.0,3.08,-1.43,,,,,,,,,,,,,,,,,
2001,6,2001-06,42,,0,56.5,55.3,78.3,4.1,-0.1,,,,,,,,,,,,,,,,,
2001,7,2001-07,42,,0,64.4,55.8,79.8,2.74,-1.59,,,,,,,,,,,,,,,,,
2001,8,2001-08,42,,2,67.6,60.2,83.1,3.32,-1.58,,,,,,,,,,,,,,,,,
2001,9,2001-09,42,,1,60.8,48.4,72.4,3.98,0.39,,,,,,,,,,,,,,,,,
2001,10,2001-10,42,,0,49.0,39.7,63.7,2.15,-1.74,,,,,,,,,,,,,,,,,
2001,11,2001-11,42,,0,40.0,34.2,57.3,2.07,-3.25,,,,,,,,,,,,,,,,,
2001,12,2001-12,42,,0,31.8,28.3,44.6,2.66,-1.72,,,,,,,,,,,,,,,,,
2002,1,2002-01,42,,0,31.8,24.9,41.0,2.13,-1.06,,,,,,,,,,,,,,,,,
2002,2,2002-02,42,,0,35.4,23.4,44.4,1.45,-1.97,,,,,,,,,,,,,,,,,
2002,3,2002-03,42,,0,37.0,27.7,48.8,3.98,0.48,,,,,,,,,,,,,,,,,
