year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,MA,741117.0,968153.0,1095750.0,354155.0,708809.0,977333.0,1150304.0,515555.0,6511176.0,3159175.0,3352001.0,5390474.0,399224.0,12811.0,312147.0,2346.0,2465654.0,
2010,MA,732326.0,950954.0,1087073.0,361896.0,699622.0,975746.0,1154778.0,514701.0,6477096.0,3132249.0,3344847.0,5289078.0,422303.0,12584.0,335906.0,2281.0,2512552.0,0400000US25
2011,MA,727991.0,953001.0,1099168.0,369951.0,695171.0,978751.0,1166842.0,521352.0,6512227.0,3150111.0,3362116.0,5294754.0,431907.0,12238.0,345422.0,1711.0,2522409.0,0400000US25
2012,MA,724664.0,959099.0,1110549.0,380676.0,692134.0,983695.0,1179375.0,530403.0,6560595.0,3174988.0,3385607.0,5310948.0,446347.0,12908.0,357354.0,1576.0,2525694.0,0400000US25
2013,MA,719908.0,970033.0,1114876.0,392685.0,688142.0,991691.0,1186628.0,541095.0,6605058.0,3197502.0,3407556.0,5318548.0,454887.0,12956.0,368178.0,1876.0,2530147.0,0400000US25
2014,MA,716830.0,982526.0,1119473.0,405601.0,685782.0,1001621.0,1192459.0,552999.0,6657291.0,3224430.0,3432861.0,5326774.0,465792.0,13642.0,384642.0,1645.0,2538485.0,0400000US25
2015,MA,713987.0,995473.0,1120932.0,419258.0,683642.0,1011734.0,1194400.0,566160.0,6705586.0,3249650.0,3455936.0,5334859.0,478947.0,13189.0,400675.0,1644.0,2549721.0,0400000US25
2016,MA,710196.0,1008068.0,1116224.0,434883.0,680356.0,1020145.0,1190475.0,581796.0,6742143.0,3269371.0,3472772.0,5343665.0,489233.0,13931.0,411736.0,2002.0,2558889.0,0400000US25
2017,MA,706605.0,1021815.0,1114167.0,450839.0,676927.0,1033439.0,1186615.0,598912.0,6789319.0,3293426.0,3495893.0,5358373.0,499774.0,14336.0,426225.0,2253.0,2585715.0,0400000US25
2018,MA,704888.0,1034468.0,1110028.0,464595.0,675009.0,1045495.0,1182081.0,613629.0,6830193.0,3313979.0,3516214.0,5360006.0,510558.0,14493.0,442574.0,2329.0,2601914.0,0400000US25
2019,MA,700367.0,1042715.0,1102361.0,478764.0,670893.0,1050905.0,1176223.0,628325.0,6850553.0,3324207.0,3526346.0,5348538.0,522357.0,14764.0,452436.0,2804.0,2617497.0,0400000US25
2020,MA,695732.0,1051422.0,1095785.0,493053.0,666238.0,1060387.0,1166873.0,643513.0,6873003.0,3335992.0,3537011.0,5261787.0,513369.0,13999.0,466044.0,2786.0,2646980.0,0400000US25
