,XGBoost_weather,XGBoost_census,XGBoost_temporal
2010-01,0.060294013,0.5,0.1742031
2010-02,0.060294013,0.5,0.1742031
2010-03,0.060294013,0.5,0.1742031
2010-04,0.060294013,0.5,0.1742031
2010-05,0.060294013,0.5,0.1742031
2010-06,0.060294013,0.5,0.1742031
2010-07,0.060294013,0.5,0.4242963
2010-08,2.6415327,0.5,3.0865
2010-09,0.9295096,0.5,1.0184047
2010-10,1.8164626,0.5,1.2558376
2010-11,0.060294013,0.5,0.19053906
2010-12,0.060294013,0.5,0.1742031
2011-01,0.060294013,0.476,0.1742031
2011-02,0.060294013,0.476,0.1742031
2011-03,0.060294013,0.476,0.1742031
2011-04,0.060294013,0.476,0.1742031
2011-05,0.060294013,0.476,0.1742031
2011-06,0.060294013,0.476,0.1742031
2011-07,0.060294013,0.476,0.4242963
2011-08,0.9295096,0.476,1.1416456
2011-09,2.6415327,0.476,2.5555477
2011-10,0.9295096,0.476,0.612602
2011-11,0.060294013,0.476,0.19053906
2011-12,0.060294013,0.476,0.1742031
2012-01,0.060294013,0.93846154,0.1742031
2012-02,0.060294013,0.93846154,0.1742031
2012-03,0.060294013,0.93846154,0.1742031
2012-04,0.060294013,0.93846154,0.1742031
2012-05,0.060294013,0.93846154,0.1742031
2012-06,0.060294013,0.93846154,0.1742031
2012-07,0.9295096,0.93846154,0.4242963
2012-08,9.09364,0.93846154,4.882527
2012-09,9.09364,0.93846154,6.8760004
2012-10,2.6415327,0.93846154,1.7656851
2012-11,0.060294013,0.93846154,0.19053906
2012-12,0.060294013,0.93846154,0.1742031
2013-01,0.060294013,0.52307695,0.1742031
2013-02,0.060294013,0.52307695,0.1742031
2013-03,0.060294013,0.52307695,0.1742031
2013-04,0.060294013,0.52307695,0.1742031
2013-05,0.060294013,0.52307695,0.1742031
2013-06,0.060294013,0.52307695,0.1742031
2013-07,0.060294013,0.52307695,0.23274218
2013-08,2.6415327,0.52307695,1.1416456
2013-09,2.6415327,0.52307695,2.0294762
2013-10,0.9295096,0.52307695,0.7625525
2013-11,0.060294013,0.52307695,0.19053906
2013-12,0.060294013,0.52307695,0.1742031
2014-01,0.060294013,0.476,0.1742031
2014-02,0.060294013,0.476,0.1742031
2014-03,0.060294013,0.476,0.1742031
2014-04,0.060294013,0.476,0.1742031
2014-05,0.060294013,0.476,0.1742031
2014-06,0.060294013,0.476,0.1742031
2014-07,0.060294013,0.476,0.4242963
2014-08,2.6415327,0.476,1.1416456
2014-09,1.8164626,0.476,1.5866191
2014-10,0.060294013,0.476,0.45746252
2014-11,0.060294013,0.476,0.19053906
2014-12,0.060294013,0.476,0.1742031
2015-01,0.060294013,0.52307695,0.1742031
2015-02,0.060294013,0.52307695,0.1742031
2015-03,0.060294013,0.52307695,0.1742031
2015-04,0.060294013,0.52307695,0.1742031
2015-05,0.060294013,0.52307695,0.1742031
2015-06,0.060294013,0.52307695,0.1742031
2015-07,0.060294013,0.52307695,0.4242963
2015-08,0.9295096,0.52307695,1.1416456
2015-09,4.1491528,0.52307695,2.8234048
2015-10,0.9295096,0.52307695,0.754127
2015-11,0.060294013,0.52307695,0.19053906
2015-12,0.060294013,0.52307695,0.1742031
2016-01,0.060294013,0.584,0.1742031
2016-02,0.060294013,0.584,0.1742031
2016-03,0.060294013,0.584,0.1742031
2016-04,0.060294013,0.584,0.1742031
