,count,avgTemp,minTemp,maxTemp,precipitation,zindex
2010-01,0.0,14.8,24.1,41.6,5.3,1.28
2010-02,0.0,14.6,25.7,41.7,3.12,-0.48
2010-03,0.0,36.3,36.9,57.5,3.88,-0.69
2010-04,0.0,49.3,46.7,75.1,3.09,-1.89
2010-05,0.0,54.2,58.1,80.0,9.01,1.53
2010-06,0.0,65.9,67.7,89.0,3.33,-1.4
2010-07,0.0,72.4,69.0,90.5,4.34,-2.73
2010-08,1.0,73.6,68.8,90.9,4.37,-0.79
2010-09,1.0,59.1,58.0,85.3,2.02,-2.92
2010-10,0.0,51.6,43.6,74.9,2.75,-0.66
2010-11,0.0,32.1,37.3,62.3,5.64,0.35
2010-12,0.0,17.7,24.2,41.3,2.8,-2.35
2011-01,0.0,13.0,25.0,42.9,3.18,-0.78
2011-02,0.0,16.3,32.3,53.9,4.21,-1.6
2011-03,0.0,27.3,40.2,60.8,6.96,1.22
2011-04,0.0,43.1,48.6,73.4,9.83,-0.25
2011-05,0.0,53.0,54.7,76.7,5.02,-2.39
2011-06,0.0,64.7,65.2,87.7,5.68,-1.84
2011-07,0.0,75.9,69.8,90.2,3.17,-1.04
2011-08,8.0,71.6,65.6,90.0,1.58,-3.47
2011-09,6.0,59.9,57.1,79.2,6.56,3.08
2011-10,2.0,51.3,43.7,69.9,2.55,-1.22
2011-11,0.0,34.4,40.2,61.8,7.56,0.05
2011-12,0.0,26.8,32.9,52.7,6.29,-0.15
2012-01,0.0,25.4,31.7,53.1,4.88,0.01
2012-02,0.0,25.7,34.2,54.8,2.9,-0.92
2012-03,0.0,47.0,47.5,72.2,4.86,-1.82
2012-04,0.0,50.2,47.3,72.8,2.01,-2.74
2012-05,0.0,58.3,58.6,82.3,3.25,-0.87
2012-06,0.0,70.4,60.5,86.8,2.15,-0.2
2012-07,1.0,78.7,69.5,91.4,5.75,-0.37
2012-08,12.0,71.0,64.2,87.0,3.58,1.92
2012-09,5.0,62.6,57.8,80.4,5.81,1.75
2012-10,0.0,45.6,45.6,67.8,4.09,0.75
2012-11,0.0,34.9,32.3,59.2,1.7,-1.89
2012-12,1.0,21.4,36.3,54.8,5.91,1.06
2013-01,0.0,19.4,32.2,49.7,8.64,0.78
2013-02,0.0,23.8,30.8,50.7,3.01,3.27
2013-03,0.0,28.1,32.8,52.6,4.97,-1.58
2013-04,1.0,36.9,44.8,68.7,7.88,0.69
2013-05,0.0,55.9,53.9,76.2,5.66,0.25
2013-06,0.0,65.3,63.9,84.5,5.83,1.69
2013-07,1.0,71.8,65.4,84.2,6.96,3.94
2013-08,5.0,71.6,65.4,84.0,4.25,2.17
2013-09,6.0,65.8,59.5,81.8,3.72,0.03
2013-10,4.0,44.3,48.6,70.4,1.85,-0.79
2013-11,0.0,32.1,33.3,56.2,3.71,-0.14
2013-12,0.0,13.5,31.0,49.8,6.79,2.5
2014-01,0.0,18.3,18.5,41.6,2.7,-1.85
2014-02,0.0,13.9,28.2,48.4,5.18,0.55
2014-03,0.0,29.4,32.6,57.4,3.93,-0.37
2014-04,0.0,43.4,45.2,71.9,5.81,3.88
2014-05,0.0,55.6,55.7,78.9,2.91,0.19
2014-06,1.0,64.2,65.1,84.4,6.82,1.13
2014-07,1.0,69.5,62.7,84.1,4.13,-1.19
2014-08,3.0,69.3,65.2,86.6,5.0,-1.1
2014-09,6.0,60.5,60.1,81.2,2.22,-1.73
2014-10,1.0,50.3,48.5,71.8,7.01,1.1
2014-11,0.0,25.6,31.8,53.0,3.22,-0.42
2014-12,0.0,24.2,35.4,50.3,4.59,0.88
2015-01,0.0,22.7,26.3,45.8,2.81,-0.59
2015-02,0.0,19.5,21.3,41.4,4.56,-0.66
2015-03,0.0,39.0,37.7,60.2,5.41,-1.92
2015-04,0.0,47.7,48.3,71.8,5.96,1.38
2015-05,0.0,53.8,56.2,79.8,3.68,-0.03
2015-06,1.0,67.6,65.4,86.4,4.76,-1.0
2015-07,1.0,72.1,68.9,87.6,6.48,-1.32
2015-08,0.0,69.8,63.4,85.0,4.53,0.42
2015-09,3.0,65.9,59.3,82.5,2.73,-1.25
2015-10,0.0,51.6,48.1,71.3,3.96,-0.21
2015-11,0.0,36.4,43.4,63.6,6.38,2.04
2015-12,0.0,24.3,41.7,60.9,7.9,5.17
2016-01,0.0,19.8,24.9,44.7,2.76,-0.82
2016-02,0.0,31.2,33.6,51.3,5.79,0.45
2016-03,0.0,40.1,42.1,65.7,5.16,-1.2
2016-04,0.0,46.3,46.7,72.4,3.2,0.5
2016-05,0.0,56.7,54.1,76.4,3.8,-1.94
2016-06,0.0,70.7,64.8,88.1,3.99,-0.93
2016-07,1.0,73.0,69.3,90.2,4.86,-2.05
2016-08,1.0,71.0,69.3,88.7,5.03,-0.78
2016-09,1.0,62.4,61.4,86.9,1.8,-3.05
2016-10,0.0,51.6,50.7,78.5,0.73,-3.53
2016-11,0.0,42.0,39.0,66.5,3.05,-2.2
2016-12,0.0,15.4,31.3,50.5,6.87,-0.93
2017-01,0.0,16.5,36.9,52.9,4.24,3.1
2017-02,0.0,29.4,37.4,60.3,2.38,-1.88
2017-03,0.0,35.5,39.3,62.9,5.77,-2.07
2017-04,1.0,46.1,51.2,75.0,6.61,-1.24
2017-05,0.0,56.0,55.4,77.9,5.95,2.98
2017-06,0.0,68.1,62.3,83.7,4.37,6.94
2017-07,4.0,76.0,67.9,88.3,5.36,-0.05
2017-08,11.0,67.4,64.5,84.8,4.9,2.4
2017-09,5.0,61.8,57.8,80.3,4.31,0.07
2017-10,1.0,48.0,48.2,73.4,4.92,3.3
2017-11,0.0,34.7,38.4,61.4,2.78,-2.4
2017-12,0.0,21.7,30.0,49.1,4.63,-0.9
2018-01,0.0,18.1,22.9,43.0,2.55,-2.3
2018-02,0.0,11.6,38.9,58.1,10.73,1.08
2018-03,0.0,30.4,38.2,58.2,5.67,-1.8
2018-04,0.0,36.7,40.8,64.9,5.97,1.18
2018-05,0.0,62.1,61.0,83.6,4.99,0.71
2018-06,1.0,69.3,65.9,87.1,5.74,0.25
2018-07,2.0,72.2,67.9,88.3,3.52,-1.05
2018-08,4.0,69.9,66.5,86.5,4.26,0.64
2018-09,3.0,61.5,65.6,84.2,7.29,1.52
2018-10,1.0,43.2,50.2,71.8,3.57,-0.22
2018-11,0.0,29.3,35.0,53.8,5.51,2.52
2018-12,0.0,25.3,34.5,50.8,7.34,4.14
2019-01,0.0,18.0,30.9,47.8,5.78,0.78
2019-02,0.0,6.1,37.4,56.1,12.07,0.31
2019-03,0.0,25.1,35.6,58.2,4.26,-2.35
2019-04,0.0,44.2,46.9,71.7,5.84,0.97
2019-05,0.0,50.4,59.0,81.2,3.71,-1.19
2019-06,0.0,66.3,63.2,83.6,6.46,0.13
2019-07,1.0,72.1,67.8,87.7,6.13,-1.74
2019-08,2.0,68.2,66.2,87.7,3.97,0.01
2019-09,0.0,63.1,63.1,89.8,0.5,-4.49
2019-10,0.0,40.2,49.6,73.8,7.28,3.19
2019-11,0.0,31.1,32.4,56.0,4.74,-0.16
2019-12,0.0,23.3,35.3,55.1,6.17,1.15
2020-01,0.0,20.1,34.4,51.6,6.73,1.89
2020-02,0.0,23.5,34.4,52.3,9.18,4.38
2020-03,0.0,36.4,45.3,64.2,8.15,-1.02
2020-04,0.0,42.0,43.3,67.4,6.56,1.84
2020-05,0.0,54.2,53.2,74.7,4.56,-0.22
2020-06,0.0,70.3,62.7,84.3,3.88,1.19
2020-07,0.0,73.5,69.0,89.5,4.76,-0.07
2020-08,0.0,72.6,66.7,86.0,5.93,1.57
2020-09,0.0,60.4,60.1,79.6,4.37,2.36
2020-10,0.0,41.2,49.2,71.6,4.97,2.6
2020-11,0.0,38.6,39.0,64.9,1.98,-1.08
2020-12,0.0,28.3,29.0,50.0,4.66,-0.85
2021-01,0.0,26.5,31.2,48.2,3.32,-1.33
2021-02,0.0,12.8,28.5,46.4,5.05,-0.77
2021-03,0.0,39.4,42.0,65.2,10.15,0.93
2021-04,0.0,43.6,43.4,69.1,2.82,0.63
2021-05,0.0,55.0,52.6,75.6,4.27,0.75
2021-06,0.0,72.3,63.7,84.3,4.52,4.78
2021-07,1.0,75.3,67.4,86.7,5.06,2.54
2021-08,1.0,72.5,67.3,87.1,7.13,3.83
2021-09,1.0,65.0,58.9,80.4,4.86,1.75
2021-10,0.0,51.2,53.3,73.4,5.3,2.26
2021-11,0.0,38.2,33.0,58.1,1.68,-1.97
2021-12,0.0,24.5,39.5,61.3,4.62,-0.91
2022-01,0.0,19.1,25.3,45.7,6.06,-0.16
2022-02,0.0,20.0,30.2,53.4,8.57,0.29
2022-03,0.0,33.4,39.0,64.2,4.52,0.43
2022-04,0.0,39.6,44.6,69.0,4.71,0.54
2022-05,0.0,55.4,57.9,80.0,4.46,0.35
2022-06,0.0,67.7,63.6,87.9,2.58,-1.28
2022-07,1.0,74.6,69.9,90.3,5.52,-0.45
2022-08,1.0,73.2,66.5,86.2,4.27,2.03
2022-09,0.0,65.4,57.2,81.5,2.79,-1.38
2022-10,0.0,49.4,42.2,70.4,1.95,0.11
