year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,TN,754407.0,920725.0,994482.0,332068.0,720623.0,916114.0,1055625.0,464909.0,6158953.0,3001682.0,3157271.0,4875744.0,1016050.0,15614.0,82317.0,3116.0,2412567.0,
2010,TN,762199.0,914759.0,1017141.0,345530.0,725681.0,923540.0,1076898.0,469220.0,6234968.0,3039629.0,3195339.0,4910745.0,1037376.0,15237.0,87257.0,2987.0,2443475.0,0400000US47
2011,TN,763797.0,919572.0,1030325.0,356861.0,727680.0,928623.0,1091747.0,479386.0,6297991.0,3070555.0,3227436.0,4949985.0,1048714.0,15285.0,90471.0,3097.0,2457997.0,0400000US47
2012,TN,764686.0,923662.0,1039316.0,369904.0,729150.0,933327.0,1101666.0,491515.0,6353226.0,3097568.0,3255658.0,4982977.0,1060494.0,15991.0,92800.0,2765.0,2468841.0,0400000US47
2013,TN,762936.0,926768.0,1047250.0,383842.0,729817.0,937944.0,1109736.0,504094.0,6402387.0,3120796.0,3281591.0,5007014.0,1073534.0,16604.0,95801.0,3110.0,2475195.0,0400000US47
2014,TN,762337.0,930724.0,1051194.0,398940.0,730137.0,943158.0,1115597.0,519278.0,6451365.0,3143195.0,3308170.0,5029109.0,1082001.0,17656.0,98441.0,3256.0,2487349.0,0400000US47
2015,TN,761573.0,936604.0,1054231.0,415348.0,731313.0,946897.0,1118672.0,534977.0,6499615.0,3167756.0,3331859.0,5059894.0,1091070.0,17802.0,102027.0,3323.0,2504556.0,0400000US47
2016,TN,762967.0,945505.0,1051292.0,432213.0,731958.0,953497.0,1118341.0,552236.0,6548009.0,3191977.0,3356032.0,5096733.0,1100577.0,18757.0,105368.0,3299.0,2522204.0,0400000US47
2017,TN,765086.0,953846.0,1052474.0,445667.0,732561.0,961910.0,1118148.0,567689.0,6597381.0,3217073.0,3380308.0,5131786.0,1107392.0,17568.0,110605.0,3784.0,2547194.0,0400000US47
2018,TN,766597.0,962544.0,1053835.0,460702.0,734797.0,970973.0,1117130.0,584511.0,6651089.0,3243678.0,3407411.0,5166231.0,1117489.0,17848.0,112915.0,3806.0,2567061.0,0400000US47
2019,TN,769206.0,973187.0,1056262.0,474623.0,735714.0,980705.0,1119158.0,600501.0,6709356.0,3273278.0,3436078.0,5205132.0,1124473.0,18189.0,117600.0,3771.0,2597292.0,0400000US47
2020,TN,771024.0,987379.0,1056760.0,489299.0,736866.0,991528.0,1121147.0,618265.0,6772268.0,3304462.0,3467806.0,5196680.0,1128806.0,17178.0,122897.0,3959.0,2639455.0,0400000US47
