,1y,1m,2m,3m,3m_average,diff1-2,diff2-3,month_sin,month_cos
2010-01,-1.0408340855860843e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,0.6812594871986655,1.2107528277522954
2010-02,-1.0408340855860843e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,1.1855080170264962,0.7133708190395334
2010-03,-1.0408340855860843e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,1.3687636129463088,0.015778040288952595
2010-04,-1.0408340855860843e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,1.1855080170264976,-0.7053820354007986
2010-05,-1.0408340855860843e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,0.6812594871986655,-1.2502707088908618
2010-06,-1.0408340855860843e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,-0.016654033921809603,-1.453675654900248
2010-07,5.551115123125783e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,-0.7262037136073767,-1.2502707088908604
2010-08,5.551115123125783e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,-1.2538736295058936,-0.7053820354007986
2010-09,5.898059818321144e-17,5.030698080332741e-16,-5.551115123125783e-17,-1.0408340855860843e-17,0.9047732888214551,1.0856675197089811,-0.03458236988640493,-1.4489158007263132,0.015778040288952595
2010-10,-1.0408340855860843e-17,5.030698080332741e-16,2.671474153004283e-16,-1.0408340855860843e-17,1.5784405895625335,-0.03457904731373592,1.085664459634164,-1.2538736295058936,0.7133708190395334
2010-11,-1.0408340855860843e-17,-1.1102230246251565e-16,2.671474153004283e-16,4.85722573273506e-17,1.5784405895625335,-1.087863485039729,-0.03458236988640493,-0.7262037136073767,1.2107528277522928
2010-12,-1.0408340855860843e-17,-1.1102230246251565e-16,-5.551115123125783e-17,4.85722573273506e-17,0.9047732888214551,-0.03457904731373592,-1.0878668009727237,-0.016654033921809603,1.3902147191927885
2011-01,-1.0408340855860843e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,0.6812594871986655,1.2107528277522954
2011-02,-1.0408340855860843e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,1.1855080170264962,0.7133708190395334
2011-03,-1.0408340855860843e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,1.3687636129463088,0.015778040288952595
2011-04,-1.0408340855860843e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,1.1855080170264976,-0.7053820354007986
2011-05,-1.0408340855860843e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,0.6812594871986655,-1.2502707088908618
2011-06,-1.0408340855860843e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,-0.016654033921809603,-1.453675654900248
2011-07,-1.0408340855860843e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,-0.7262037136073767,-1.2502707088908604
2011-08,5.551115123125783e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,-1.2538736295058936,-0.7053820354007986
2011-09,5.551115123125783e-17,5.030698080332741e-16,-5.551115123125783e-17,-1.0408340855860843e-17,0.9047732888214551,1.0856675197089811,-0.03458236988640493,-1.4489158007263132,0.015778040288952595
2011-10,-1.0408340855860843e-17,-1.1102230246251565e-16,2.671474153004283e-16,-1.0408340855860843e-17,0.9047732888214551,-1.087863485039729,1.085664459634164,-1.2538736295058936,0.7133708190395334
2011-11,-1.0408340855860843e-17,-1.1102230246251565e-16,-5.551115123125783e-17,4.85722573273506e-17,0.9047732888214551,-0.03457904731373592,-1.0878668009727237,-0.7262037136073767,1.2107528277522928
2011-12,-1.0408340855860843e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,-0.016654033921809603,1.3902147191927885
2012-01,-1.0408340855860843e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,0.6812594871986655,1.2107528277522954
2012-02,-1.0408340855860843e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,1.1855080170264962,0.7133708190395334
2012-03,-1.0408340855860843e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,1.3687636129463088,0.015778040288952595
2012-04,-1.0408340855860843e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,1.1855080170264976,-0.7053820354007986
2012-05,-1.0408340855860843e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,0.6812594871986655,-1.2502707088908618
2012-06,-1.0408340855860843e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,-0.016654033921809603,-1.453675654900248
2012-07,-1.0408340855860843e-17,-1.1102230246251565e-16,-5.551115123125783e-17,-1.0408340855860843e-17,-0.6850477959175323,-0.03457904731373592,-0.03458236988640493,-0.7262037136073767,-1.2502707088908604
2012-08,5.551115123125783e-17,5.030698080332741e-16,-5.551115123125783e-17,-1.0408340855860843e-17,0.9047732888214551,1.0856675197089811,-0.03458236988640493,-1.2538736295058936,-0.7053820354007986
2012-09,-1.0408340855860843e-17,5.030698080332741e-16,2.671474153004283e-16,-1.0408340855860843e-17,1.5784405895625335,-0.03457904731373592,1.085664459634164,-1.4489158007263132,0.015778040288952595
