,1y,1m,2m,3m,3m_average,diff1-2,diff2-3,month_sin,month_cos
2010-01,-0.5882819847480926,-0.6238583644178787,-0.6150490634330729,-0.6062502803652496,-0.8286618277860562,0.007886073967759675,0.00820186304072263,0.6812594871986655,1.2107528277522954
2010-02,-0.5882819847480926,-0.6238583644178787,-0.6150490634330729,-0.6062502803652496,-0.8286618277860562,0.007886073967759675,0.00820186304072263,1.1855080170264962,0.7133708190395334
2010-03,-0.5882819847480926,-0.6238583644178787,-0.6150490634330729,-0.6062502803652496,-0.8286618277860562,0.007886073967759675,0.00820186304072263,1.3687636129463088,0.015778040288952595
2010-04,-0.5882819847480926,-0.6238583644178787,-0.6150490634330729,-0.6062502803652496,-0.8286618277860562,0.007886073967759675,0.00820186304072263,1.1855080170264976,-0.7053820354007986
2010-05,-0.5882819847480926,-0.6238583644178787,-0.6150490634330729,-0.6062502803652496,-0.8286618277860562,0.007886073967759675,0.00820186304072263,0.6812594871986655,-1.2502707088908618
2010-06,1.04423300112034,-0.6238583644178787,-0.6150490634330729,-0.6062502803652496,-0.8286618277860562,0.007886073967759675,0.00820186304072263,-0.016654033921809603,-1.453675654900248
2010-07,-0.5882819847480926,-0.6238583644178787,-0.6150490634330729,-0.6062502803652496,-0.8286618277860562,0.007886073967759675,0.00820186304072263,-0.7262037136073767,-1.2502707088908604
2010-08,1.6776712242311798,0.8824941687885853,-0.6150490634330729,-0.6062502803652496,-0.15561489061943382,0.44313393980076365,0.00820186304072263,-1.2538736295058936,-0.7053820354007986
2010-09,1.04423300112034,0.8824941687885853,0.9126147362216941,-0.6062502803652496,0.3428053261167502,0.007886073967759675,0.44344888715245023,-1.4489158007263132,0.015778040288952595
2010-10,-0.5882819847480926,0.8824941687885853,0.9126147362216941,0.9425968241023585,0.7142266588485876,0.007886073967759675,0.00820186304072263,-1.2538736295058936,0.7133708190395334
2010-11,-0.5882819847480926,-0.6238583644178787,0.9126147362216941,0.9425968241023585,0.3428053261167502,-0.43229356002160846,0.00820186304072263,-0.7262037136073767,1.2107528277522928
2010-12,-0.5882819847480926,-0.6238583644178787,-0.6150490634330729,0.9425968241023585,-0.15561489061943382,0.007886073967759675,-0.4319861630595787,-0.016654033921809603,1.3902147191927885
2011-01,-0.5882819847480926,-0.6238583644178787,-0.6150490634330729,-0.6062502803652496,-0.8286618277860562,0.007886073967759675,0.00820186304072263,0.6812594871986655,1.2107528277522954
2011-02,-0.5882819847480926,0.8824941687885853,-0.6150490634330729,-0.6062502803652496,-0.15561489061943382,0.44313393980076365,0.00820186304072263,1.1855080170264962,0.7133708190395334
2011-03,-0.5882819847480926,-0.6238583644178787,0.9126147362216941,-0.6062502803652496,-0.15561489061943382,-0.43229356002160846,0.44344888715245023,1.3687636129463088,0.015778040288952595
2011-04,-0.5882819847480926,-0.6238583644178787,-0.6150490634330729,0.9425968241023585,-0.15561489061943382,0.007886073967759675,-0.4319861630595787,1.1855080170264976,-0.7053820354007986
2011-05,-0.5882819847480926,-0.6238583644178787,-0.6150490634330729,-0.6062502803652496,-0.8286618277860562,0.007886073967759675,0.00820186304072263,0.6812594871986655,-1.2502707088908618
2011-06,-0.5882819847480926,-0.6238583644178787,-0.6150490634330729,-0.6062502803652496,-0.8286618277860562,0.007886073967759675,0.00820186304072263,-0.016654033921809603,-1.453675654900248
2011-07,1.04423300112034,-0.6238583644178787,-0.6150490634330729,-0.6062502803652496,-0.8286618277860562,0.007886073967759675,0.00820186304072263,-0.7262037136073767,-1.2502707088908604
2011-08,1.04423300112034,-0.6238583644178787,-0.6150490634330729,-0.6062502803652496,-0.8286618277860562,0.007886073967759675,0.00820186304072263,-1.2538736295058936,-0.7053820354007986
