,XGBoost_weather,XGBoost_census,XGBoost_temporal
2010-01,0.005118592,0.44,0.25531325
2010-02,0.005118592,0.44,0.25531325
2010-03,0.005118592,0.44,0.25531325
2010-04,0.005118592,0.44,0.25531325
2010-05,0.005118592,0.44,0.3921875
2010-06,0.005118592,0.44,0.46742186
2010-07,0.99301296,0.44,0.69968754
2010-08,0.99301296,0.44,0.68
2010-09,0.99301296,0.44,0.54375
2010-10,0.005118592,0.44,0.2831
2010-11,0.005118592,0.44,0.25531325
2010-12,0.005118592,0.44,0.25531325
2011-01,0.99301296,0.5,0.25531325
2011-02,0.005118592,0.5,0.25531325
2011-03,0.005118592,0.5,0.25531325
2011-04,0.005118592,0.5,0.25531325
2011-05,0.005118592,0.5,0.3921875
2011-06,0.005118592,0.5,0.46742186
2011-07,0.005118592,0.5,0.69968754
2011-08,1.9792154,0.5,0.79375005
2011-09,2.9622946,0.5,1.586875
2011-10,0.005118592,0.5,0.37809998
2011-11,0.005118592,0.5,0.25531325
2011-12,0.005118592,0.5,0.25531325
2012-01,0.005118592,0.75384617,0.25531325
2012-02,0.005118592,0.75384617,0.25531325
2012-03,0.005118592,0.75384617,0.25531325
2012-04,0.005118592,0.75384617,0.25531325
2012-05,0.005118592,0.75384617,0.3921875
2012-06,0.99301296,0.75384617,0.46742186
2012-07,3.9458866,0.75384617,1.47125
2012-08,6.932818,0.75384617,4.6
2012-09,4.92223,0.75384617,2.03
2012-10,0.005118592,0.75384617,0.2831
2012-11,0.005118592,0.75384617,0.25531325
2012-12,0.005118592,0.75384617,0.25531325
2013-01,0.005118592,0.92,0.25531325
2013-02,0.005118592,0.92,0.25531325
2013-03,0.005118592,0.92,0.25531325
2013-04,0.005118592,0.92,0.25531325
2013-05,0.005118592,0.92,0.3921875
2013-06,0.005118592,0.92,0.46742186
2013-07,0.005118592,0.92,0.6125
2013-08,1.9792154,0.92,1.2392
2013-09,14.098221,0.92,4.6
2013-10,4.92223,0.92,1.7618749
2013-11,0.99301296,0.92,0.63875
2013-12,0.005118592,0.92,0.25531325
2014-01,0.005118592,0.5923077,0.25531325
2014-02,0.005118592,0.5923077,0.25531325
2014-03,0.005118592,0.5923077,0.25531325
