,XGBoost_weather,XGBoost_census,XGBoost_temporal
2010-01,0.01029956,0.356,0.00028603605
2010-02,0.01029956,0.356,0.00028603605
2010-03,0.01029956,0.356,0.00028603605
2010-04,0.01029956,0.356,-0.0005880213
2010-05,0.01029956,0.356,-0.0005880213
2010-06,0.01029956,0.356,-0.0005880213
2010-07,0.01029956,0.356,0.40470117
2010-08,0.01029956,0.356,0.064346954
2010-09,0.01029956,0.356,0.49949506
2010-10,0.01029956,0.356,-0.042689215
2010-11,0.01029956,0.356,0.0004472409
2010-12,0.01029956,0.356,0.00028603605
2011-01,0.01029956,0.4076923,0.00028603605
2011-02,0.01029956,0.4076923,0.00028603605
2011-03,0.01029956,0.4076923,0.00028603605
2011-04,0.01029956,0.4076923,-0.0005880213
2011-05,0.01029956,0.4076923,-0.0005880213
2011-06,0.01029956,0.4076923,-0.0005880213
2011-07,0.9865219,0.4076923,0.40470117
2011-08,0.9865219,0.4076923,1.4830173
2011-09,0.01029956,0.4076923,1.4961998
2011-10,0.01029956,0.4076923,0.0018160108
2011-11,0.01029956,0.4076923,0.0004472409
2011-12,0.01029956,0.4076923,0.00028603605
2012-01,0.01029956,0.52307695,0.00028603605
2012-02,0.01029956,0.52307695,0.00028603605
2012-03,0.01029956,0.52307695,0.00028603605
2012-04,0.01029956,0.52307695,-0.0005880213
2012-05,0.01029956,0.52307695,-0.0005880213
2012-06,0.01029956,0.52307695,-0.0005880213
2012-07,0.9865219,0.52307695,0.99713117
2012-08,4.2453,0.52307695,2.980907
2012-09,0.01029956,0.52307695,0.009211493
2012-10,0.01029956,0.52307695,0.0010773628
2012-11,0.9865219,0.52307695,0.9919694
2012-12,0.01029956,0.52307695,-0.018987997
2013-01,0.01029956,0.416,-4.9114562e-05
2013-02,0.01029956,0.416,0.00028603605
2013-03,0.01029956,0.416,0.00028603605
2013-04,0.01029956,0.416,-0.0005880213
2013-05,0.01029956,0.416,-0.0005880213
2013-06,0.01029956,0.416,-0.0005880213
2013-07,0.01029956,0.416,0.99713117
2013-08,0.9865219,0.416,0.9986154
2013-09,1.954831,0.416,1.9727393
2013-10,0.01029956,0.416,-0.0025725672
2013-11,0.01029956,0.416,0.0011567341
2013-12,0.01029956,0.416,-0.0020732558
2014-01,0.01029956,0.356,0.00028603605
2014-02,0.01029956,0.356,0.00028603605
2014-03,0.01029956,0.356,0.00028603605
2014-04,0.01029956,0.356,-0.0005880213
2014-05,0.01029956,0.356,-0.0005880213
2014-06,0.01029956,0.356,-0.0005880213
2014-07,0.01029956,0.356,0.40470117
2014-08,0.01029956,0.356,0.0125935525
2014-09,0.01029956,0.356,0.00016338039
2014-10,0.01029956,0.356,-0.042689215
2014-11,0.01029956,0.356,0.0004472409
2014-12,0.01029956,0.356,0.00028603605
2015-01,0.01029956,0.45384616,0.00028603605
