year,month,tavg,tmax,tmin,pcp,zndx
2000,1,47.3,58.0,36.7,3.14,-2.0
2000,2,53.2,66.6,39.8,1.88,-3.2
2000,3,59.8,72.3,47.3,5.15,-1.22
2000,4,61.3,73.5,49.1,6.73,1.43
2000,5,74.4,85.6,63.2,2.36,-2.43
2000,6,78.1,89.2,66.9,4.51,0.06
2000,7,82.2,94.9,69.5,1.88,-3.42
2000,8,83.2,96.6,69.8,1.95,-3.4
2000,9,75.4,87.6,63.1,2.67,-1.41
2000,10,65.2,80.2,50.3,0.99,-2.15
2000,11,52.1,62.6,41.6,9.17,3.7
2000,12,38.4,48.9,27.9,4.21,-0.65
2001,1,40.9,51.3,30.6,5.91,0.72
2001,2,52.5,63.8,41.3,5.71,0.22
2001,3,51.7,62.1,41.3,7.71,1.71
2001,4,66.8,78.3,55.3,3.48,-1.62
2001,5,71.7,84.2,59.2,3.29,-1.2
2001,6,76.6,87.0,66.2,6.58,2.7
2001,7,81.0,91.2,70.8,4.5,0.05
2001,8,79.7,89.4,69.9,5.86,2.91
2001,9,73.0,83.6,62.3,5.06,2.19
2001,10,61.1,74.9,47.2,5.61,3.21
2001,11,58.6,73.2,44.0,6.59,1.42
2001,12,50.8,62.1,39.6,5.98,0.19
2002,1,47.5,58.5,36.5,6.06,0.54
2002,2,46.0,58.2,33.9,3.42,-1.36
2002,3,54.9,67.0,42.7,7.3,1.09
2002,4,66.7,77.7,55.6,2.84,-2.08
2002,5,70.9,82.6,59.2,4.66,-0.05
2002,6,77.8,88.8,66.8,3.23,-0.52
2002,7,81.1,91.4,70.8,5.36,0.16
2002,8,80.1,90.5,69.7,4.02,0.31
2002,9,77.6,87.7,67.6,9.69,5.56
2002,10,67.0,75.2,58.7,8.05,5.1
2002,11,51.6,62.8,40.5,4.32,0.16
2002,12,46.6,57.4,35.8,7.13,1.32
2003,1,40.5,51.8,29.2,1.75,-2.65
2003,2,46.7,56.3,37.1,8.83,3.31
2003,3,56.4,67.4,45.3,3.48,-2.26
2003,4,64.3,76.7,51.9,5.11,-0.11
2003,5,73.0,83.2,62.8,5.79,0.74
2003,6,76.6,86.4,66.8,8.01,4.18
2003,7,79.7,89.3,70.0,6.01,1.68
2003,8,80.6,90.7,70.6,4.89,2.33
2003,9,73.4,84.8,62.0,3.97,1.24
2003,10,64.5,76.9,52.1,2.5,0.03
