year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,RI,119656.0,158417.0,174309.0,59759.0,114006.0,157169.0,185375.0,88690.0,1057381.0,512141.0,545240.0,875224.0,57658.0,4520.0,29067.0,257.0,404227.0,
2010,RI,117843.0,156072.0,174993.0,60951.0,112329.0,158303.0,186889.0,89009.0,1056389.0,509859.0,546530.0,866678.0,62082.0,4521.0,30991.0,357.0,410305.0,0400000US44
2011,RI,116080.0,155844.0,175148.0,61727.0,110525.0,157279.0,188048.0,89308.0,1053959.0,508799.0,545160.0,863294.0,62682.0,4606.0,31476.0,459.0,410475.0,0400000US44
2012,RI,114318.0,155521.0,175566.0,63116.0,108720.0,156666.0,188517.0,90047.0,1052471.0,508521.0,543950.0,859686.0,64711.0,4784.0,31863.0,350.0,410639.0,0400000US44
2013,RI,112550.0,155271.0,175990.0,64644.0,107196.0,156220.0,188910.0,90914.0,1051695.0,508455.0,543240.0,855594.0,66569.0,4616.0,32384.0,383.0,410058.0,0400000US44
2014,RI,111393.0,156684.0,175228.0,66521.0,106033.0,156671.0,188571.0,92151.0,1053252.0,509826.0,543426.0,856605.0,66827.0,4951.0,32994.0,536.0,409569.0,0400000US44
2015,RI,110227.0,157466.0,174167.0,68528.0,104792.0,157650.0,187070.0,93761.0,1053661.0,510388.0,543273.0,854859.0,68243.0,5106.0,34213.0,373.0,410602.0,0400000US44
2016,RI,108819.0,158206.0,173573.0,70699.0,103587.0,157827.0,185962.0,95818.0,1054491.0,511297.0,543194.0,854026.0,68886.0,5130.0,34598.0,575.0,410240.0,0400000US44
2017,RI,107821.0,160109.0,171973.0,72678.0,102761.0,158967.0,184363.0,97466.0,1056138.0,512581.0,543557.0,854801.0,68346.0,5413.0,35556.0,759.0,412028.0,0400000US44
2018,RI,107044.0,160729.0,170913.0,74646.0,101825.0,159819.0,182071.0,99564.0,1056611.0,513332.0,543279.0,854502.0,69254.0,5484.0,35663.0,863.0,410885.0,0400000US44
2019,RI,106110.0,161806.0,169256.0,76620.0,101234.0,160959.0,179977.0,101269.0,1057231.0,513792.0,543439.0,850597.0,71561.0,5277.0,35958.0,810.0,410489.0,0400000US44
2020,RI,105182.0,162338.0,168044.0,78960.0,100262.0,161257.0,178229.0,103526.0,1057798.0,514524.0,543274.0,835608.0,69196.0,4344.0,36536.0,790.0,414730.0,0400000US44
