year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,WV,197888.0,256986.0,312425.0,118966.0,188940.0,251734.0,321937.0,162527.0,1811403.0,886265.0,925138.0,1707128.0,59677.0,3008.0,11459.0,660.0,746419.0,
2010,WV,199381.0,255876.0,324000.0,125368.0,190089.0,249057.0,331237.0,165794.0,1840802.0,904625.0,936177.0,1734615.0,58968.0,3139.0,11482.0,529.0,740874.0,0400000US54
2011,WV,198705.0,257168.0,325378.0,127397.0,189289.0,248844.0,332517.0,167074.0,1846372.0,908648.0,937724.0,1736461.0,58296.0,3052.0,11809.0,456.0,740080.0,0400000US54
2012,WV,198196.0,255884.0,326562.0,130500.0,188932.0,248440.0,333115.0,168852.0,1850481.0,911142.0,939339.0,1737369.0,58260.0,2934.0,12694.0,531.0,742674.0,0400000US54
2013,WV,196673.0,255697.0,326824.0,134007.0,188490.0,247682.0,333284.0,170962.0,1853619.0,913201.0,940418.0,1737996.0,58489.0,2955.0,12806.0,666.0,741390.0,0400000US54
2014,WV,196586.0,255777.0,324327.0,137890.0,187141.0,246966.0,331459.0,173735.0,1853881.0,914580.0,939301.0,1735816.0,59129.0,3075.0,13144.0,645.0,742359.0,0400000US54
2015,WV,195548.0,254479.0,321242.0,142362.0,186825.0,245983.0,328037.0,176944.0,1851420.0,913631.0,937789.0,1732235.0,61367.0,2953.0,13485.0,625.0,740890.0,0400000US54
2016,WV,194530.0,253626.0,317020.0,147094.0,185318.0,244611.0,322863.0,181030.0,1846092.0,912270.0,933822.0,1725411.0,63305.0,3281.0,13990.0,648.0,739397.0,0400000US54
2017,WV,193027.0,251123.0,312215.0,151256.0,183842.0,241556.0,318754.0,185070.0,1836843.0,907621.0,929222.0,1714591.0,65300.0,3322.0,14096.0,541.0,737671.0,0400000US54
2018,WV,191403.0,249067.0,308005.0,155721.0,181970.0,238988.0,314902.0,188998.0,1829054.0,904196.0,924858.0,1704345.0,66728.0,3668.0,14534.0,350.0,734676.0,0400000US54
2019,WV,188936.0,247053.0,302983.0,159606.0,180502.0,235464.0,310253.0,192508.0,1817305.0,898578.0,918727.0,1691600.0,66990.0,3667.0,14523.0,419.0,732585.0,0400000US54
2020,WV,186990.0,245863.0,297329.0,163561.0,178227.0,233179.0,305592.0,196685.0,1807426.0,893743.0,913683.0,1672255.0,64285.0,3146.0,14228.0,474.0,734235.0,0400000US54
