,XGBoost_weather,XGBoost_census,XGBoost_temporal
2010-01,0.12183398,0.38,0.17686805
2010-02,0.12183398,0.38,0.17686805
2010-03,0.12183398,0.38,0.17686805
2010-04,0.12183398,0.38,0.17686805
2010-05,0.12183398,0.38,0.17686805
2010-06,0.12183398,0.38,0.17686805
2010-07,0.12183398,0.38,0.2740093
2010-08,0.12183398,0.38,1.2128135
2010-09,0.86591285,0.38,0.780512
2010-10,0.12183398,0.38,0.20066789
2010-11,0.12183398,0.38,0.18775931
2010-12,0.12183398,0.38,0.17686805
2011-01,0.12183398,0.38,0.17686805
2011-02,0.12183398,0.38,0.17686805
2011-03,0.12183398,0.38,0.17686805
2011-04,0.12183398,0.38,0.17686805
2011-05,0.12183398,0.38,0.17686805
2011-06,0.12183398,0.38,0.17686805
2011-07,0.12183398,0.38,0.2740093
2011-08,0.12183398,0.38,1.2128135
2011-09,0.86591285,0.38,0.780512
2011-10,0.12183398,0.38,0.20066789
2011-11,0.12183398,0.38,0.18775931
2011-12,0.12183398,0.38,0.17686805
2012-01,0.12183398,0.44,0.17686805
2012-02,0.12183398,0.44,0.17686805
2012-03,0.12183398,0.44,0.17686805
2012-04,0.12183398,0.44,0.17686805
2012-05,0.12183398,0.44,0.17686805
2012-06,0.12183398,0.44,0.17686805
2012-07,0.12183398,0.44,0.2740093
2012-08,0.86591285,0.44,1.2128135
2012-09,1.5241456,0.44,1.58125
2012-10,0.12183398,0.44,0.20066789
2012-11,0.12183398,0.44,0.18775931
2012-12,0.12183398,0.44,0.17686805
2013-01,0.12183398,0.44,0.17686805
2013-02,0.12183398,0.44,0.17686805
2013-03,0.12183398,0.44,0.17686805
2013-04,0.12183398,0.44,0.17686805
2013-05,0.12183398,0.44,0.17686805
2013-06,0.12183398,0.44,0.17686805
2013-07,0.12183398,0.44,0.2740093
2013-08,2.569958,0.44,1.2128135
2013-09,0.86591285,0.44,1.58125
2013-10,0.12183398,0.44,0.21003637
2013-11,0.12183398,0.44,0.18775931
2013-12,0.12183398,0.44,0.17686805
2014-01,0.12183398,0.38461536,0.17686805
2014-02,0.12183398,0.38461536,0.17686805
2014-03,0.12183398,0.38461536,0.17686805
2014-04,0.12183398,0.38461536,0.17686805
2014-05,0.12183398,0.38461536,0.17686805
2014-06,0.12183398,0.38461536,0.17686805
2014-07,0.12183398,0.38461536,0.2740093
2014-08,0.12183398,0.38461536,1.2128135
2014-09,0.86591285,0.38461536,0.780512
2014-10,0.12183398,0.38461536,0.20066789
2014-11,0.12183398,0.38461536,0.18775931
2014-12,0.12183398,0.38461536,0.17686805
2015-01,0.12183398,0.47692308,0.17686805
2015-02,0.12183398,0.47692308,0.17686805
2015-03,0.12183398,0.47692308,0.17686805
2015-04,0.12183398,0.47692308,0.17686805
2015-05,0.12183398,0.47692308,0.17686805
2015-06,0.12183398,0.47692308,0.17686805
2015-07,0.12183398,0.47692308,0.2740093
2015-08,2.569958,0.47692308,1.2128135
2015-09,0.86591285,0.47692308,1.58125
2015-10,0.12183398,0.47692308,0.21003637
2015-11,0.12183398,0.47692308,0.18775931
2015-12,0.12183398,0.47692308,0.17686805
2016-01,0.12183398,0.52307695,0.17686805
2016-02,0.12183398,0.52307695,0.17686805
2016-03,0.12183398,0.52307695,0.17686805
2016-04,0.12183398,0.52307695,0.17686805
2016-05,0.12183398,0.52307695,0.17686805
2016-06,0.12183398,0.52307695,0.17686805
2016-07,0.12183398,0.52307695,0.2740093
2016-08,2.569958,0.52307695,1.2128135
2016-09,2.569958,0.52307695,1.58125
2016-10,0.12183398,0.52307695,0.20066789
2016-11,0.12183398,0.52307695,0.18775931
2016-12,0.12183398,0.52307695,0.17686805
2017-01,0.12183398,1.2615385,0.17686805
2017-02,0.12183398,1.2615385,0.17686805
2017-03,0.12183398,1.2615385,0.17686805
2017-04,0.12183398,1.2615385,0.17686805
2017-05,0.12183398,1.2615385,0.17686805
2017-06,0.12183398,1.2615385,0.17686805
2017-07,0.86591285,1.2615385,0.2740093
2017-08,11.1272,1.2615385,5.38
2017-09,11.1272,1.2615385,9.182188
2017-10,0.86591285,1.2615385,0.6929375
2017-11,0.12183398,1.2615385,0.18775931
2017-12,0.12183398,1.2615385,0.17686805
2018-01,0.12183398,0.52307695,0.17686805
2018-02,0.12183398,0.52307695,0.17686805
2018-03,0.12183398,0.52307695,0.17686805
2018-04,0.12183398,0.52307695,0.17686805
2018-05,0.12183398,0.52307695,0.17686805
2018-06,0.12183398,0.52307695,0.17686805
2018-07,0.12183398,0.52307695,0.2740093
2018-08,2.569958,0.52307695,1.2128135
2018-09,2.569958,0.52307695,1.58125
2018-10,0.12183398,0.52307695,0.21003637
2018-11,0.12183398,0.52307695,0.18775931
2018-12,0.12183398,0.52307695,0.17686805
2019-01,0.12183398,0.6846154,0.17686805
2019-02,0.12183398,0.6846154,0.17686805
2019-03,0.12183398,0.6846154,0.17686805
2019-04,0.12183398,0.6846154,0.17686805
2019-05,0.12183398,0.6846154,0.17686805
2019-06,0.12183398,0.6846154,0.17686805
2019-07,0.86591285,0.6846154,0.2740093
2019-08,4.0424,0.6846154,5.38
2019-09,4.0424,0.6846154,2.4597502
2019-10,0.12183398,0.6846154,0.21003637
2019-11,0.12183398,0.6846154,0.18775931
2019-12,0.12183398,0.6846154,0.17686805
2020-01,0.12183398,0.37647057,0.17686805
2020-02,0.12183398,0.37647057,0.17686805
2020-03,0.12183398,0.37647057,0.17686805
2020-04,0.12183398,0.37647057,0.17686805
