,1y,1m,2m,3m,3m_average,diff1-2,diff2-3,month_sin,month_cos
2010-01,0.0,-1.3877787807814457e-17,-3.469446951953614e-18,-1.734723475976807e-17,-0.6339944630161898,-0.033268620083259995,-0.03313347315645871,0.6812594871986655,1.2107528277522954
2010-02,0.0,-1.3877787807814457e-17,-3.469446951953614e-18,-1.734723475976807e-17,-0.6339944630161898,-0.033268620083259995,-0.03313347315645871,1.1855080170264962,0.7133708190395334
2010-03,0.0,-1.3877787807814457e-17,-3.469446951953614e-18,-1.734723475976807e-17,-0.6339944630161898,-0.033268620083259995,-0.03313347315645871,1.3687636129463088,0.015778040288952595
2010-04,0.0,-1.3877787807814457e-17,-3.469446951953614e-18,-1.734723475976807e-17,-0.6339944630161898,-0.033268620083259995,-0.03313347315645871,1.1855080170264976,-0.7053820354007986
2010-05,0.0,-1.3877787807814457e-17,-3.469446951953614e-18,-1.734723475976807e-17,-0.6339944630161898,-0.033268620083259995,-0.03313347315645871,0.6812594871986655,-1.2502707088908618
2010-06,0.0,-1.3877787807814457e-17,-3.469446951953614e-18,-1.734723475976807e-17,-0.6339944630161898,-0.033268620083259995,-0.03313347315645871,-0.016654033921809603,-1.453675654900248
2010-07,0.0,-1.3877787807814457e-17,-3.469446951953614e-18,-1.734723475976807e-17,-0.6339944630161898,-0.033268620083259995,-0.03313347315645871,-0.7262037136073767,-1.2502707088908604
2010-08,0.0,-1.3877787807814457e-17,-3.469446951953614e-18,-1.734723475976807e-17,-0.6339944630161898,-0.033268620083259995,-0.03313347315645871,-1.2538736295058936,-0.7053820354007986
2010-09,0.0,-1.3877787807814457e-17,-3.469446951953614e-18,-1.734723475976807e-17,-0.6339944630161898,-0.033268620083259995,-0.03313347315645871,-1.4489158007263132,0.015778040288952595
2010-10,0.0,4.5102810375396984e-17,-3.469446951953614e-18,-1.734723475976807e-17,0.32888860909633405,0.35056150736452607,-0.03313347315645871,-1.2538736295058936,0.7133708190395334
2010-11,0.0,-1.3877787807814457e-17,1.3877787807814457e-17,-1.734723475976807e-17,0.32888860909633405,-0.40858157880948853,0.3506946392152973,-0.7262037136073767,1.2107528277522928
2010-12,0.0,-1.3877787807814457e-17,-3.469446951953614e-18,6.245004513516506e-17,0.32888860909633405,-0.033268620083259995,-0.40844606526863136,-0.016654033921809603,1.3902147191927885
2011-01,0.0,-1.3877787807814457e-17,-3.469446951953614e-18,-1.734723475976807e-17,-0.6339944630161898,-0.033268620083259995,-0.03313347315645871,0.6812594871986655,1.2107528277522954
2011-02,0.0,-1.3877787807814457e-17,-3.469446951953614e-18,-1.734723475976807e-17,-0.6339944630161898,-0.033268620083259995,-0.03313347315645871,1.1855080170264962,0.7133708190395334
2011-03,0.0,-1.3877787807814457e-17,-3.469446951953614e-18,-1.734723475976807e-17,-0.6339944630161898,-0.033268620083259995,-0.03313347315645871,1.3687636129463088,0.015778040288952595
2011-04,0.0,-1.3877787807814457e-17,-3.469446951953614e-18,-1.734723475976807e-17,-0.6339944630161898,-0.033268620083259995,-0.03313347315645871,1.1855080170264976,-0.7053820354007986
2011-05,0.0,-1.3877787807814457e-17,-3.469446951953614e-18,-1.734723475976807e-17,-0.6339944630161898,-0.033268620083259995,-0.03313347315645871,0.6812594871986655,-1.2502707088908618
2011-06,0.0,-1.3877787807814457e-17,-3.469446951953614e-18,-1.734723475976807e-17,-0.6339944630161898,-0.033268620083259995,-0.03313347315645871,-0.016654033921809603,-1.453675654900248
2011-07,0.0,-1.3877787807814457e-17,-3.469446951953614e-18,-1.734723475976807e-17,-0.6339944630161898,-0.033268620083259995,-0.03313347315645871,-0.7262037136073767,-1.2502707088908604
