year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,ME,143335.0,176391.0,238418.0,84467.0,136391.0,175636.0,248944.0,112798.0,1316380.0,642611.0,673769.0,1254176.0,15458.0,6636.0,12384.0,287.0,542617.0,
2010,ME,144689.0,173038.0,243955.0,87984.0,136798.0,172918.0,253104.0,115179.0,1327665.0,649666.0,677999.0,1268805.0,13903.0,7002.0,13432.0,438.0,551125.0,0400000US23
2011,ME,142976.0,171660.0,245086.0,90617.0,134611.0,171633.0,254848.0,117112.0,1328543.0,650339.0,678204.0,1268113.0,13979.0,7124.0,13745.0,310.0,551601.0,0400000US23
2012,ME,140496.0,170697.0,245293.0,93733.0,133340.0,170942.0,255085.0,119498.0,1329084.0,650219.0,678865.0,1266435.0,14338.0,7168.0,13971.0,288.0,553208.0,0400000US23
2013,ME,137969.0,169616.0,244649.0,97366.0,131136.0,169775.0,255554.0,122255.0,1328320.0,649600.0,678720.0,1264047.0,14637.0,7364.0,14391.0,246.0,553823.0,0400000US23
2014,ME,136005.0,169157.0,243269.0,101170.0,129373.0,169866.0,254393.0,125302.0,1328535.0,649601.0,678934.0,1262817.0,14865.0,7552.0,14610.0,198.0,553086.0,0400000US23
2015,ME,134460.0,168833.0,241651.0,105137.0,127793.0,169484.0,252771.0,128971.0,1329100.0,650081.0,679019.0,1262026.0,15037.0,7811.0,14590.0,187.0,553284.0,0400000US23
2016,ME,133312.0,169759.0,238928.0,109345.0,126189.0,168522.0,250962.0,132906.0,1329923.0,651344.0,678579.0,1260476.0,16303.0,8013.0,14643.0,211.0,551109.0,0400000US23
2017,ME,131873.0,170073.0,235870.0,113224.0,124954.0,169042.0,248215.0,136907.0,1330158.0,651040.0,679118.0,1258918.0,16906.0,8212.0,14804.0,249.0,554061.0,0400000US23
2018,ME,130694.0,170974.0,233180.0,117451.0,123967.0,169448.0,245374.0,141725.0,1332813.0,652299.0,680514.0,1259217.0,17881.0,8302.0,14917.0,318.0,556955.0,0400000US23
2019,ME,129828.0,172130.0,230525.0,121459.0,122670.0,170122.0,242649.0,146109.0,1335492.0,653942.0,681550.0,1259522.0,18468.0,8660.0,15109.0,396.0,559921.0,0400000US23
2020,ME,129162.0,174103.0,227470.0,125893.0,121805.0,172058.0,239660.0,150674.0,1340825.0,656628.0,684197.0,1256030.0,18635.0,8894.0,15270.0,190.0,569551.0,0400000US23
