,avgTemp,minTemp,maxTemp,precipitation,zindex,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,1y,1m,2m,3m,3m_average,diff1-2,diff2-3,month_sin,month_cos,count
2010-01,-1.6810227353226168,-1.1689856795405795,-1.7222150761178117,-0.5140233998714735,-0.18699129909555612,1.6030775464058404,1.0661309793061364,0.9792150525047091,-1.5544806263743802,1.6070346995174232,1.7537723771529767,0.7235079078304076,-1.5031801177079644,-1.3582312484450303,-1.1558895243248777,-1.4378480989389064,1.6182347736616298,-1.3585276592613864,-1.4869678124280439,-1.7336421034220506,1.7205531265110565,-1.253162810811036,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,0.6812594871986655,1.2107528277522954,0.0
2010-02,-1.51900913815529,-0.8304932067036727,-1.8674658453880884,-0.8488533397197819,-0.22595357097087,1.6030775464058404,1.0661309793061364,0.9792150525047091,-1.5544806263743802,1.6070346995174232,1.7537723771529767,0.7235079078304076,-1.5031801177079644,-1.3582312484450303,-1.1558895243248777,-1.4378480989389064,1.6182347736616298,-1.3585276592613864,-1.4869678124280439,-1.7336421034220506,1.7205531265110565,-1.253162810811036,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,1.1855080170264962,0.7133708190395334,0.0
2010-03,-0.5337333660519311,-0.4783309884259533,-0.9398618051418957,0.9571200042342028,1.1707004348652272,1.6030775464058404,1.0661309793061364,0.9792150525047091,-1.5544806263743802,1.6070346995174232,1.7537723771529767,0.7235079078304076,-1.5031801177079644,-1.3582312484450303,-1.1558895243248777,-1.4378480989389064,1.6182347736616298,-1.3585276592613864,-1.4869678124280439,-1.7336421034220506,1.7205531265110565,-1.253162810811036,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,1.3687636129463088,0.015778040288952595,0.0
2010-04,0.3237024282849507,0.06497280493546144,0.08786012884857829,-0.7212421800678633,-1.2805770439160422,1.6030775464058404,1.0661309793061364,0.9792150525047091,-1.5544806263743802,1.6070346995174232,1.7537723771529767,0.7235079078304076,-1.5031801177079644,-1.3582312484450303,-1.1558895243248777,-1.4378480989389064,1.6182347736616298,-1.3585276592613864,-1.4869678124280439,-1.7336421034220506,1.7205531265110565,-1.253162810811036,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,1.1855080170264976,-0.7053820354007986,0.0
2010-05,0.574904171058812,0.5282162199449316,0.8678499357092485,-1.366996073929295,-1.4564951866584834,1.6030775464058404,1.0661309793061364,0.9792150525047091,-1.5544806263743802,1.6070346995174232,1.7537723771529767,0.7235079078304076,-1.5031801177079644,-1.3582312484450303,-1.1558895243248777,-1.4378480989389064,1.6182347736616298,-1.3585276592613864,-1.4869678124280439,-1.7336421034220506,1.7205531265110565,-1.253162810811036,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,0.6812594871986655,-1.2502707088908618,0.0
2010-06,1.1762396349338862,1.0471481493702308,1.367812711558828,1.224826642631519,0.9324118334959219,1.6030775464058404,1.0661309793061364,0.9792150525047091,-1.5544806263743802,1.6070346995174232,1.7537723771529767,0.7235079078304076,-1.5031801177079644,-1.3582312484450303,-1.1558895243248777,-1.4378480989389064,1.6182347736616298,-1.3585276592613864,-1.4869678124280439,-1.7336421034220506,1.7205531265110565,-1.253162810811036,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,-0.016654033921809603,-1.453675654900248,0.0
2010-07,1.391988520580847,1.6056974521519163,1.287791379660522,-0.6792589444426148,-1.0357084974172226,1.6030775464058404,1.0661309793061364,0.9792150525047091,-1.5544806263743802,1.6070346995174232,1.7537723771529767,0.7235079078304076,-1.5031801177079644,-1.3582312484450303,-1.1558895243248777,-1.4378480989389064,1.6182347736616298,-1.3585276592613864,-1.4869678124280439,-1.7336421034220506,1.7205531265110565,-1.253162810811036,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,-0.7262037136073767,-1.2502707088908604,0.0
2010-08,1.3805550812087863,1.254832263160244,1.519458321644814,-1.147670663816746,-1.3107448862744948,1.6030775464058404,1.0661309793061364,0.9792150525047091,-1.5544806263743802,1.6070346995174232,1.7537723771529767,0.7235079078304076,-1.5031801177079644,-1.3582312484450303,-1.1558895243248777,-1.4378480989389064,1.6182347736616298,-1.3585276592613864,-1.4869678124280439,-1.7336421034220506,1.7205531265110565,-1.253162810811036,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,-1.2538736295058936,-0.7053820354007986,0.0
2010-09,0.748734327067224,0.9908786983126899,1.1886010828553328,1.1205248958142682,0.6010019561068058,1.6030775464058404,1.0661309793061364,0.9792150525047091,-1.5544806263743802,1.6070346995174232,1.7537723771529767,0.7235079078304076,-1.5031801177079644,-1.3582312484450303,-1.1558895243248777,-1.4378480989389064,1.6182347736616298,-1.3585276592613864,-1.4869678124280439,-1.7336421034220506,1.7205531265110565,-1.253162810811036,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,-1.4489158007263132,0.015778040288952595,0.0
2010-10,0.25508853778033663,0.21405748062282767,0.40100825881592655,1.4568577763936716,1.3504087481781153,1.6030775464058404,1.0661309793061364,0.9792150525047091,-1.5544806263743802,1.6070346995174232,1.7537723771529767,0.7235079078304076,-1.5031801177079644,-1.3582312484450303,-1.1558895243248777,-1.4378480989389064,1.6182347736616298,-1.3585276592613864,-1.4869678124280439,-1.7336421034220506,1.7205531265110565,-1.253162810811036,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,-1.2538736295058936,0.7133708190395334,0.0
