,1y,1m,2m,3m,3m_average,diff1-2,diff2-3,month_sin,month_cos
2010-01,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,0.6812594871986655,1.2107528277522954
2010-02,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,1.1855080170264962,0.7133708190395334
2010-03,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,1.3687636129463088,0.015778040288952595
2010-04,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,1.1855080170264976,-0.7053820354007986
2010-05,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,0.6812594871986655,-1.2502707088908618
2010-06,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,-0.016654033921809603,-1.453675654900248
2010-07,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,-0.7262037136073767,-1.2502707088908604
2010-08,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,-1.2538736295058936,-0.7053820354007986
2010-09,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,-1.4489158007263132,0.015778040288952595
2010-10,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,-1.2538736295058936,0.7133708190395334
2010-11,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,-0.7262037136073767,1.2107528277522928
2010-12,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,-0.016654033921809603,1.3902147191927885
2011-01,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,0.6812594871986655,1.2107528277522954
2011-02,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,1.1855080170264962,0.7133708190395334
2011-03,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,1.3687636129463088,0.015778040288952595
2011-04,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,1.1855080170264976,-0.7053820354007986
2011-05,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,0.6812594871986655,-1.2502707088908618
2011-06,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,-0.016654033921809603,-1.453675654900248
2011-07,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,-0.7262037136073767,-1.2502707088908604
2011-08,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,-1.2538736295058936,-0.7053820354007986
2011-09,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,-1.4489158007263132,0.015778040288952595
2011-10,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,-1.2538736295058936,0.7133708190395334
2011-11,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,-0.7262037136073767,1.2107528277522928
2011-12,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,-0.016654033921809603,1.3902147191927885
2012-01,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,0.6812594871986655,1.2107528277522954
2012-02,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,1.1855080170264962,0.7133708190395334
2012-03,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,1.3687636129463088,0.015778040288952595
2012-04,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,1.1855080170264976,-0.7053820354007986
2012-05,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,0.6812594871986655,-1.2502707088908618
2012-06,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,-0.016654033921809603,-1.453675654900248
2012-07,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,-0.7262037136073767,-1.2502707088908604
2012-08,0.0,-3.469446951953614e-18,-3.469446951953614e-18,0.0,-0.3069593850620823,-0.005997239862649003,-0.00600387716633155,-1.2538736295058936,-0.7053820354007986
