,state,negative_binomial,poisson,zero_inflated_negative_binomial,zero_inflated_poisson
0,AL,1.0254081957231072,0.8571428571428571,1.1243480505320516,0.8571428571428571
1,AR,1.0958790713145534,0.7142857142857143,1.1381869815295256,0.7142857142857143
2,AZ,58.43171498637724,4.857142857142857,7.511943953320533,5.0
3,CA,5.943756978855573,5.285714285714286,2.5223929411665176,5.428571428571429
4,CO,12.749457767741436,15.285714285714286,12.622625635113021,15.571428571428571
5,CT,0.4405455425313722,0.2857142857142857,0.5446219908556693,0.42857142857142855
6,DE,0.16363439128894866,0.14285714285714285,0.1747812525713533,0.14285714285714285
7,FL,1.1514068637635848,0.42857142857142855,1.0456231463136247,0.5714285714285714
8,GA,0.6884686855771026,0.8571428571428571,0.6257827984016716,0.8571428571428571
9,IA,0.6313853484913386,1.2857142857142858,1.3820522528167358,1.2857142857142858
10,ID,1.2948127012960615,0.8571428571428571,0.8122296003114166,1.0
11,IL,6.368174641211966,7.0,4.441374122647195,7.714285714285714
12,IN,1.7927957136760562,2.0,2.1187073240936742,4.571428571428571
13,KS,2.14165491910752,3.142857142857143,2.6344748383277876,3.2857142857142856
14,KY,0.6328366523777175,0.7142857142857143,0.9993425822783016,0.7142857142857143
15,LA,2.260647239326995,2.0,1.9022407228585347,1.5714285714285714
16,MA,0.6797531360246031,0.8571428571428571,0.654555592071872,0.5714285714285714
17,MD,1.1848252543994602,0.8571428571428571,1.1201252626411897,0.8571428571428571
18,ME,0.022306288656215513,0.0,0.023981425874562996,0.0
19,MI,5.999818361539005,5.0,4.247367515002002,5.714285714285714
20,MN,1.3026322762389067,1.4285714285714286,1.3587393497565778,1.5714285714285714
21,MO,1.1429933983605733,1.7142857142857142,2.0026469684871415,1.4285714285714286
22,MS,4.331726249903647,5.0,5.2753902358309785,5.0
23,MT,0.965594272105335,1.1428571428571428,1.0269724545007675,2.142857142857143
24,NC,1.2765917304867596,1.2857142857142858,1.24800253605891,1.2857142857142858
25,ND,0.5895634355081352,0.42857142857142855,0.30873894974268073,0.7142857142857143
26,NE,7.745410302281564,11.142857142857142,6.115424581768655,6.714285714285714
27,NH,0.05546377845162825,0.0,0.05609184539588361,0.0
28,NJ,1.4368124793498693,1.1428571428571428,1.3756510284892407,1.2857142857142858
29,NM,1.3869928196604036,2.0,1.2642773732551078,1.8571428571428572
30,NV,1.2288185821941493,1.0,1.1054265778064982,0.8571428571428571
31,NY,4.888560759747425,4.428571428571429,4.623506718609238,4.714285714285714
32,OH,3.388947641134885,3.142857142857143,3.114328217178289,3.0
33,OK,3.893988507215026,2.0,2.5422454774631906,1.8571428571428572
34,OR,0.24054797834220445,0.0,0.2767327800137005,0.14285714285714285
35,PA,1.8424266661939013,2.2857142857142856,2.3261558258114183,1.5714285714285714
36,RI,0.16508035478711475,0.14285714285714285,0.18309291439052594,0.14285714285714285
37,SC,0.9847545859632917,0.8571428571428571,0.8246901647668883,0.8571428571428571
38,SD,2.4701805374354313,2.142857142857143,2.2429891369437467,2.2857142857142856
39,TN,1.0568219407963928,1.0,1.173995489766743,1.2857142857142858
40,TX,22.000331615794696,18.714285714285715,15.639069937763454,14.571428571428571
41,UT,0.7719753361950817,0.8571428571428571,0.8992411828841729,0.8571428571428571
42,VA,0.6197254235458634,0.42857142857142855,0.38594872005838604,0.14285714285714285
43,VT,0.03847899207804008,0.0,0.03835946924488566,0.0
44,WA,0.43187261095517054,0.42857142857142855,0.3022482953431803,0.42857142857142855
45,WI,0.3999845697094451,0.14285714285714285,0.36237873374880675,0.42857142857142855
46,WV,0.08740825162251546,0.0,0.08902003477998258,0.0
47,WY,0.770556723300318,0.7142857142857143,0.5937790191125153,0.7142857142857143
