year,month,tavg,tmax,tmin,pcp,zndx
2000,1,12.4,22.7,2.1,0.26,-0.6
2000,2,22.1,32.8,11.3,1.03,2.19
2000,3,35.1,46.4,23.8,0.74,-0.35
2000,4,41.6,54.5,28.7,1.29,-0.06
2000,5,55.4,68.7,42.1,2.39,0.32
2000,6,60.4,72.2,48.5,4.13,2.19
2000,7,69.7,81.8,57.5,3.18,2.1
2000,8,68.4,81.8,55.0,2.5,1.36
2000,9,57.0,70.3,43.6,1.4,-0.26
2000,10,46.3,58.6,33.9,1.61,1.17
2000,11,21.7,29.2,14.1,2.33,5.58
2000,12,2.8,12.1,-6.4,0.45,0.6
2001,1,17.0,26.5,7.5,0.23,-0.2
2001,2,5.5,15.8,-4.9,0.37,0.38
2001,3,27.1,36.8,17.5,0.15,-0.82
2001,4,42.6,54.0,31.1,1.74,0.9
2001,5,56.0,69.3,42.8,1.89,-0.53
2001,6,62.7,74.0,51.4,4.2,2.07
2001,7,70.2,82.1,58.4,4.66,5.37
2001,8,70.3,84.8,55.7,0.93,-1.54
2001,9,58.3,71.5,45.2,1.12,-1.17
2001,10,42.2,54.1,30.3,0.95,0.1
2001,11,37.1,48.5,25.6,0.24,-2.15
2001,12,17.9,27.0,8.8,0.34,-0.62
2002,1,16.9,26.0,7.7,0.32,-0.89
2002,2,24.1,35.1,13.0,0.14,-1.36
2002,3,16.3,26.7,5.9,0.58,-1.17
2002,4,38.2,49.9,26.5,1.28,-0.3
2002,5,48.6,62.6,34.6,1.28,-0.98
2002,6,65.6,78.1,53.1,3.44,-1.2
2002,7,72.1,85.1,59.1,3.08,-0.48
2002,8,66.1,78.8,53.4,3.02,1.54
2002,9,59.2,72.8,45.6,1.06,-1.82
2002,10,34.7,43.8,25.6,0.87,0.96
2002,11,29.4,39.0,19.8,0.13,-1.36
2002,12,20.8,29.8,11.9,0.63,0.45
2003,1,10.7,20.5,1.0,0.32,-0.73
2003,2,8.8,19.6,-2.1,0.21,-0.97
2003,3,22.8,34.0,11.6,0.83,-0.15
2003,4,44.9,57.7,32.0,1.09,-1.82
2003,5,53.3,65.1,41.4,4.05,3.39
2003,6,62.0,73.3,50.8,3.23,0.11
2003,7,69.9,83.2,56.6,1.81,-1.67
2003,8,72.2,86.6,57.9,1.17,-3.23
2003,9,56.8,70.3,43.3,1.81,0.11
2003,10,47.9,61.8,34.0,0.63,-1.85
2003,11,19.6,29.0,10.3,0.47,-0.52
2003,12,20.3,29.1,11.5,0.62,0.29
2004,1,3.8,13.0,-5.4,0.76,0.64
2004,2,15.5,24.7,6.4,0.34,-0.52
2004,3,30.4,40.4,20.3,1.51,1.94
2004,4,43.4,57.3,29.4,0.71,-1.94
2004,5,49.8,61.9,37.6,3.86,3.94
2004,6,59.1,71.2,46.9,2.24,-0.87
2004,7,67.1,79.8,54.4,2.55,0.78
2004,8,61.5,74.2,48.8,2.0,0.8
2004,9,59.0,71.7,46.3,2.53,1.94
2004,10,44.2,55.5,32.9,1.77,1.92
2004,11,33.3,44.8,21.9,0.12,-1.38
2004,12,19.4,28.9,10.0,0.47,0.14
2005,1,6.4,16.8,-4.1,0.6,0.47
2005,2,20.3,31.1,9.5,0.12,-0.96
2005,3,28.9,39.6,18.3,0.55,-0.52
2005,4,46.8,60.2,33.4,0.57,-3.09
2005,5,51.2,62.7,39.8,3.46,2.51
2005,6,64.9,75.3,54.5,7.01,6.72
2005,7,69.8,82.4,57.2,2.31,1.46
2005,8,66.1,79.6,52.6,2.25,1.6
2005,9,59.7,74.1,45.4,0.82,-1.65
2005,10,45.4,57.1,33.6,1.52,1.13
2005,11,31.5,39.8,23.2,1.15,1.97
2005,12,17.8,25.1,10.5,0.62,0.9
2006,1,25.9,33.1,18.7,0.27,-0.36
2006,2,15.0,25.3,4.8,0.33,-0.03
2006,3,27.5,36.4,18.6,0.89,0.92
2006,4,48.5,62.0,35.0,1.6,-0.74
2006,5,55.5,68.6,42.5,1.72,-1.17
2006,6,65.3,78.1,52.5,1.64,-3.89
2006,7,73.8,89.5,58.2,1.14,-4.5
2006,8,69.1,83.4,54.8,2.5,-0.44
2006,9,55.7,68.5,43.0,2.08,0.79
2006,10,39.9,51.2,28.6,1.01,0.42
