year,month,tavg,tmax,tmin,pcp,zndx
2000,1,24.0,34.3,13.8,1.18,-0.69
2000,2,29.4,40.3,18.6,1.18,-0.48
2000,3,33.4,45.9,21.0,1.06,-2.28
2000,4,42.5,56.3,28.7,1.75,-2.21
2000,5,51.3,64.6,38.0,2.32,-0.79
2000,6,58.3,73.9,42.8,1.14,-2.36
2000,7,68.2,84.8,51.6,0.69,-3.57
2000,8,67.4,83.6,51.2,0.69,-3.18
2000,9,54.1,69.3,38.9,1.47,0.21
2000,10,43.1,55.8,30.4,0.98,-0.61
2000,11,19.8,30.6,9.1,0.99,-0.53
2000,12,19.0,30.0,8.0,0.86,-0.98
2001,1,20.9,32.1,9.7,0.37,-2.79
2001,2,19.8,30.5,9.0,0.92,-1.65
2001,3,32.5,43.8,21.2,0.68,-3.86
2001,4,41.1,53.3,28.9,1.74,-2.77
2001,5,51.3,65.6,36.9,1.13,-3.65
2001,6,59.9,75.1,44.7,1.25,-3.33
2001,7,68.6,84.1,53.1,1.5,-3.02
2001,8,67.6,83.9,51.3,0.63,-3.69
2001,9,58.1,73.9,42.4,0.9,-1.97
2001,10,43.1,56.6,29.5,1.1,-0.33
2001,11,34.3,46.5,22.0,0.95,-1.4
2001,12,21.2,31.6,10.8,0.74,-1.56
2002,1,20.2,31.0,9.4,0.67,-2.33
2002,2,22.9,35.8,10.0,0.51,-3.1
2002,3,24.8,36.6,13.0,1.38,-2.65
2002,4,40.1,53.6,26.5,1.34,-3.29
2002,5,47.7,62.0,33.5,1.25,-2.56
2002,6,61.3,77.4,45.1,0.66,-4.78
2002,7,69.8,86.2,53.4,1.06,-4.64
2002,8,62.6,78.7,46.5,1.16,-1.77
2002,9,55.2,69.2,41.2,1.36,-0.32
2002,10,37.4,49.8,25.0,1.23,1.25
2002,11,29.6,40.4,18.7,0.82,-0.8
2002,12,24.9,35.0,14.8,0.53,-1.74
2003,1,28.0,38.5,17.4,0.81,-1.53
2003,2,20.2,31.4,9.0,1.11,-0.73
2003,3,32.0,42.6,21.4,2.06,0.73
2003,4,42.7,55.6,29.8,1.52,-1.77
2003,5,49.8,63.0,36.5,1.67,-1.48
2003,6,56.1,69.6,42.5,2.19,0.49
2003,7,70.2,87.2,53.3,0.4,-2.95
2003,8,68.1,83.6,52.7,1.03,-2.07
2003,9,52.9,67.8,38.1,1.28,-0.04
2003,10,47.0,62.4,31.6,0.69,-2.15
2003,11,24.8,34.8,14.7,1.14,-0.08
2003,12,24.8,34.7,15.0,1.23,0.18
2004,1,20.8,31.6,10.0,0.61,-1.69
2004,2,23.4,34.4,12.4,1.07,-0.51
2004,3,36.5,49.4,23.6,0.44,-4.66
2004,4,42.2,55.2,29.3,1.52,-3.38
2004,5,49.4,62.8,36.0,1.45,-2.56
2004,6,56.6,70.5,42.6,1.66,-1.73
2004,7,64.6,79.5,49.6,1.66,-1.4
2004,8,60.8,75.8,45.8,1.12,-0.76
2004,9,54.2,68.1,40.2,1.88,1.49
2004,10,43.6,55.2,31.9,1.75,1.41
2004,11,31.0,42.2,19.7,0.71,-0.96
2004,12,25.8,35.9,15.7,0.69,-1.16
2005,1,24.6,35.0,14.2,0.95,-0.85
2005,2,26.6,39.2,13.9,0.55,-1.92
2005,3,32.5,44.5,20.5,1.01,-2.28
2005,4,40.3,53.5,27.1,1.84,-1.5
2005,5,47.9,60.7,35.1,3.24,2.08
2005,6,57.2,71.2,43.1,1.88,0.13
2005,7,68.0,84.6,51.4,0.77,-1.03
2005,8,62.8,78.5,47.2,1.3,0.18
2005,9,55.6,71.2,40.0,0.85,-1.25
2005,10,45.1,58.2,32.0,1.57,0.65
2005,11,32.9,44.2,21.6,1.15,-0.04
2005,12,20.6,31.0,10.3,1.16,0.22
2006,1,26.9,37.4,16.5,0.99,-0.32
2006,2,21.3,32.8,9.8,0.8,-0.65
2006,3,30.2,42.3,18.2,1.13,-0.7
2006,4,43.5,57.4,29.6,1.2,-2.77
2006,5,51.2,66.1,36.3,1.29,-2.84
2006,6,62.6,78.9,46.2,0.64,-4.38
2006,7,70.1,86.0,54.2,0.83,-4.66
2006,8,64.5,80.1,48.9,1.08,-2.16
2006,9,51.9,65.7,38.0,1.61,0.87
2006,10,40.6,52.6,28.6,1.36,0.91
2006,11,31.6,43.0,20.2,0.88,-0.7
2006,12,23.7,34.6,12.7,0.93,-0.66
2007,1,16.5,28.0,4.9,0.7,-1.63
2007,2,24.8,35.4,14.3,0.9,-1.18
2007,3,37.6,50.4,24.9,1.41,-2.91
2007,4,40.5,53.2,27.8,1.2,-3.18
2007,5,51.1,65.2,36.9,2.14,-1.37
2007,6,61.0,76.9,45.1,1.08,-3.38
2007,7,70.7,86.4,55.0,1.33,-3.32
2007,8,66.4,81.6,51.2,1.36,-1.38
2007,9,55.6,70.2,41.0,1.18,-0.77
2007,10,44.2,57.2,31.2,1.92,1.63
2007,11,33.1,45.8,20.4,0.52,-1.92
2007,12,18.0,27.8,8.4,1.31,0.26
2008,1,16.2,27.1,5.3,1.07,-0.48
2008,2,23.4,34.3,12.6,0.96,-0.59
2008,3,28.4,40.0,16.8,1.3,-0.63
2008,4,35.7,49.7,21.7,0.94,-1.42
2008,5,46.8,59.0,34.6,4.0,4.18
2008,6,56.4,70.6,42.1,1.43,-0.33
2008,7,67.0,83.3,50.7,0.73,-0.36
2008,8,64.4,80.5,48.4,0.86,-0.87
2008,9,52.8,67.5,38.0,1.41,0.61
2008,10,42.9,56.3,29.6,1.23,0.24
2008,11,35.3,46.2,24.4,0.92,-1.37
2008,12,18.9,30.2,7.5,1.2,0.11
2009,1,23.4,34.4,12.4,1.34,0.42
2009,2,26.8,38.0,15.6,0.64,-1.15
2009,3,30.8,43.7,17.9,1.6,0.31
2009,4,38.4,50.1,26.6,2.5,1.69
2009,5,50.0,63.7,36.4,1.26,-1.87
2009,6,55.4,67.8,43.0,3.22,3.29
2009,7,63.6,78.7,48.4,1.45,2.09
2009,8,61.8,77.5,46.1,1.18,1.61
2009,9,57.4,73.6,41.4,0.63,-1.52
2009,10,35.1,45.8,24.5,2.02,4.01
2009,11,33.9,46.9,21.0,0.34,-1.61
2009,12,14.5,25.0,4.0,0.82,-0.08
2010,1,22.2,33.3,11.0,0.59,-0.86
2010,2,21.5,32.8,10.3,0.58,-0.91
2010,3,34.2,46.5,21.8,1.11,-1.25
2010,4,39.2,51.3,27.0,2.32,0.74
2010,5,44.0,56.1,31.9,3.23,3.52
