year,month,tavg,tmax,tmin,pcp,zndx
2000,1,15.1,24.8,5.3,1.17,0.08
2000,2,25.3,35.5,15.1,1.27,0.66
2000,3,38.4,49.4,27.4,1.36,-1.73
2000,4,42.9,54.7,31.1,2.42,-0.34
2000,5,57.1,68.8,45.4,4.26,0.8
2000,6,62.8,73.5,52.1,6.69,3.9
2000,7,67.6,78.1,57.1,4.33,1.54
2000,8,67.6,78.2,56.9,3.8,0.13
2000,9,58.1,69.4,46.8,3.78,0.46
2000,10,50.5,61.8,39.2,0.89,-2.21
2000,11,32.4,39.0,25.7,2.71,1.24
2000,12,8.6,17.6,-0.3,1.51,0.91
2001,1,19.1,28.2,10.0,1.17,0.41
2001,2,14.8,24.8,4.9,1.65,1.44
2001,3,28.0,37.7,18.2,0.68,-1.81
2001,4,46.8,58.1,35.5,4.86,3.0
2001,5,57.0,68.3,45.6,4.91,1.81
2001,6,64.4,75.2,53.7,4.73,0.9
2001,7,70.0,82.1,57.8,2.61,-1.5
2001,8,69.7,81.1,58.3,4.48,0.27
2001,9,57.3,68.0,46.6,4.04,0.46
2001,10,46.1,56.5,35.8,2.43,0.47
2001,11,43.2,52.7,33.8,2.26,-0.21
2001,12,27.5,34.9,20.0,1.23,0.37
2002,1,24.0,32.2,15.9,0.5,-0.92
2002,2,26.7,36.1,17.4,1.78,1.7
2002,3,24.8,34.7,14.9,2.27,1.14
2002,4,42.9,53.2,32.6,4.21,2.69
2002,5,50.8,62.4,39.1,3.0,0.11
2002,6,66.4,77.1,55.6,5.64,1.83
2002,7,72.7,84.0,61.4,3.63,-0.34
2002,8,67.4,78.5,56.4,4.58,0.96
2002,9,61.6,72.7,50.4,4.57,0.81
2002,10,42.1,50.7,33.4,3.93,3.58
2002,11,31.4,39.8,23.1,0.39,-1.32
2002,12,24.2,32.2,16.3,0.58,-0.87
2003,1,13.7,22.5,4.9,0.36,-1.2
2003,2,13.7,24.8,2.6,0.64,-0.62
2003,3,29.1,39.9,18.3,1.85,0.36
2003,4,42.6,54.7,30.4,2.76,0.29
2003,5,53.8,65.9,41.6,4.82,2.3
2003,6,63.1,75.1,51.1,3.35,-0.8
2003,7,68.4,80.0,56.7,3.28,-0.29
2003,8,70.1,82.4,57.9,1.96,-3.54
2003,9,59.4,70.9,47.8,3.15,-1.43
2003,10,46.8,58.3,35.3,1.37,-2.21
2003,11,32.9,40.6,25.1,3.17,0.05
2003,12,24.8,32.8,16.7,1.31,-0.57
2004,1,10.7,19.2,2.3,0.81,-0.49
2004,2,20.8,30.6,11.0,1.66,1.46
2004,3,33.6,42.4,24.8,3.08,2.37
2004,4,44.6,57.2,31.9,2.17,-1.11
2004,5,53.1,64.6,41.6,7.54,6.58
2004,6,62.0,73.2,50.7,4.57,1.08
2004,7,66.8,77.7,55.9,3.1,-0.25
2004,8,62.2,73.2,51.2,3.05,-0.37
2004,9,63.1,75.2,50.9,2.17,-2.4
2004,10,48.2,58.4,38.0,3.61,1.43
2004,11,36.7,45.0,28.4,1.65,-0.73
2004,12,20.4,29.0,11.9,1.5,0.87
2005,1,14.2,22.6,5.8,1.66,1.38
2005,2,24.8,33.5,16.1,1.24,0.6
2005,3,27.4,38.7,16.1,1.22,-0.81
2005,4,47.7,60.7,34.7,1.6,-2.71
2005,5,52.7,63.4,41.9,2.61,-0.92
2005,6,69.4,81.0,57.8,3.81,-1.3
2005,7,70.7,82.7,58.7,3.08,-1.23
2005,8,68.2,79.8,56.5,2.7,-2.43
2005,9,63.3,75.5,51.2,3.77,-1.21
2005,10,49.6,60.5,38.7,2.92,-0.2
2005,11,34.5,43.4,25.6,2.92,0.28
2005,12,18.3,24.8,11.8,1.02,-0.44
2006,1,27.7,34.4,21.1,1.4,0.86
2006,2,18.4,28.1,8.6,0.75,-0.4
2006,3,31.6,41.2,22.1,2.09,0.8
2006,4,49.0,61.7,36.4,2.62,-1.25
2006,5,56.5,67.3,45.7,4.16,0.76
2006,6,65.1,77.5,52.6,2.22,-2.71
2006,7,72.8,85.4,60.3,3.5,-1.12
2006,8,68.0,78.9,57.1,4.34,-0.05
2006,9,56.4,67.1,45.7,3.19,-0.82
2006,10,42.8,53.0,32.7,2.32,0.16
2006,11,36.4,44.4,28.4,1.71,-1.21
2006,12,27.2,34.2,20.2,1.78,0.74
2007,1,20.3,28.3,12.3,0.93,-0.07
2007,2,11.7,20.6,2.8,1.11,0.34
2007,3,34.6,45.0,24.2,2.29,0.72
2007,4,42.8,54.2,31.5,2.48,-0.22
2007,5,59.1,71.9,46.3,2.62,-2.1
2007,6,66.9,79.4,54.4,2.99,-2.16
2007,7,69.5,81.6,57.3,3.06,-1.42
2007,8,68.4,79.1,57.7,6.94,3.63
2007,9,61.1,72.8,49.4,3.3,-0.67
2007,10,52.6,62.2,43.0,4.85,3.15
2007,11,32.8,40.9,24.6,0.31,-1.52
2007,12,17.1,25.2,9.0,2.61,3.01
2008,1,14.7,23.2,6.1,1.32,0.7
2008,2,13.2,23.7,2.8,1.61,1.35
2008,3,25.4,36.1,14.6,1.1,-1.03
2008,4,42.9,53.2,32.6,5.19,4.35
2008,5,52.0,64.8,39.2,3.11,0.04
2008,6,64.4,75.3,53.6,6.19,2.93
2008,7,69.0,80.6,57.4,3.97,0.76
2008,8,66.5,79.2,53.8,1.67,-2.96
2008,9,60.5,71.4,49.7,2.67,-1.84
2008,10,46.7,57.1,36.3,2.12,-0.83
2008,11,33.3,41.3,25.3,1.28,-2.03
2008,12,12.7,23.2,2.2,2.49,1.33
2009,1,6.1,16.9,-4.6,0.63,-0.66
2009,2,20.4,30.6,10.1,1.1,0.31
2009,3,30.1,40.8,19.4,2.17,0.95
2009,4,43.0,54.4,31.6,3.08,0.76
2009,5,55.1,67.2,43.0,2.88,-0.91
2009,6,63.6,74.7,52.4,3.29,-1.01
2009,7,63.7,74.8,52.5,2.17,-1.39
2009,8,64.8,75.7,54.0,4.79,1.36
2009,9,61.4,73.7,49.1,1.15,-3.52
2009,10,42.2,49.7,34.7,5.36,4.71
2009,11,40.0,49.1,31.0,0.85,-1.58
2009,12,18.2,25.6,11.0,2.29,2.4
2010,1,15.1,22.9,7.4,0.89,-0.15
2010,2,20.0,29.8,10.2,0.57,-0.76
2010,3,37.4,49.4,25.5,0.73,-2.71
2010,4,50.0,63.0,36.9,2.34,-1.93
