year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,AZ,856509.0,1014096.0,933820.0,364875.0,816159.0,926595.0,963850.0,448961.0,6324865.0,3169300.0,3155565.0,4906936.0,227282.0,284265.0,153301.0,11045.0,2248170.0,
2010,AZ,825894.0,969253.0,935074.0,378013.0,787607.0,919105.0,976655.0,455215.0,6246816.0,3108234.0,3138582.0,4883606.0,240655.0,278336.0,166663.0,12038.0,2326468.0,0400000US04
2011,AZ,830423.0,976865.0,953374.0,391677.0,792821.0,927140.0,995288.0,469785.0,6337373.0,3152339.0,3185034.0,4987541.0,252127.0,280986.0,172290.0,11933.0,2344215.0,0400000US04
2012,AZ,830584.0,980216.0,969488.0,407638.0,794067.0,930623.0,1011491.0,486872.0,6410979.0,3187926.0,3223053.0,5085954.0,262284.0,283805.0,177598.0,12506.0,2357158.0,0400000US04
2013,AZ,828084.0,984907.0,982632.0,425744.0,792961.0,935502.0,1023895.0,505978.0,6479703.0,3221367.0,3258336.0,5131739.0,270027.0,286953.0,182953.0,12607.0,2370289.0,0400000US04
2014,AZ,826805.0,993709.0,992026.0,446251.0,793687.0,945826.0,1034976.0,528236.0,6561516.0,3258791.0,3302725.0,5174082.0,274380.0,290780.0,191071.0,12638.0,2387246.0,0400000US04
2015,AZ,825216.0,1005052.0,1000746.0,468074.0,792073.0,953656.0,1045110.0,552001.0,6641928.0,3299088.0,3342840.0,5210335.0,281576.0,294721.0,200090.0,12471.0,2412212.0,0400000US04
2016,AZ,826347.0,1019751.0,1005983.0,492025.0,793271.0,962307.0,1050767.0,578126.0,6728577.0,3344106.0,3384471.0,5235158.0,287110.0,296732.0,205229.0,12863.0,2448919.0,0400000US04
2017,AZ,827011.0,1034979.0,1013317.0,509748.0,795415.0,975853.0,1057009.0,596614.0,6809946.0,3385055.0,3424891.0,5277661.0,292831.0,300182.0,213417.0,13364.0,2482311.0,0400000US04
2018,AZ,833093.0,1059863.0,1026569.0,533914.0,800690.0,998724.0,1069426.0,624406.0,6946685.0,3453439.0,3493246.0,5364141.0,305259.0,309580.0,228887.0,14112.0,2524300.0,0400000US04
2019,AZ,834181.0,1078089.0,1036297.0,555942.0,801163.0,1012922.0,1080899.0,650806.0,7050299.0,3504509.0,3545790.0,5444453.0,317462.0,317414.0,233213.0,14458.0,2571268.0,0400000US04
2020,AZ,836423.0,1096310.0,1050891.0,581355.0,803222.0,1031539.0,1093475.0,680849.0,7174064.0,3564979.0,3609085.0,5292498.0,325105.0,311014.0,239190.0,14633.0,2643430.0,0400000US04
