,1y,1m,2m,3m,3m_average,diff1-2,diff2-3,month_sin,month_cos
2010-01,-3.469446951953614e-17,-2.0816681711721685e-17,0.0,-1.0755285551056204e-16,-0.8521839919646308,0.01946781807156961,0.019651187327873132,0.6812594871986655,1.2107528277522954
2010-02,-3.469446951953614e-17,-2.0816681711721685e-17,0.0,-1.0755285551056204e-16,-0.8521839919646308,0.01946781807156961,0.019651187327873132,1.1855080170264962,0.7133708190395334
2010-03,-3.469446951953614e-17,-2.0816681711721685e-17,0.0,-1.0755285551056204e-16,-0.8521839919646308,0.01946781807156961,0.019651187327873132,1.3687636129463088,0.015778040288952595
2010-04,-3.469446951953614e-17,-2.0816681711721685e-17,0.0,-1.0755285551056204e-16,-0.8521839919646308,0.01946781807156961,0.019651187327873132,1.1855080170264976,-0.7053820354007986
2010-05,-3.469446951953614e-17,-2.0816681711721685e-17,0.0,-1.0755285551056204e-16,-0.8521839919646308,0.01946781807156961,0.019651187327873132,0.6812594871986655,-1.2502707088908618
2010-06,-2.7755575615628914e-17,-2.0816681711721685e-17,0.0,-1.0755285551056204e-16,-0.8521839919646308,0.01946781807156961,0.019651187327873132,-0.016654033921809603,-1.453675654900248
2010-07,3.122502256758253e-17,2.7755575615628914e-17,0.0,-1.0755285551056204e-16,-0.1666946730789098,0.24384260698651897,0.019651187327873132,-0.7262037136073767,-1.2502707088908604
2010-08,-2.7755575615628914e-17,7.979727989493313e-17,0.0,-1.0755285551056204e-16,1.137265902250603,0.4258968413328736,0.24402707833897763,-1.2538736295058936,-0.7053820354007986
2010-09,-2.7755575615628914e-17,4.163336342344337e-17,0.0,1.214306433183765e-16,1.5386938904814471,-0.3106170708718997,0.4260818683468336,-1.4489158007263132,0.015778040288952595
2010-10,-3.469446951953614e-17,8.326672684688674e-17,0.0,3.5735303605122226e-16,1.970399074434787,0.4057357885911025,-0.31043615743368974,-1.2538736295058936,0.7133708190395334
2010-11,-3.469446951953614e-17,3.8163916471489756e-17,0.0,1.8388068845354155e-16,1.6700084696823843,-0.39383742467162536,0.40592076903227065,-0.7262037136073767,1.2107528277522928
2010-12,-3.469446951953614e-17,-1.0408340855860843e-17,0.0,3.8163916471489756e-16,1.365875739615965,-0.22767792814595292,-0.3936572867424653,-0.016654033921809603,1.3902147191927885
2011-01,-3.469446951953614e-17,-2.0816681711721685e-17,0.0,1.700029006457271e-16,0.09967661063698077,-0.021550132580572697,-0.22749630439119137,0.6812594871986655,1.2107528277522954
2011-02,-3.469446951953614e-17,-2.0816681711721685e-17,0.0,-5.898059818321144e-17,-0.7167870942393122,0.01946781807156961,-0.021367014501900938,1.1855080170264962,0.7133708190395334
2011-03,-3.469446951953614e-17,-2.0816681711721685e-17,0.0,-1.0755285551056204e-16,-0.8521839919646308,0.01946781807156961,0.019651187327873132,1.3687636129463088,0.015778040288952595
