year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,KY,517830.0,642672.0,695087.0,228453.0,492606.0,629222.0,726582.0,319548.0,4252000.0,2084042.0,2167958.0,3783499.0,318974.0,8193.0,42896.0,2839.0,1674738.0,
2010,KY,524415.0,633905.0,710220.0,236943.0,495498.0,623847.0,737909.0,323091.0,4285828.0,2105483.0,2180345.0,3792514.0,330764.0,8794.0,45604.0,2674.0,1676708.0,0400000US21
2011,KY,524086.0,636325.0,716833.0,242857.0,497302.0,625054.0,745584.0,327999.0,4316040.0,2120101.0,2195939.0,3808381.0,336628.0,8913.0,47754.0,2403.0,1681085.0,0400000US21
2012,KY,524642.0,636764.0,722871.0,250078.0,496737.0,625166.0,750910.0,332999.0,4340167.0,2134355.0,2205812.0,3823344.0,339228.0,8607.0,49681.0,2370.0,1691716.0,0400000US21
2013,KY,524142.0,638352.0,725482.0,258010.0,496488.0,623990.0,755004.0,339865.0,4361333.0,2145986.0,2215347.0,3835013.0,341576.0,8811.0,51411.0,2019.0,1694996.0,0400000US21
2014,KY,521773.0,640089.0,727596.0,266793.0,496577.0,625997.0,756744.0,347703.0,4383272.0,2156251.0,2227021.0,3845535.0,345035.0,9000.0,53448.0,2109.0,1702235.0,0400000US21
2015,KY,520876.0,639797.0,727594.0,275941.0,495189.0,625959.0,754963.0,357034.0,4397353.0,2164208.0,2233145.0,3851591.0,347034.0,9063.0,55483.0,2197.0,1708499.0,0400000US21
2016,KY,519961.0,642933.0,724193.0,285658.0,494229.0,626378.0,751295.0,367342.0,4411989.0,2172745.0,2239244.0,3859516.0,350242.0,9052.0,57084.0,2584.0,1718217.0,0400000US21
2017,KY,520125.0,644144.0,719707.0,295049.0,492467.0,627502.0,747725.0,377657.0,4424376.0,2179025.0,2245351.0,3862600.0,353088.0,9324.0,59593.0,2271.0,1724514.0,0400000US21
2018,KY,519217.0,646650.0,716367.0,304481.0,492802.0,630111.0,743548.0,387028.0,4440204.0,2186715.0,2253489.0,3866676.0,354112.0,9888.0,62802.0,2814.0,1728681.0,0400000US21
2019,KY,518176.0,646721.0,712781.0,313244.0,491130.0,629545.0,740561.0,396894.0,4449052.0,2190922.0,2258130.0,3868479.0,358928.0,9386.0,65191.0,3182.0,1734618.0,0400000US21
2020,KY,516537.0,648475.0,708504.0,323006.0,491082.0,631365.0,736061.0,406922.0,4461952.0,2196522.0,2265430.0,3848305.0,361230.0,8364.0,68139.0,3033.0,1748053.0,0400000US21
