year,month,tavg,tmax,tmin,pcp,zndx
2000,1,14.1,23.7,4.6,3.62,0.62
2000,2,18.2,29.7,6.8,3.11,0.48
2000,3,32.6,42.7,22.5,3.6,0.5
2000,4,39.1,48.1,30.0,5.74,3.5
2000,5,49.5,60.4,38.5,4.62,1.65
2000,6,59.4,71.0,47.9,2.65,-1.28
2000,7,63.0,73.7,52.3,4.17,0.95
2000,8,63.1,73.5,52.7,2.61,-1.18
2000,9,54.5,65.6,43.4,2.27,-2.05
2000,10,44.6,54.8,34.4,3.37,-1.0
2000,11,35.6,41.4,29.7,2.99,-2.09
2000,12,17.5,26.0,9.1,4.4,0.95
2001,1,14.0,24.9,3.0,1.33,-2.56
2001,2,16.0,27.2,4.8,2.69,-0.19
2001,3,24.2,34.4,14.1,3.71,0.79
2001,4,38.1,49.1,27.0,1.0,-3.5
2001,5,54.4,68.4,40.4,2.06,-2.34
2001,6,63.0,74.3,51.8,3.76,-0.97
2001,7,64.2,75.2,53.3,3.76,-0.08
2001,8,67.0,79.7,54.4,1.53,-3.52
2001,9,57.7,69.4,45.9,3.7,-1.15
2001,10,47.1,58.2,36.0,1.96,-3.33
2001,11,37.4,44.9,29.9,2.23,-4.4
2001,12,28.7,36.1,21.2,2.1,-2.85
2002,1,21.0,29.2,12.9,2.66,-0.72
2002,2,20.4,30.6,10.2,3.25,0.71
2002,3,26.9,36.5,17.3,3.52,0.5
2002,4,39.9,49.0,30.8,4.42,1.34
2002,5,48.8,60.6,37.1,3.4,0.23
2002,6,58.3,69.6,47.0,4.17,1.08
2002,7,65.6,76.6,54.5,3.96,0.56
2002,8,66.7,79.3,54.1,0.98,-3.76
2002,9,59.3,71.3,47.2,4.25,-0.54
2002,10,41.7,50.9,32.5,3.06,-1.01
2002,11,30.7,37.8,23.6,4.21,-0.06
2002,12,21.1,29.7,12.4,3.1,-0.73
2003,1,9.2,18.5,-0.1,1.31,-2.59
2003,2,12.2,22.7,1.8,2.66,-0.24
2003,3,24.2,35.7,12.7,3.51,0.48
2003,4,35.7,46.8,24.6,1.92,-1.63
2003,5,49.6,60.6,38.7,3.49,0.22
2003,6,61.2,73.2,49.3,3.27,-0.69
2003,7,65.9,76.2,55.5,3.47,-0.42
2003,8,66.0,75.7,56.4,3.53,-0.51
2003,9,58.4,69.7,47.0,4.2,-0.03
2003,10,44.6,53.8,35.4,7.93,5.11
2003,11,35.4,43.6,27.1,4.4,0.25
2003,12,23.0,31.9,14.3,6.33,3.44
2004,1,6.4,14.8,-2.0,0.97,-3.06
2004,2,18.0,29.0,7.1,1.44,-2.18
2004,3,28.7,38.5,18.9,1.61,-2.39
2004,4,39.6,50.0,29.1,3.41,-0.13
2004,5,51.9,63.6,40.3,3.79,0.23
2004,6,57.5,69.1,46.0,2.77,-0.79
2004,7,64.6,74.4,54.7,4.68,1.6
2004,8,64.6,74.8,54.5,6.38,4.04
2004,9,56.2,68.0,44.4,2.74,-0.62
2004,10,45.5,55.7,35.3,2.46,-0.99
2004,11,33.2,41.3,25.2,4.19,0.25
2004,12,19.1,28.2,9.9,4.36,0.89
2005,1,11.5,21.9,1.0,2.34,-1.16
2005,2,19.6,30.8,8.5,2.53,-0.44
2005,3,25.0,35.5,14.6,4.27,1.64
2005,4,41.1,51.7,30.5,7.3,5.48
2005,5,47.2,56.1,38.4,5.87,3.59
2005,6,63.2,75.0,51.5,3.44,-0.78
2005,7,66.6,78.3,54.9,3.89,0.06
2005,8,65.5,77.0,54.1,4.44,0.89
2005,9,58.5,69.5,47.6,4.68,0.91
2005,10,47.2,54.6,39.7,11.26,9.42
2005,11,35.3,43.2,27.3,6.27,2.72
2005,12,21.3,29.1,13.6,5.3,2.11
2006,1,22.6,31.2,14.0,4.28,1.53
2006,2,19.0,27.5,10.5,2.51,-0.47
2006,3,29.0,38.3,19.7,1.2,-3.01
2006,4,42.3,53.6,31.0,2.35,-2.26
2006,5,53.2,63.7,42.6,5.9,2.68
2006,6,63.3,72.8,53.8,7.39,4.85
2006,7,68.9,79.5,58.3,5.46,2.3
2006,8,61.7,72.5,50.8,3.84,1.05
2006,9,56.1,67.0,45.1,2.96,-0.38
2006,10,44.9,53.9,35.9,7.85,5.72
2006,11,38.9,46.0,31.8,4.97,0.58
2006,12,27.8,35.5,20.1,2.94,-0.94
2007,1,17.3,26.7,7.9,2.61,-0.79
2007,2,11.6,22.3,1.0,2.06,-1.19
2007,3,25.8,36.5,15.2,4.14,1.44
2007,4,37.0,46.4,27.5,6.48,5.03
2007,5,51.2,63.6,38.8,3.2,-0.4
2007,6,61.1,72.9,49.3,3.05,-0.99
2007,7,64.6,75.4,53.7,3.56,-0.16
2007,8,63.5,75.4,51.6,4.14,0.73
2007,9,57.2,69.1,45.4,2.38,-2.1
2007,10,49.6,59.3,39.9,4.85,0.35
2007,11,31.7,39.2,24.2,6.9,3.96
2007,12,18.0,26.4,9.7,4.26,0.77
2008,1,18.6,28.3,9.0,2.91,-0.37
2008,2,18.5,28.5,8.6,5.36,4.07
2008,3,23.1,34.0,12.2,4.62,2.17
2008,4,41.5,53.1,30.0,4.24,0.76
2008,5,50.0,62.2,37.8,1.65,-2.16
2008,6,61.2,70.8,51.5,6.16,2.89
2008,7,67.7,78.3,57.1,4.91,1.66
2008,8,63.1,72.7,53.6,5.41,3.01
2008,9,56.2,66.9,45.6,6.01,3.86
2008,10,44.2,53.7,34.7,4.09,1.23
2008,11,35.0,42.1,27.9,5.34,1.54
2008,12,20.2,30.2,10.3,5.32,2.13
2009,1,7.9,19.0,-3.2,2.57,-0.84
2009,2,18.9,29.3,8.4,2.65,-0.25
2009,3,26.2,37.5,14.8,2.45,-1.12
2009,4,41.9,52.9,30.8,3.97,0.28
2009,5,51.1,62.9,39.2,4.07,0.71
2009,6,58.7,68.3,49.1,6.7,4.63
2009,7,63.0,71.7,54.3,6.71,5.09
2009,8,66.1,76.8,55.4,3.98,0.65
2009,9,54.9,67.2,42.5,1.75,-2.02
2009,10,41.2,48.8,33.7,5.53,2.74
2009,11,38.5,47.4,29.7,4.77,0.37
2009,12,21.9,29.2,14.7,4.31,0.83
2010,1,20.3,28.2,12.4,3.07,-0.15
2010,2,24.6,30.6,18.5,2.67,-0.22
2010,3,34.6,44.4,24.7,5.11,2.42
2010,4,44.9,55.8,34.0,2.82,-2.04
2010,5,54.6,67.4,41.7,2.09,-2.33
2010,6,60.8,71.4,50.1,5.54,1.95
2010,7,69.2,79.6,58.9,2.87,-1.63
2010,8,65.2,77.0,53.4,2.33,-2.09
2010,9,58.3,67.5,49.2,5.37,1.31
2010,10,45.2,53.8,36.5,5.93,2.78
2010,11,34.5,42.3,26.7,5.2,1.41
2010,12,23.4,30.5,16.3,6.31,3.41
2011,1,15.9,24.6,7.2,1.89,-1.79
2011,2,16.2,26.8,5.5,2.95,0.23
2011,3,26.8,37.0,16.6,4.93,2.63
2011,4,39.0,49.0,28.9,4.75,2.02
2011,5,51.9,61.1,42.6,5.49,2.37
2011,6,60.2,71.0,49.5,4.06,0.6
2011,7,67.6,79.1,56.0,3.69,-0.17
2011,8,64.8,74.8,55.0,7.44,5.36
2011,9,59.0,69.2,48.6,3.89,0.54
2011,10,47.6,55.5,39.7,4.97,1.89
2011,11,38.8,48.5,29.0,2.49,-2.66
2011,12,26.0,35.0,17.0,3.49,-0.23
2012,1,18.2,27.4,8.9,3.1,-0.11
2012,2,21.4,31.6,11.3,1.76,-1.67
2012,3,34.3,45.1,23.5,1.94,-2.33
2012,4,42.2,53.4,31.1,4.14,0.48
2012,5,53.8,64.2,43.4,4.68,1.05
2012,6,60.2,70.7,49.8,7.58,5.63
2012,7,67.6,79.2,56.0,1.89,-2.85
2012,8,67.4,78.2,56.6,4.29,0.12
2012,9,55.9,67.3,44.5,4.91,1.21
2012,10,48.2,57.0,39.3,6.69,3.44
2012,11,32.7,41.0,24.5,1.29,-3.49
2012,12,24.4,32.2,16.6,5.11,1.86
2013,1,15.8,26.0,5.7,1.42,-2.44
2013,2,20.0,28.8,11.3,3.06,0.4
2013,3,30.3,38.2,22.5,2.45,-1.12
2013,4,39.1,50.0,28.2,1.98,-2.21
2013,5,52.3,64.4,40.2,5.67,2.53
2013,6,60.8,71.3,50.3,6.55,4.06
2013,7,68.3,78.8,57.7,4.89,1.54
2013,8,63.7,74.7,52.7,4.6,1.78
2013,9,56.7,66.9,46.6,5.42,2.93
2013,10,47.3,57.6,37.0,1.7,-2.1
2013,11,32.3,40.6,24.0,4.11,0.26
2013,12,17.0,24.6,9.3,3.76,0.12
2014,1,14.2,23.6,4.9,3.41,0.32
2014,2,15.7,26.5,4.9,2.85,0.07
2014,3,18.1,29.9,6.4,3.8,0.92
2014,4,38.7,49.4,28.0,3.44,0.09
2014,5,51.7,62.2,41.1,3.99,0.51
2014,6,61.6,73.2,50.0,4.58,1.11
2014,7,67.2,77.9,56.6,6.65,4.35
2014,8,64.4,75.2,53.5,3.34,-0.01
2014,9,56.4,68.1,44.8,1.61,-2.58
2014,10,48.5,56.9,40.1,6.2,2.38
2014,11,31.8,39.4,24.2,3.5,-0.5
2014,12,26.0,32.5,19.4,6.08,3.11
2015,1,11.7,22.7,0.7,3.17,-0.01
2015,2,5.2,16.1,-5.8,1.74,-1.7
2015,3,21.6,33.0,10.2,1.78,-2.13
2015,4,37.8,48.5,27.2,3.08,-0.29
2015,5,55.7,68.7,42.8,2.8,-1.61
2015,6,57.5,67.5,47.4,5.79,3.17
2015,7,64.8,75.5,54.0,3.61,0.16
2015,8,67.2,77.5,56.8,3.9,0.19
2015,9,61.8,73.7,49.9,4.82,0.72
2015,10,43.2,53.2,33.1,4.73,1.91
2015,11,37.0,45.3,28.7,2.43,-2.53
2015,12,31.2,37.4,24.9,5.31,2.12
2016,1,20.1,28.7,11.4,2.5,-0.94
2016,2,21.9,32.3,11.4,4.74,3.08
2016,3,29.2,38.6,19.8,3.74,0.83
2016,4,37.3,49.1,25.6,2.53,-1.02
2016,5,52.8,64.4,41.1,2.56,-1.46
2016,6,60.5,72.0,48.9,3.41,-0.64
2016,7,67.0,77.7,56.2,3.78,-0.22
2016,8,66.6,77.9,55.2,4.15,0.26
2016,9,59.1,70.3,47.8,1.58,-3.61
2016,10,46.9,56.4,37.4,3.98,-0.76
2016,11,37.2,44.4,30.0,3.82,-1.26
2016,12,20.5,29.3,11.6,4.57,1.17
2017,1,21.5,29.9,13.2,3.83,0.91
2017,2,20.6,30.7,10.5,3.11,0.48
2017,3,22.2,31.9,12.4,2.69,-0.76
2017,4,42.0,51.4,32.6,4.11,0.47
2017,5,50.7,60.7,40.6,5.67,2.78
2017,6,61.0,72.0,49.9,3.73,0.0
2017,7,65.2,76.4,54.1,2.84,-1.16
2017,8,63.3,74.9,51.7,2.45,-1.64
2017,9,61.1,72.3,49.9,3.08,-2.15
2017,10,52.0,62.8,41.1,7.17,2.51
2017,11,32.4,41.5,23.3,2.77,-1.51
2017,12,16.4,24.6,8.2,3.87,0.26
2018,1,15.0,24.1,5.9,4.78,2.23
2018,2,22.7,33.3,12.0,3.02,0.34
2018,3,28.9,37.1,20.8,2.95,-0.36
2018,4,36.5,46.4,26.7,4.65,2.35
2018,5,53.5,67.7,39.3,1.92,-2.37
2018,6,59.0,71.2,46.7,3.69,-0.4
