year,month,tavg,tmax,tmin,pcp,zndx
2000,1,35.0,45.4,24.7,1.43,-0.14
2000,2,38.3,47.8,28.8,2.28,1.93
2000,3,41.0,53.4,28.6,0.97,-0.57
2000,4,51.5,66.2,36.8,0.69,-1.66
2000,5,58.6,73.3,43.8,1.06,-1.21
2000,6,68.1,84.4,51.8,0.25,-2.61
2000,7,72.4,89.5,55.3,0.04,-3.04
2000,8,72.3,88.2,56.4,1.03,0.74
2000,9,62.2,78.2,46.1,0.33,-1.0
2000,10,50.0,63.0,37.1,1.65,2.67
2000,11,33.8,45.4,22.2,0.39,-0.66
2000,12,34.6,47.0,22.3,0.36,-2.2
2001,1,29.7,40.8,18.5,1.14,-0.28
2001,2,32.0,42.2,21.8,1.09,0.08
2001,3,43.8,56.0,31.7,1.0,-1.31
2001,4,45.7,58.6,32.7,1.19,0.76
2001,5,61.8,78.0,45.5,0.16,-3.59
2001,6,67.1,83.8,50.4,0.13,-3.58
2001,7,72.0,87.8,56.2,0.81,-1.13
2001,8,74.2,91.2,57.2,0.27,-2.14
2001,9,65.5,82.2,48.8,0.25,-1.6
2001,10,54.7,70.2,39.2,0.28,-1.99
2001,11,41.6,53.6,29.5,1.24,0.26
2001,12,30.6,39.8,21.5,1.37,0.97
2002,1,30.8,41.5,20.1,0.67,-0.83
2002,2,35.2,48.5,22.0,0.57,-1.22
2002,3,38.2,51.5,24.8,0.53,-1.23
2002,4,49.5,63.7,35.3,0.86,-0.88
2002,5,55.7,71.1,40.2,0.4,-2.59
2002,6,67.6,84.2,51.1,0.26,-2.95
2002,7,76.3,93.0,59.6,0.31,-2.81
2002,8,70.3,87.3,53.4,0.06,-2.67
2002,9,63.2,79.0,47.4,0.47,-0.62
2002,10,49.1,64.1,34.1,0.36,-1.0
2002,11,40.2,53.1,27.2,0.94,-0.27
2002,12,33.5,44.0,23.1,0.81,-0.8
2003,1,40.7,52.6,28.8,0.52,-3.25
2003,2,34.1,45.2,22.9,1.05,-0.62
2003,3,42.7,55.2,30.2,0.8,-1.85
2003,4,44.2,55.9,32.4,1.68,2.15
2003,5,57.0,71.5,42.6,0.9,-0.73
2003,6,67.8,84.0,51.7,0.1,-3.65
2003,7,77.0,93.9,60.0,0.5,-2.57
2003,8,72.4,87.6,57.2,1.15,1.03
2003,9,64.8,81.1,48.5,0.31,-1.33
2003,10,57.0,73.3,40.8,0.12,-2.79
2003,11,35.9,46.3,25.5,0.98,0.57
2003,12,33.3,42.8,23.7,1.71,1.8
2004,1,30.4,41.4,19.4,0.53,-0.97
2004,2,32.3,41.7,22.9,1.65,2.08
2004,3,47.9,62.2,33.6,0.34,-3.28
2004,4,49.4,62.8,36.1,1.02,-0.83
2004,5,56.8,71.7,41.8,0.59,-1.55
2004,6,67.0,83.0,51.0,0.34,-1.76
2004,7,73.8,89.7,57.8,0.54,-1.24
2004,8,70.1,85.5,54.8,0.82,0.33
2004,9,61.5,77.5,45.5,0.45,-0.46
2004,10,49.5,61.5,37.6,2.36,4.83
2004,11,37.8,48.3,27.3,1.4,1.57
2004,12,33.5,43.6,23.3,1.31,1.17
2005,1,32.4,41.0,23.8,2.25,3.96
2005,2,35.4,44.8,26.0,1.43,2.29
2005,3,41.5,53.6,29.5,1.26,1.26
2005,4,45.8,59.0,32.7,1.34,1.76
2005,5,56.3,69.4,43.2,1.99,4.58
2005,6,61.5,76.5,46.5,0.51,3.54
2005,7,75.9,92.7,59.1,0.37,3.68
2005,8,71.4,87.4,55.3,0.59,0.23
2005,9,60.1,76.4,43.7,0.37,-0.48
2005,10,51.7,66.0,37.4,0.86,0.17
2005,11,42.1,55.1,29.0,0.74,-1.13
2005,12,33.9,44.0,23.7,1.84,1.8
2006,1,34.1,44.4,23.8,1.47,0.98
2006,2,35.2,48.4,22.0,0.79,-0.35
2006,3,35.8,46.8,24.8,1.74,2.53
2006,4,47.7,60.1,35.3,1.77,2.26
2006,5,59.0,74.0,44.0,0.54,-0.11
2006,6,68.9,85.0,52.8,0.29,-0.16
2006,7,76.2,92.0,60.4,0.68,-0.21
2006,8,70.1,86.9,53.3,0.06,-2.29
2006,9,61.5,77.9,45.1,0.2,-1.37
2006,10,49.7,64.1,35.3,0.86,0.4
2006,11,40.2,53.2,27.3,0.61,-1.14
2006,12,31.1,43.0,19.2,0.66,-1.14
2007,1,27.4,40.2,14.6,0.33,-2.36
2007,2,36.8,48.5,25.1,1.01,-1.17
2007,3,45.9,60.2,31.6,0.59,-3.25
2007,4,49.2,62.9,35.5,0.9,-1.76
2007,5,58.8,74.7,43.0,0.28,-4.7
2007,6,67.6,84.5,50.7,0.34,-4.03
2007,7,76.9,93.3,60.4,0.39,-3.43
2007,8,72.9,88.9,56.8,0.57,-1.19
2007,9,61.4,76.9,45.8,0.87,0.96
2007,10,49.9,64.0,35.8,0.61,-0.37
2007,11,42.3,56.3,28.4,0.32,-2.3
2007,12,29.2,39.1,19.3,1.38,0.76
2008,1,27.6,37.6,17.6,1.48,1.05
2008,2,34.6,45.9,23.4,1.1,0.32
2008,3,40.2,53.2,27.2,0.38,-1.69
2008,4,45.2,60.0,30.5,0.23,-1.61
2008,5,54.2,68.2,40.3,1.01,-0.42
2008,6,65.4,82.0,48.9,0.25,-1.82
2008,7,74.3,91.0,57.6,0.32,-1.81
2008,8,73.2,89.8,56.6,0.17,-2.3
2008,9,63.9,80.8,47.0,0.14,-1.84
2008,10,52.0,67.4,36.5,0.37,-1.35
2008,11,44.4,56.4,32.3,1.12,-0.59
2008,12,30.0,41.7,18.3,1.12,0.15
2009,1,34.4,46.0,22.8,0.87,-0.95
2009,2,35.3,46.1,24.6,1.14,-0.07
2009,3,40.0,53.0,27.1,0.65,-1.27
2009,4,46.1,59.8,32.3,1.05,0.38
2009,5,60.6,75.7,45.6,0.61,-2.22
2009,6,62.4,75.7,49.2,1.84,1.63
2009,7,74.1,90.4,57.7,0.4,-1.3
2009,8,70.2,86.5,54.0,0.35,-1.32
2009,9,66.7,83.4,50.0,0.14,-2.04
2009,10,47.9,61.5,34.3,0.78,0.4
2009,11,40.7,54.8,26.6,0.18,-2.36
2009,12,26.0,37.4,14.6,1.21,0.31
2010,1,32.9,42.4,23.4,1.45,0.78
2010,2,35.8,45.8,25.9,1.03,-0.15
2010,3,39.9,52.2,27.7,0.94,-0.38
2010,4,44.2,57.4,30.9,1.27,1.46
2010,5,49.2,62.6,35.8,1.07,1.67
2010,6,64.8,79.9,49.7,0.2,-0.77
2010,7,74.1,90.4,57.7,0.35,-0.85
2010,8,69.9,86.4,53.3,0.25,-1.55
2010,9,63.9,82.0,45.9,0.26,-1.34
2010,10,52.9,65.2,40.7,2.23,3.99
2010,11,37.4,48.8,26.0,1.19,0.97
2010,12,35.6,44.2,27.1,2.82,4.6
2011,1,32.9,44.1,21.7,0.29,-0.99
2011,2,32.8,44.5,21.2,0.83,0.52
2011,3,40.6,51.8,29.5,1.57,1.57
2011,4,44.4,57.3,31.5,1.22,1.52
2011,5,50.8,64.1,37.4,1.53,3.2
2011,6,62.4,77.7,47.0,0.55,2.49
2011,7,71.9,88.1,55.8,0.5,2.72
2011,8,72.5,89.5,55.5,0.23,-0.64
2011,9,65.6,82.0,49.3,0.48,-0.48
2011,10,52.4,66.8,38.1,0.93,0.28
2011,11,37.6,49.8,25.2,0.38,-1.27
2011,12,30.9,44.1,17.7,0.11,-2.6
