year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,AL,575402.0,680198.0,731137.0,257536.0,548381.0,686357.0,785754.0,368595.0,4633360.0,2244273.0,2389087.0,3256941.0,1209938.0,22969.0,46655.0,2025.0,1819441.0,
2010,AL,579712.0,681762.0,758315.0,266116.0,552591.0,697074.0,807980.0,369101.0,4712651.0,2285905.0,2426746.0,3293917.0,1232325.0,25814.0,51219.0,1769.0,1821210.0,0400000US01
2011,AL,579037.0,685197.0,765824.0,272900.0,553168.0,701737.0,815127.0,374434.0,4747424.0,2302958.0,2444466.0,3307557.0,1244112.0,26399.0,52668.0,1256.0,1831269.0,0400000US01
2012,AL,577642.0,686868.0,771963.0,281047.0,552587.0,704916.0,820045.0,382258.0,4777326.0,2317520.0,2459806.0,3321318.0,1256097.0,26166.0,54923.0,1298.0,1837576.0,0400000US01
2013,AL,574009.0,688854.0,775797.0,289932.0,549358.0,706207.0,824478.0,390642.0,4799277.0,2328592.0,2470685.0,3326188.0,1262152.0,25278.0,56831.0,1387.0,1838683.0,0400000US01
2014,AL,570659.0,688128.0,777627.0,299606.0,547259.0,706596.0,828148.0,399655.0,4817678.0,2336020.0,2481658.0,3327891.0,1269808.0,25181.0,58322.0,1430.0,1842174.0,0400000US01
2015,AL,567143.0,688017.0,776622.0,309311.0,544831.0,706757.0,827924.0,410015.0,4830620.0,2341093.0,2489527.0,3325464.0,1276544.0,23850.0,59599.0,2439.0,1848325.0,0400000US01
2016,AL,563314.0,690214.0,772233.0,320432.0,541875.0,706543.0,824591.0,421962.0,4841164.0,2346193.0,2494971.0,3325037.0,1282053.0,23919.0,60744.0,2008.0,1851061.0,0400000US01
2017,AL,563118.0,690837.0,766930.0,329921.0,539564.0,706791.0,821499.0,432111.0,4850771.0,2350806.0,2499965.0,3317702.0,1287167.0,25098.0,62815.0,2213.0,1856695.0,0400000US01
2018,AL,560508.0,690377.0,764513.0,340401.0,538285.0,706054.0,821111.0,443431.0,4864680.0,2355799.0,2508881.0,3317453.0,1293186.0,25576.0,64609.0,2182.0,1860269.0,0400000US01
2019,AL,559458.0,691682.0,758019.0,350196.0,536918.0,705703.0,819589.0,454685.0,4876250.0,2359355.0,2516895.0,3320247.0,1299048.0,25565.0,66270.0,2238.0,1867893.0,0400000US01
2020,AL,557635.0,691056.0,756835.0,360208.0,535277.0,708483.0,816466.0,467226.0,4893186.0,2365734.0,2527452.0,3302834.0,1301319.0,24764.0,67909.0,2042.0,1888504.0,0400000US01
,,
