,state,negative_binomial,poisson,zero_inflated_negative_binomial,zero_inflated_poisson
0,AL,0.9122186284081556,0.5,1.0288755850225435,0.6666666666666666
1,AR,1.6428144781413956,1.3333333333333333,1.932944819723721,1.0
2,AZ,13.920654771868145,7.666666666666667,7.275407830211043,7.333333333333333
3,CA,7.25328903258604,8.833333333333334,6.946811743527694,8.333333333333334
4,CO,11.886454542257617,14.833333333333334,13.696444660408067,16.166666666666668
5,CT,0.43026259539724027,0.3333333333333333,0.5457699864322015,0.5
6,DE,0.2146908567810136,0.16666666666666666,0.22728766451177576,0.16666666666666666
7,FL,1.5270407218310844,1.0,1.5226839520453892,1.0
8,GA,0.7105721987498614,0.8333333333333334,0.794972873088512,0.8333333333333334
9,IA,1.3183263212769487,2.0,1.5985818089930532,2.1666666666666665
10,ID,1.6928512205892912,2.0,1.4671561219634996,2.1666666666666665
11,IL,6.572254903515925,7.0,6.418090605149433,7.833333333333333
12,IN,2.0925947243964647,2.6666666666666665,1.5810969671694932,2.5
13,KS,2.947221542138878,3.3333333333333335,100000000.0,3.5
14,KY,0.7070938034642779,1.1666666666666667,1.089835082334071,2.1666666666666665
15,LA,3.1570317950819713,2.8333333333333335,1.2156347800789387,3.1666666666666665
16,MA,0.8819711873174626,0.6666666666666666,0.8430801032765779,0.6666666666666666
17,MD,1.6080724404437383,1.5,1.9168965166452363,1.6666666666666667
18,ME,0.0327825388029918,0.0,0.03265238789378328,0.0
19,MI,8.5109803438626,10.5,100000000.0,10.0
20,MN,0.8988308928147709,0.6666666666666666,0.7602929542184413,0.8333333333333334
21,MO,1.8620013473905415,2.1666666666666665,2.1749602701942927,1.5
22,MS,5.028897195593779,5.666666666666667,6.9603228175864515,5.166666666666667
23,MT,1.4387350160425043,1.0,1.5493660407481091,1.3333333333333333
24,NC,1.322430479552673,1.5,1.3107132024679307,1.5
25,ND,1.6207815897810525,1.1666666666666667,1.965366412463558,1.6666666666666667
26,NE,10.432000737181598,19.166666666666668,11.801286261358705,12.666666666666666
27,NH,0.02860259632064299,0.0,0.028601631842662806,0.0
28,NJ,1.8809744658393104,1.5,1.7429554339248954,1.5
29,NM,1.5715711835764756,1.1666666666666667,1.298318058670106,1.3333333333333333
30,NV,0.9278247543348378,1.0,1.1686769888332023,1.0
31,NY,6.755671281781928,6.833333333333333,6.352918062539931,7.166666666666667
32,OH,3.9390172066213247,3.1666666666666665,5.006694682159188,3.3333333333333335
33,OK,4.070777783717166,4.0,3.908763898912676,2.8333333333333335
34,OR,0.2657180794405238,0.0,0.27198285266275374,0.0
35,PA,1.0018785664236989,2.3333333333333335,1.5183103952859893,1.1666666666666667
36,RI,0.15500133455145318,0.16666666666666666,0.10284028520829303,0.0
37,SC,1.31101446294336,1.1666666666666667,1.1156480490841925,1.1666666666666667
38,SD,2.366410557899453,1.6666666666666667,1.5891668274143929,2.1666666666666665
39,TN,1.0763064448210289,1.1666666666666667,1.6095628848807777,1.8333333333333333
40,TX,24.018380572281064,26.5,20.131604756864068,19.333333333333332
41,UT,0.8758455853758736,1.0,0.8024443599454528,1.0
42,VA,0.8191656238516792,0.5,0.7260966165375433,0.5
43,VT,0.07274391606496668,0.0,0.07276196553742459,0.0
44,WA,0.4054762546119139,0.3333333333333333,0.26772955040976815,0.3333333333333333
45,WI,0.5324456657887676,0.3333333333333333,1.0091488076612287,0.16666666666666666
46,WV,0.09025989772566773,0.0,0.1049952666951618,0.0
47,WY,0.684846678840393,0.8333333333333334,1.646381714075819,3.3333333333333335
