,avgTemp,minTemp,maxTemp,precipitation,zindex,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,1y,1m,2m,3m,3m_average,diff1-2,diff2-3,month_sin,month_cos,count
2010-01,-1.0622463949135559,-1.609160553499428,-1.6641128192280057,-0.8976333369283441,0.42808368350652026,-1.2672306500787378,-1.5742352859950839,0.09761596218870014,-1.50101709965557,-1.7759037502597654,-1.4822639822707175,-0.16538534867465718,-1.372337515541105,-1.6289554641624437,-1.6325178633585316,-1.6225580182075807,-1.7663944982579123,-1.5680652800832904,-0.7289453455890604,-1.5101903109832444,-1.4415955178721587,-1.508474092713103,-6.938893903907228e-18,-6.938893903907228e-18,-2.42861286636753e-17,0.0,-0.7291208572729708,-0.0017048062368624389,-0.0015654392507826183,0.6812594871986655,1.2107528277522954,0.0
2010-02,-0.9500930092048268,-1.5313526145425886,-1.5481870436724603,-1.2004307734905915,0.12167557081534743,-1.2672306500787378,-1.5742352859950839,0.09761596218870014,-1.50101709965557,-1.7759037502597654,-1.4822639822707175,-0.16538534867465718,-1.372337515541105,-1.6289554641624437,-1.6325178633585316,-1.6225580182075807,-1.7663944982579123,-1.5680652800832904,-0.7289453455890604,-1.5101903109832444,-1.4415955178721587,-1.508474092713103,-6.938893903907228e-18,-6.938893903907228e-18,-2.42861286636753e-17,0.0,-0.7291208572729708,-0.0017048062368624389,-0.0015654392507826183,1.1855080170264962,0.7133708190395334,0.0
2010-03,-0.9872149552127506,-0.4916432957114997,-0.5223595877733521,-0.5596989431470427,-0.40157592638675793,-1.2672306500787378,-1.5742352859950839,0.09761596218870014,-1.50101709965557,-1.7759037502597654,-1.4822639822707175,-0.16538534867465718,-1.372337515541105,-1.6289554641624437,-1.6325178633585316,-1.6225580182075807,-1.7663944982579123,-1.5680652800832904,-0.7289453455890604,-1.5101903109832444,-1.4415955178721587,-1.508474092713103,-6.938893903907228e-18,-6.938893903907228e-18,-2.42861286636753e-17,0.0,-0.7291208572729708,-0.0017048062368624389,-0.0015654392507826183,1.3687636129463088,0.015778040288952595,0.0
2010-04,-0.7683084571107989,0.23176782086378908,0.3783299498735632,0.6227169735438632,-0.026974896133042776,-1.2672306500787378,-1.5742352859950839,0.09761596218870014,-1.50101709965557,-1.7759037502597654,-1.4822639822707175,-0.16538534867465718,-1.372337515541105,-1.6289554641624437,-1.6325178633585316,-1.6225580182075807,-1.7663944982579123,-1.5680652800832904,-0.7289453455890604,-1.5101903109832444,-1.4415955178721587,-1.508474092713103,-6.938893903907228e-18,-6.938893903907228e-18,-2.42861286636753e-17,0.0,-0.7291208572729708,-0.0017048062368624389,-0.0015654392507826183,1.1855080170264976,-0.7053820354007986,0.0
2010-05,-0.20488971778350143,0.5543584765832595,0.6515185380926568,0.8366271267081833,0.12167557081534743,-1.2672306500787378,-1.5742352859950839,0.09761596218870014,-1.50101709965557,-1.7759037502597654,-1.4822639822707175,-0.16538534867465718,-1.372337515541105,-1.6289554641624437,-1.6325178633585316,-1.6225580182075807,-1.7663944982579123,-1.5680652800832904,-0.7289453455890604,-1.5101903109832444,-1.4415955178721587,-1.508474092713103,-6.938893903907228e-18,-6.938893903907228e-18,-2.42861286636753e-17,0.0,-0.7291208572729708,-0.0017048062368624389,-0.0015654392507826183,0.6812594871986655,-1.2502707088908618,0.0
2010-06,0.8529849269302969,1.2263135809746784,1.240197500731207,2.2188103896890237,2.4332779478944078,-1.2672306500787378,-1.5742352859950839,0.09761596218870014,-1.50101709965557,-1.7759037502597654,-1.4822639822707175,-0.16538534867465718,-1.372337515541105,-1.6289554641624437,-1.6325178633585316,-1.6225580182075807,-1.7663944982579123,-1.5680652800832904,-0.7289453455890604,-1.5101903109832444,-1.4415955178721587,-1.508474092713103,-6.938893903907228e-18,-6.938893903907228e-18,-2.42861286636753e-17,0.0,-0.7291208572729708,-0.0017048062368624389,-0.0015654392507826183,-0.016654033921809603,-1.453675654900248,0.0
2010-07,1.3445646933754727,1.477905126844357,1.4070693836273094,1.8704210002822246,2.0768414070580308,-1.2672306500787378,-1.5742352859950839,0.09761596218870014,-1.50101709965557,-1.7759037502597654,-1.4822639822707175,-0.16538534867465718,-1.372337515541105,-1.6289554641624437,-1.6325178633585316,-1.6225580182075807,-1.7663944982579123,-1.5680652800832904,-0.7289453455890604,-1.5101903109832444,-1.4415955178721587,-1.508474092713103,-6.938893903907228e-18,-6.938893903907228e-18,-2.42861286636753e-17,0.0,-0.7291208572729708,-0.0017048062368624389,-0.0015654392507826183,-0.7262037136073767,-1.2502707088908604,0.0
2010-08,1.1096799670004054,1.4204833523947598,1.4264832947626218,1.0813582512715623,0.6473682096098008,-1.2672306500787378,-1.5742352859950839,0.09761596218870014,-1.50101709965557,-1.7759037502597654,-1.4822639822707175,-0.16538534867465718,-1.372337515541105,-1.6289554641624437,-1.6325178633585316,-1.6225580182075807,-1.7663944982579123,-1.5680652800832904,-0.7289453455890604,-1.5101903109832444,-1.4415955178721587,-1.508474092713103,-6.938893903907228e-18,-6.938893903907228e-18,-2.42861286636753e-17,0.0,-0.7291208572729708,-0.0017048062368624389,-0.0015654392507826183,-1.2538736295058936,-0.7053820354007986,1.0
2010-09,0.835905677210793,0.7426092944079511,1.000762730467002,1.2710063369546636,1.2667281830063883,-1.2672306500787378,-1.5742352859950839,0.09761596218870014,-1.50101709965557,-1.7759037502597654,-1.4822639822707175,-0.16538534867465718,-1.372337515541105,-1.6289554641624437,-1.6325178633585316,-1.6225580182075807,-1.7663944982579123,-1.5680652800832904,-0.7289453455890604,-1.5101903109832444,-1.4415955178721587,-1.508474092713103,-6.938893903907228e-18,1.734723475976807e-17,-2.42861286636753e-17,0.0,-0.01527091719042063,0.25233336237463827,-0.0015654392507826183,-1.4489158007263132,0.015778040288952595,1.0
2010-10,0.31067210500511666,0.06974870013105634,0.3666274239924451,-1.247360697164514,-0.8083019869754681,-1.2672306500787378,-1.5742352859950839,0.09761596218870014,-1.50101709965557,-1.7759037502597654,-1.4822639822707175,-0.16538534867465718,-1.372337515541105,-1.6289554641624437,-1.6325178633585316,-1.6225580182075807,-1.7663944982579123,-1.5680652800832904,-0.7289453455890604,-1.5101903109832444,-1.4415955178721587,-1.508474092713103,-6.938893903907228e-18,1.734723475976807e-17,4.163336342344337e-17,0.0,0.5230123743532129,-0.0017048062368624389,0.2524726244264019,-1.2538736295058936,0.7133708190395334,1.0
2010-11,-0.9377766572385438,-0.5540917885413839,-0.4907029665981574,-0.6212040154681346,0.1367712798074512,-1.2672306500787378,-1.5742352859950839,0.09761596218870014,-1.50101709965557,-1.7759037502597654,-1.4822639822707175,-0.16538534867465718,-1.372337515541105,-1.6289554641624437,-1.6325178633585316,-1.6225580182075807,-1.7663944982579123,-1.5680652800832904,-0.7289453455890604,-1.5101903109832444,-1.4415955178721587,-1.508474092713103,-6.938893903907228e-18,1.734723475976807e-17,4.163336342344337e-17,0.0,0.9298791977978932,-0.0017048062368624389,-0.0015654392507826183,-0.7262037136073767,1.2107528277522928,0.0
