year,month,tavg,tmax,tmin,pcp,zndx
2000,1,38.9,54.5,23.3,0.23,-2.23
2000,2,43.7,59.8,27.6,0.16,-3.09
2000,3,45.7,61.3,30.1,1.62,1.09
2000,4,55.5,72.6,38.4,0.34,-2.02
2000,5,66.0,84.0,47.9,0.12,-4.47
2000,6,70.7,85.8,55.6,2.27,1.54
2000,7,74.6,89.7,59.4,1.71,-2.35
2000,8,73.2,88.1,58.2,1.69,-2.65
2000,9,68.0,85.0,51.1,0.22,-4.27
2000,10,53.9,66.6,41.3,3.23,5.07
2000,11,37.1,49.7,24.6,1.29,2.8
2000,12,35.2,49.3,21.2,0.48,-0.15
2001,1,31.8,44.5,19.1,1.16,2.26
2001,2,39.3,53.4,25.2,0.7,0.44
2001,3,44.4,58.4,30.3,1.06,1.22
2001,4,54.2,70.8,37.5,0.41,0.23
2001,5,63.1,79.7,46.5,1.02,1.06
2001,6,71.5,88.5,54.6,0.8,0.16
2001,7,75.2,89.9,60.5,1.78,-1.36
2001,8,71.5,85.6,57.3,2.39,-0.34
2001,9,66.7,82.7,50.7,0.92,-2.31
2001,10,56.8,73.5,40.0,0.23,-2.57
2001,11,45.7,59.1,32.2,0.94,0.25
2001,12,34.7,49.4,19.9,0.41,-0.86
2002,1,36.0,50.4,21.7,0.52,-0.8
2002,2,37.0,52.8,21.2,0.33,-0.95
2002,3,43.6,61.2,26.0,0.43,-0.75
2002,4,57.3,74.3,40.4,0.26,-2.93
2002,5,62.7,80.7,44.6,0.14,-3.79
2002,6,73.8,91.2,56.4,0.73,-2.75
2002,7,73.8,88.2,59.3,2.25,-0.76
2002,8,73.2,88.6,57.8,1.75,-2.51
2002,9,65.4,79.4,51.4,2.61,1.77
2002,10,52.8,66.4,39.2,1.54,1.13
2002,11,42.5,56.5,28.5,0.56,-0.32
2002,12,34.5,46.6,22.4,1.17,1.19
2003,1,40.2,55.8,24.5,0.07,-2.71
2003,2,38.6,51.5,25.7,1.07,0.95
2003,3,45.1,60.2,29.9,0.67,-0.22
2003,4,52.9,69.9,36.0,0.16,-1.6
2003,5,63.2,80.4,46.0,0.38,-3.0
2003,6,69.2,85.4,52.9,1.26,-0.58
2003,7,76.8,93.0,60.5,0.78,-5.17
2003,8,73.5,87.9,59.1,1.63,-2.85
2003,9,66.0,81.3,50.7,0.94,-2.24
2003,10,58.9,74.6,43.2,1.03,-0.98
2003,11,44.6,58.4,30.7,0.86,0.19
2003,12,36.8,52.0,21.6,0.22,-1.67
2004,1,36.6,49.9,23.3,0.49,-1.15
2004,2,35.0,48.5,21.4,1.07,1.39
2004,3,49.7,64.5,34.8,0.87,-0.92
2004,4,51.4,65.1,37.7,2.61,4.3
2004,5,63.1,80.2,46.0,0.17,-1.8
2004,6,69.9,86.8,52.9,1.2,-0.66
2004,7,72.3,87.4,57.3,2.32,-0.08
2004,8,69.3,83.5,55.1,2.25,-0.4
2004,9,63.9,78.5,49.2,2.22,1.14
2004,10,54.2,67.7,40.7,1.61,1.12
2004,11,41.4,53.0,29.7,1.71,3.07
2004,12,35.7,49.5,21.9,0.73,0.17
2005,1,39.9,52.4,27.4,1.63,2.25
2005,2,40.1,50.3,29.9,1.85,3.47
2005,3,43.1,56.9,29.3,1.13,1.62
2005,4,51.7,68.0,35.4,0.84,1.63
2005,5,61.6,77.3,45.9,1.21,2.26
2005,6,69.8,87.0,52.6,0.47,0.26
2005,7,75.0,91.3,58.6,0.98,-3.13
2005,8,70.8,84.2,57.3,3.03,1.35
2005,9,67.3,82.2,52.3,1.83,-0.26
2005,10,55.2,69.2,41.1,1.24,0.12
2005,11,45.3,62.2,28.4,0.06,-2.13
2005,12,36.8,52.6,20.9,0.07,-2.07
2006,1,38.2,54.7,21.6,0.16,-2.45
2006,2,40.1,57.1,23.1,0.11,-2.44
2006,3,45.3,60.0,30.6,0.55,-1.73
2006,4,56.2,73.6,38.9,0.29,-3.27
2006,5,65.0,82.5,47.6,0.39,-3.54
2006,6,73.0,89.6,56.4,1.05,-1.82
2006,7,74.6,88.3,60.9,3.21,1.62
2006,8,70.2,81.8,58.7,4.78,5.46
2006,9,60.9,74.4,47.4,2.36,2.08
2006,10,53.6,67.9,39.3,1.88,1.85
2006,11,45.3,61.8,28.9,0.17,-1.81
2006,12,34.5,48.4,20.7,1.02,0.78
2007,1,30.8,42.8,18.8,1.04,1.37
2007,2,39.2,53.6,24.7,0.53,-0.46
2007,3,47.6,63.8,31.3,1.03,0.21
2007,4,51.6,67.4,35.7,0.77,0.55
2007,5,60.0,74.6,45.3,1.98,2.22
2007,6,69.8,86.4,53.2,1.14,-0.09
2007,7,73.3,87.9,58.6,2.33,0.07
2007,8,73.7,87.9,59.4,1.99,-1.83
2007,9,67.0,81.3,52.6,1.8,-0.33
2007,10,56.5,73.7,39.2,0.25,-2.49
2007,11,46.1,62.3,29.8,0.42,-1.28
2007,12,35.0,47.9,22.1,1.47,1.96
2008,1,32.5,46.4,18.5,0.61,0.19
2008,2,39.6,54.8,24.4,0.56,-0.47
2008,3,44.9,61.8,28.0,0.19,-1.44
2008,4,51.6,69.4,33.8,0.16,-1.83
2008,5,60.2,77.0,43.4,0.98,-0.52
2008,6,71.9,89.5,54.4,0.56,-2.12
2008,7,72.0,85.0,59.1,4.06,4.65
2008,8,71.0,84.5,57.4,2.78,0.6
2008,9,63.7,78.2,49.2,1.27,-1.03
2008,10,54.9,71.0,38.7,1.32,0.33
2008,11,44.6,60.5,28.7,0.38,-1.14
2008,12,36.8,50.6,23.0,0.87,0.09
2009,1,37.8,53.5,22.0,0.2,-1.97
2009,2,41.8,58.4,25.1,0.19,-2.21
2009,3,47.2,63.2,31.2,0.49,-2.2
2009,4,51.7,68.1,35.3,0.46,-1.93
2009,5,63.6,79.4,47.9,0.91,-1.97
2009,6,69.0,84.1,53.9,1.48,-0.18
2009,7,74.8,89.8,59.7,2.67,0.15
2009,8,72.2,87.8,56.6,1.26,-3.47
2009,9,63.9,78.4,49.4,1.75,0.01
2009,10,52.5,67.3,37.8,1.17,0.27
2009,11,45.2,61.5,29.0,0.4,-1.2
2009,12,31.6,44.2,19.1,0.96,0.84
2010,1,33.6,47.3,19.8,1.44,2.45
2010,2,35.1,47.0,23.2,1.18,2.15
2010,3,43.1,58.2,28.0,1.0,1.17
2010,4,52.7,68.2,37.3,0.87,1.34
2010,5,59.9,76.7,43.0,0.47,-0.5
2010,6,72.6,89.5,55.7,0.89,-0.09
2010,7,73.4,86.6,60.0,3.7,3.88
2010,8,72.3,86.6,58.0,2.26,-0.7
2010,9,68.3,83.9,52.7,1.43,-1.35
2010,10,56.7,72.0,41.3,0.81,-1.14
2010,11,42.0,58.2,25.7,0.1,-1.51
2010,12,40.4,54.8,26.1,0.67,-1.0
2011,1,33.8,49.8,17.9,0.08,-1.85
2011,2,35.0,51.1,18.9,0.34,-0.73
2011,3,49.2,66.7,31.6,0.15,-3.39
2011,4,55.6,72.6,38.6,0.25,-3.24
2011,5,59.6,76.7,42.4,0.23,-3.01
2011,6,73.1,91.4,54.8,0.17,-4.03
2011,7,76.6,91.6,61.6,1.7,-2.8
2011,8,76.0,90.6,61.4,1.84,-2.9
2011,9,66.3,81.0,51.6,1.66,-0.61
2011,10,55.3,71.3,39.2,1.08,-0.34
2011,11,43.5,57.9,29.1,0.47,-0.73
2011,12,31.4,42.8,20.0,1.83,3.2
2012,1,38.6,53.3,23.8,0.28,-1.56
2012,2,38.2,52.1,24.3,0.36,-0.86
2012,3,47.8,65.1,30.4,0.27,-1.99
2012,4,56.6,73.7,39.4,0.39,-2.65
2012,5,63.4,80.1,46.6,0.81,-1.72
2012,6,74.2,91.8,56.5,0.33,-3.37
2012,7,74.4,88.4,60.4,1.95,-1.58
