year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,SC,543758.0,662284.0,701063.0,243532.0,517586.0,653028.0,759647.0,335969.0,4416867.0,2150637.0,2266230.0,2977453.0,1245855.0,13825.0,53258.0,2130.0,1693388.0,
2010,SC,546086.0,669191.0,725506.0,254894.0,523175.0,670623.0,781411.0,340542.0,4511428.0,2195677.0,2315751.0,3034000.0,1269484.0,14095.0,54288.0,2053.0,1741994.0,0400000US45
2011,SC,548800.0,676752.0,735987.0,265478.0,526336.0,675345.0,796148.0,351018.0,4575864.0,2227017.0,2348847.0,3075318.0,1281627.0,14939.0,56575.0,1920.0,1758732.0,0400000US45
2012,SC,548747.0,683220.0,742966.0,276965.0,529075.0,680711.0,805534.0,363133.0,4630351.0,2251898.0,2378453.0,3108466.0,1290704.0,15122.0,57635.0,1791.0,1768255.0,0400000US45
2013,SC,549498.0,687354.0,749206.0,290247.0,529579.0,684956.0,812794.0,375968.0,4679602.0,2276305.0,2403297.0,3144146.0,1298534.0,14732.0,61097.0,2128.0,1780251.0,0400000US45
2014,SC,549018.0,691240.0,753225.0,304837.0,531010.0,688904.0,818425.0,390614.0,4727273.0,2298320.0,2428953.0,3176381.0,1305347.0,15137.0,63199.0,2326.0,1795715.0,0400000US45
2015,SC,550518.0,694160.0,757675.0,320056.0,531315.0,692495.0,824634.0,406723.0,4777576.0,2322409.0,2455167.0,3210708.0,1315058.0,14966.0,66982.0,2588.0,1815094.0,0400000US45
2016,SC,551976.0,697137.0,762566.0,336659.0,533803.0,699833.0,827610.0,425021.0,4834605.0,2348338.0,2486267.0,3252252.0,1322368.0,15417.0,68553.0,2784.0,1839041.0,0400000US45
2017,SC,555403.0,705290.0,763702.0,352364.0,535552.0,706804.0,831437.0,442892.0,4893444.0,2376759.0,2516685.0,3292598.0,1332110.0,14992.0,71994.0,3015.0,1871307.0,0400000US45
2018,SC,558462.0,711639.0,767744.0,367881.0,537789.0,714656.0,836552.0,461202.0,4955925.0,2405726.0,2550199.0,3332986.0,1339360.0,16686.0,75084.0,3004.0,1894711.0,0400000US45
2019,SC,561749.0,717907.0,771959.0,383857.0,540753.0,722346.0,842534.0,479701.0,5020806.0,2435472.0,2585334.0,3372011.0,1344139.0,17645.0,78805.0,4002.0,1921862.0,0400000US45
2020,SC,565848.0,725666.0,776555.0,400613.0,542757.0,731767.0,848228.0,500083.0,5091517.0,2468682.0,2622835.0,3386329.0,1346560.0,16951.0,83573.0,3633.0,1961481.0,0400000US45
