year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,MI,1248768.0,1460985.0,1681859.0,546018.0,1190203.0,1437410.0,1727935.0,746030.0,10039208.0,4937630.0,5101578.0,7999359.0,1405515.0,52270.0,235442.0,2930.0,3860160.0,
2010,MI,1239556.0,1408409.0,1674152.0,562321.0,1181418.0,1400535.0,1731625.0,754671.0,9952687.0,4884438.0,5068249.0,7895340.0,1401616.0,54502.0,242886.0,2722.0,3843997.0,0400000US26
2011,MI,1217610.0,1395751.0,1678453.0,575815.0,1160542.0,1387398.0,1739345.0,765707.0,9920621.0,4867629.0,5052992.0,7869573.0,1395245.0,54638.0,244623.0,2690.0,3825182.0,0400000US26
2012,MI,1196994.0,1387144.0,1678766.0,592457.0,1141418.0,1376589.0,1744128.0,779768.0,9897264.0,4855361.0,5041903.0,7852317.0,1391269.0,55723.0,245587.0,2678.0,3818931.0,0400000US26
2013,MI,1179540.0,1380703.0,1680677.0,610382.0,1124215.0,1368203.0,1747524.0,794851.0,9886095.0,4851302.0,5034793.0,7841011.0,1385154.0,54881.0,251175.0,2230.0,3823280.0,0400000US26
2014,MI,1165087.0,1381693.0,1678366.0,629531.0,1109190.0,1368417.0,1744191.0,812549.0,9889024.0,4854677.0,5034347.0,7829621.0,1383205.0,54960.0,258567.0,1995.0,3827880.0,0400000US26
2015,MI,1151502.0,1388518.0,1671133.0,650820.0,1098151.0,1372888.0,1735514.0,832045.0,9900571.0,4861973.0,5038598.0,7823875.0,1381388.0,53951.0,268766.0,2083.0,3841148.0,0400000US26
2016,MI,1140156.0,1400349.0,1655876.0,673504.0,1087607.0,1377748.0,1720166.0,854194.0,9909600.0,4869885.0,5039715.0,7817827.0,1376446.0,52891.0,276769.0,2492.0,3860394.0,0400000US26
2017,MI,1129721.0,1410277.0,1642759.0,697822.0,1078800.0,1383217.0,1705561.0,877411.0,9925568.0,4880579.0,5044989.0,7813199.0,1374515.0,51804.0,289082.0,2808.0,3888646.0,0400000US26
2018,MI,1123611.0,1426936.0,1628077.0,720494.0,1072487.0,1394696.0,1690737.0,900450.0,9957488.0,4899118.0,5058370.0,7818588.0,1375424.0,53235.0,304403.0,2979.0,3909509.0,0400000US26
2019,MI,1114590.0,1436181.0,1611162.0,743307.0,1063288.0,1399393.0,1674308.0,923036.0,9965265.0,4905240.0,5060025.0,7813755.0,1374314.0,53316.0,311721.0,3099.0,3935041.0,0400000US26
2020,MI,1107246.0,1441224.0,1597725.0,765770.0,1054517.0,1403218.0,1657136.0,947071.0,9973907.0,4911965.0,5061942.0,7735902.0,1360149.0,50035.0,316844.0,3117.0,3980408.0,0400000US26
