year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,UT,424844.0,468350.0,335741.0,104876.0,400645.0,454378.0,333381.0,129601.0,2651816.0,1333811.0,1318005.0,2376805.0,27229.0,32008.0,52964.0,20531.0,831563.0,
2010,UT,428734.0,463528.0,336403.0,106195.0,405014.0,452400.0,335860.0,129102.0,2657236.0,1334860.0,1322376.0,2375876.0,27030.0,30831.0,53046.0,23944.0,859158.0,0400000US49
2011,UT,437920.0,471545.0,344809.0,109896.0,413756.0,459146.0,345050.0,133257.0,2715379.0,1364170.0,1351209.0,2426175.0,29056.0,30842.0,54866.0,25137.0,871358.0,0400000US49
2012,UT,445729.0,477437.0,352575.0,114245.0,421361.0,465371.0,351832.0,137683.0,2766233.0,1389986.0,1376247.0,2465277.0,29912.0,30823.0,56081.0,25766.0,880873.0,0400000US49
2013,UT,451982.0,483904.0,359436.0,118945.0,427518.0,470378.0,359042.0,142468.0,2813673.0,1414267.0,1399406.0,2487467.0,31101.0,31696.0,58150.0,26145.0,886770.0,0400000US49
2014,UT,456815.0,489205.0,366459.0,124169.0,432130.0,475975.0,365856.0,147502.0,2858111.0,1436648.0,1421463.0,2515352.0,31163.0,31999.0,60631.0,26491.0,896194.0,0400000US49
2015,UT,460875.0,494402.0,374132.0,129820.0,436643.0,481141.0,373391.0,152975.0,2903379.0,1459229.0,1444150.0,2544735.0,31909.0,31824.0,64102.0,26147.0,906292.0,0400000US49
2016,UT,464852.0,502316.0,379831.0,136056.0,440344.0,486358.0,379384.0,159286.0,2948427.0,1483055.0,1465372.0,2572595.0,32512.0,31686.0,66039.0,26411.0,918367.0,0400000US49
2017,UT,468763.0,509358.0,386719.0,141774.0,442648.0,492306.0,387052.0,165321.0,2993941.0,1506614.0,1487327.0,2600077.0,33619.0,32079.0,67545.0,26742.0,938365.0,0400000US49
2018,UT,472127.0,517039.0,395507.0,148095.0,446922.0,498335.0,395151.0,172174.0,3045350.0,1532768.0,1512582.0,2632056.0,35862.0,32657.0,69810.0,27096.0,957619.0,0400000US49
2019,UT,474536.0,526347.0,403003.0,154982.0,449047.0,505909.0,404057.0,178967.0,3096848.0,1558868.0,1537980.0,2676482.0,36849.0,33721.0,71977.0,27554.0,977313.0,0400000US49
2020,UT,476348.0,536368.0,411794.0,162440.0,451221.0,513729.0,412769.0,186570.0,3151239.0,1586950.0,1564289.0,2682881.0,38059.0,33222.0,73190.0,29450.0,1003345.0,0400000US49
