year,month,Unnamed: 0,fips,state,count,avgTemp,minTemp,maxTemp,precipitation,zindex,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income
2000,1,2000-01,24,,0,32.5,23.0,23.7,3.15,-0.01,,,,,,,,,,,,,,,,,
2000,2,2000-02,24,,0,38.7,28.1,29.7,2.3,-1.07,,,,,,,,,,,,,,,,,
2000,3,2000-03,24,,0,48.4,36.7,42.7,4.95,0.78,,,,,,,,,,,,,,,,,
2000,4,2000-04,24,,0,52.7,42.4,48.1,4.28,0.98,,,,,,,,,,,,,,,,,
2000,5,2000-05,24,,0,64.9,53.7,60.4,3.27,-1.14,,,,,,,,,,,,,,,,,
2000,6,2000-06,24,,0,72.4,62.4,71.0,4.98,1.28,,,,,,,,,,,,,,,,,
2000,7,2000-07,24,,0,72.0,62.5,73.7,6.39,3.29,,,,,,,,,,,,,,,,,
2000,8,2000-08,24,,0,72.6,63.4,73.5,4.1,0.56,,,,,,,,,,,,,,,,,
2000,9,2000-09,24,,0,65.7,55.7,65.6,5.28,2.52,,,,,,,,,,,,,,,,,
2000,10,2000-10,24,,0,57.2,45.1,54.8,0.35,-2.86,,,,,,,,,,,,,,,,,
2000,11,2000-11,24,,0,43.3,33.3,41.4,2.05,-1.0,,,,,,,,,,,,,,,,,
2000,12,2000-12,24,,0,29.2,20.5,26.0,2.82,-0.07,,,,,,,,,,,,,,,,,
2001,1,2001-01,24,,0,32.2,23.7,24.9,2.75,-0.5,,,,,,,,,,,,,,,,,
2001,2,2001-02,24,,0,38.0,28.1,27.2,2.2,-1.13,,,,,,,,,,,,,,,,,
2001,3,2001-03,24,,0,40.4,30.9,34.4,4.95,1.68,,,,,,,,,,,,,,,,,
2001,4,2001-04,24,,0,54.5,42.6,49.1,2.06,-2.0,,,,,,,,,,,,,,,,,
2001,5,2001-05,24,,0,62.6,51.3,68.4,4.44,0.47,,,,,,,,,,,,,,,,,
2001,6,2001-06,24,,0,72.4,62.0,74.3,4.65,0.99,,,,,,,,,,,,,,,,,
2001,7,2001-07,24,,0,72.3,61.6,75.2,4.48,1.12,,,,,,,,,,,,,,,,,
2001,8,2001-08,24,,2,76.0,66.2,79.7,4.31,0.13,,,,,,,,,,,,,,,,,
2001,9,2001-09,24,,4,65.6,54.4,69.4,2.4,-0.89,,,,,,,,,,,,,,,,,
2001,10,2001-10,24,,0,56.5,43.8,58.2,0.92,-2.79,,,,,,,,,,,,,,,,,
2001,11,2001-11,24,,0,50.8,38.5,44.9,1.01,-3.79,,,,,,,,,,,,,,,,,
2001,12,2001-12,24,,0,42.6,33.1,36.1,1.85,-3.48,,,,,,,,,,,,,,,,,
2002,1,2002-01,24,,0,39.0,29.7,29.2,2.32,-2.37,,,,,,,,,,,,,,,,,
2002,2,2002-02,24,,0,39.8,28.2,30.6,0.58,-3.75,,,,,,,,,,,,,,,,,
2002,3,2002-03,24,,0,45.4,34.5,36.5,4.22,0.2,,,,,,,,,,,,,,,,,
2002,4,2002-04,24,,0,56.6,44.8,49.0,3.73,-0.28,,,,,,,,,,,,,,,,,
2002,5,2002-05,24,,0,62.0,50.1,60.6,3.3,-0.67,,,,,,,,,,,,,,,,,
2002,6,2002-06,24,,0,73.0,61.6,69.6,2.79,-1.33,,,,,,,,,,,,,,,,,
2002,7,2002-07,24,,1,77.6,66.6,76.6,2.66,-2.3,,,,,,,,,,,,,,,,,
