,avgTemp,minTemp,maxTemp,precipitation,zindex,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,1y,1m,2m,3m,3m_average,diff1-2,diff2-3,month_sin,month_cos,count
2010-01,-1.6020039254881013,-0.5411120300658482,-1.682104544169765,1.0420380152116901,-0.00996393420755882,-0.45018073341391057,-1.4425709814661698,-1.8802797914116565,-1.5476452203503785,-0.1183424024874827,-1.4999768953394856,-1.8693060141759388,-1.5296428564920095,-1.6065348324191022,-1.5981390524853047,-1.6143607285116885,-1.579155466266228,-1.6129458005428121,1.7713721910910465,-1.574836214102672,-1.8810968049785906,-1.432489360267655,-3.8163916471489756e-17,-5.204170427930421e-17,0.0,-1.0408340855860843e-17,-0.4967984574399203,0.015450475412607531,0.015548861681998016,0.6812594871986655,1.2107528277522954,0.0
2010-02,-1.5696790916257506,-0.7082583916517162,-1.7858658888359265,0.14747361986883556,-0.7180112304356203,-0.45018073341391057,-1.4425709814661698,-1.8802797914116565,-1.5476452203503785,-0.1183424024874827,-1.4999768953394856,-1.8693060141759388,-1.5296428564920095,-1.6065348324191022,-1.5981390524853047,-1.6143607285116885,-1.579155466266228,-1.6129458005428121,1.7713721910910465,-1.574836214102672,-1.8810968049785906,-1.432489360267655,-3.8163916471489756e-17,-5.204170427930421e-17,0.0,-1.0408340855860843e-17,-0.4967984574399203,0.015450475412607531,0.015548861681998016,1.1855080170264962,0.7133708190395334,0.0
2010-03,-0.7180448484312527,-0.8182929245414724,-0.753956594016236,0.6397324025363363,0.21083079057825946,-0.45018073341391057,-1.4425709814661698,-1.8802797914116565,-1.5476452203503785,-0.1183424024874827,-1.4999768953394856,-1.8693060141759388,-1.5296428564920095,-1.6065348324191022,-1.5981390524853047,-1.6143607285116885,-1.579155466266228,-1.6129458005428121,1.7713721910910465,-1.574836214102672,-1.8810968049785906,-1.432489360267655,-3.8163916471489756e-17,-5.204170427930421e-17,0.0,-1.0408340855860843e-17,-0.4967984574399203,0.015450475412607531,0.015548861681998016,1.3687636129463088,0.015778040288952595,0.0
2010-04,0.06903480323110822,-0.5528926448190352,0.053886471891479694,0.7827154575994193,1.4443829711459992,-0.45018073341391057,-1.4425709814661698,-1.8802797914116565,-1.5476452203503785,-0.1183424024874827,-1.4999768953394856,-1.8693060141759388,-1.5296428564920095,-1.6065348324191022,-1.5981390524853047,-1.6143607285116885,-1.579155466266228,-1.6129458005428121,1.7713721910910465,-1.574836214102672,-1.8810968049785906,-1.432489360267655,-3.8163916471489756e-17,-5.204170427930421e-17,0.0,-1.0408340855860843e-17,-0.4967984574399203,0.015450475412607531,0.015548861681998016,1.1855080170264976,-0.7053820354007986,0.0
2010-05,0.48606380657664927,-0.034690719391058784,0.4543711685472571,0.3742191113574331,1.2451888285499793,-0.45018073341391057,-1.4425709814661698,-1.8802797914116565,-1.5476452203503785,-0.1183424024874827,-1.4999768953394856,-1.8693060141759388,-1.5296428564920095,-1.6065348324191022,-1.5981390524853047,-1.6143607285116885,-1.579155466266228,-1.6129458005428121,1.7713721910910465,-1.574836214102672,-1.8810968049785906,-1.432489360267655,-3.8163916471489756e-17,-5.204170427930421e-17,0.0,-1.0408340855860843e-17,-0.4967984574399203,0.015450475412607531,0.015548861681998016,0.6812594871986655,-1.2502707088908618,0.0
2010-06,1.274130574675969,0.7460643903506968,1.1972916956859552,0.2866948728388951,1.3360254144223875,-0.45018073341391057,-1.4425709814661698,-1.8802797914116565,-1.5476452203503785,-0.1183424024874827,-1.4999768953394856,-1.8693060141759388,-1.5296428564920095,-1.6065348324191022,-1.5981390524853047,-1.6143607285116885,-1.579155466266228,-1.6129458005428121,1.7713721910910465,-1.574836214102672,-1.8810968049785906,-1.432489360267655,-3.8163916471489756e-17,-5.204170427930421e-17,0.0,-1.0408340855860843e-17,-0.4967984574399203,0.015450475412607531,0.015548861681998016,-0.016654033921809603,-1.453675654900248,0.0
2010-07,1.3291356147257118,1.259689260473683,1.1972916956859552,-1.4879940849218003,0.9690880637806588,-0.45018073341391057,-1.4425709814661698,-1.8802797914116565,-1.5476452203503785,-0.1183424024874827,-1.4999768953394856,-1.8693060141759388,-1.5296428564920095,-1.6065348324191022,-1.5981390524853047,-1.6143607285116885,-1.579155466266228,-1.6129458005428121,1.7713721910910465,-1.574836214102672,-1.8810968049785906,-1.432489360267655,-3.8163916471489756e-17,-5.204170427930421e-17,0.0,-1.0408340855860843e-17,-0.4967984574399203,0.015450475412607531,0.015548861681998016,-0.7262037136073767,-1.2502707088908604,0.0
2010-08,1.451185196362939,1.1575858105487822,1.5201266778904137,-1.3513941085650794,0.43769477921133687,-0.45018073341391057,-1.4425709814661698,-1.8802797914116565,-1.5476452203503785,-0.1183424024874827,-1.4999768953394856,-1.8693060141759388,-1.5296428564920095,-1.6065348324191022,-1.5981390524853047,-1.6143607285116885,-1.579155466266228,-1.6129458005428121,1.7713721910910465,-1.574836214102672,-1.8810968049785906,-1.432489360267655,3.434752482434078e-16,-5.204170427930421e-17,0.0,-1.0408340855860843e-17,-0.4967984574399203,0.015450475412607531,0.015548861681998016,-1.2538736295058936,-0.7053820354007986,0.0
2010-09,0.9060900131248688,0.8566259236634042,0.8943956781072256,-0.48876353488461555,0.6633119663364213,-0.45018073341391057,-1.4425709814661698,-1.8802797914116565,-1.5476452203503785,-0.1183424024874827,-1.4999768953394856,-1.8693060141759388,-1.5296428564920095,-1.6065348324191022,-1.5981390524853047,-1.6143607285116885,-1.579155466266228,-1.6129458005428121,1.7713721910910465,-1.574836214102672,-1.8810968049785906,-1.432489360267655,-3.8163916471489756e-17,-5.204170427930421e-17,0.0,-1.0408340855860843e-17,-0.4967984574399203,0.015450475412607531,0.015548861681998016,-1.4489158007263132,0.015778040288952595,0.0
2010-10,0.11900074996098417,0.289244987385934,0.2914604170240464,0.6489063610835343,0.8607639400583913,-0.45018073341391057,-1.4425709814661698,-1.8802797914116565,-1.5476452203503785,-0.1183424024874827,-1.4999768953394856,-1.8693060141759388,-1.5296428564920095,-1.6065348324191022,-1.5981390524853047,-1.6143607285116885,-1.579155466266228,-1.6129458005428121,1.7713721910910465,-1.574836214102672,-1.8810968049785906,-1.432489360267655,-3.8163916471489756e-17,-5.204170427930421e-17,0.0,-1.0408340855860843e-17,-0.4967984574399203,0.015450475412607531,0.015548861681998016,-1.2538736295058936,0.7133708190395334,0.0
2010-11,-0.6292772379122276,-0.8182929245414724,-0.5868168361546282,1.0806911994643746,0.5991662029965613,-0.45018073341391057,-1.4425709814661698,-1.8802797914116565,-1.5476452203503785,-0.1183424024874827,-1.4999768953394856,-1.8693060141759388,-1.5296428564920095,-1.6065348324191022,-1.5981390524853047,-1.6143607285116885,-1.579155466266228,-1.6129458005428121,1.7713721910910465,-1.574836214102672,-1.8810968049785906,-1.432489360267655,-3.8163916471489756e-17,-5.204170427930421e-17,0.0,-1.0408340855860843e-17,-0.4967984574399203,0.015450475412607531,0.015548861681998016,-0.7262037136073767,1.2107528277522928,0.0
2010-12,-1.3247628003354088,-1.0191194826613368,-1.351505086739189,1.8617635482015351,1.3431569481466747,-0.45018073341391057,-1.4425709814661698,-1.8802797914116565,-1.5476452203503785,-0.1183424024874827,-1.4999768953394856,-1.8693060141759388,-1.5296428564920095,-1.6065348324191022,-1.5981390524853047,-1.6143607285116885,-1.579155466266228,-1.6129458005428121,1.7713721910910465,-1.574836214102672,-1.8810968049785906,-1.432489360267655,-3.8163916471489756e-17,-5.204170427930421e-17,0.0,-1.0408340855860843e-17,-0.4967984574399203,0.015450475412607531,0.015548861681998016,-0.016654033921809603,1.3902147191927885,0.0
2011-01,-1.614940400229685,-1.18741316044409,-1.5292373431166875,0.439356596022709,-0.7719159950348276,-0.39424741061628005,-1.17606443194729,-1.4353305525369142,-1.354105277097011,0.6522331108443855,-1.2518767026444042,-1.566335324522266,-1.3472535581631497,-1.3116643161275614,-1.3025188635607157,-1.320627222357974,-1.3751570359665846,-1.2904715938938596,1.6766397229903172,-1.33865113521448,-1.3166158768700271,-1.1311163530348443,-3.8163916471489756e-17,-5.204170427930421e-17,0.0,-1.0408340855860843e-17,-0.4967984574399203,0.015450475412607531,0.015548861681998016,0.6812594871986655,1.2107528277522954,0.0
2011-02,-1.3311911556978593,-1.4284304622688044,-1.2532620919237902,0.4884361528017453,0.12633025067143966,-0.39424741061628005,-1.17606443194729,-1.4353305525369142,-1.354105277097011,0.6522331108443855,-1.2518767026444042,-1.566335324522266,-1.3472535581631497,-1.3116643161275614,-1.3025188635607157,-1.320627222357974,-1.3751570359665846,-1.2904715938938596,1.6766397229903172,-1.33865113521448,-1.3166158768700271,-1.1311163530348443,-3.8163916471489756e-17,-5.204170427930421e-17,0.0,-1.0408340855860843e-17,-0.4967984574399203,0.015450475412607531,0.015548861681998016,1.1855080170264962,0.7133708190395334,0.0
2011-03,-0.5027423070357891,-0.6480101761628082,-0.5186243871320135,1.6631075767377943,1.840843281739093,-0.39424741061628005,-1.17606443194729,-1.4353305525369142,-1.354105277097011,0.6522331108443855,-1.2518767026444042,-1.566335324522266,-1.3472535581631497,-1.3116643161275614,-1.3025188635607157,-1.320627222357974,-1.3751570359665846,-1.2904715938938596,1.6766397229903172,-1.33865113521448,-1.3166158768700271,-1.1311163530348443,-3.8163916471489756e-17,-5.204170427930421e-17,0.0,-1.0408340855860843e-17,-0.4967984574399203,0.015450475412607531,0.015548861681998016,1.3687636129463088,0.015778040288952595,0.0
2011-04,0.10651369240237914,-0.7325327480274088,0.22887994037569442,0.8043425192073231,1.6065652958980505,-0.39424741061628005,-1.17606443194729,-1.4353305525369142,-1.354105277097011,0.6522331108443855,-1.2518767026444042,-1.566335324522266,-1.3472535581631497,-1.3116643161275614,-1.3025188635607157,-1.320627222357974,-1.3751570359665846,-1.2904715938938596,1.6766397229903172,-1.33865113521448,-1.3166158768700271,-1.1311163530348443,-3.8163916471489756e-17,-5.204170427930421e-17,0.0,-1.0408340855860843e-17,-0.4967984574399203,0.015450475412607531,0.015548861681998016,1.1855080170264976,-0.7053820354007986,0.0
2011-05,0.4550532568349742,-0.034690719391058784,0.4731871566905907,0.5604287754500281,1.4443829711459992,-0.39424741061628005,-1.17606443194729,-1.4353305525369142,-1.354105277097011,0.6522331108443855,-1.2518767026444042,-1.566335324522266,-1.3472535581631497,-1.3116643161275614,-1.3025188635607157,-1.320627222357974,-1.3751570359665846,-1.2904715938938596,1.6766397229903172,-1.33865113521448,-1.3166158768700271,-1.1311163530348443,-3.8163916471489756e-17,-5.204170427930421e-17,0.0,-1.0408340855860843e-17,-0.4967984574399203,0.015450475412607531,0.015548861681998016,0.6812594871986655,-1.2502707088908618,0.0
