year,month,tavg,tmax,tmin,pcp,zndx
2000,1,15.0,24.9,5.1,3.79,1.18
2000,2,20.8,31.7,10.0,3.51,1.54
2000,3,34.1,44.8,23.3,2.95,-0.49
2000,4,39.8,49.0,30.6,5.93,4.16
2000,5,52.9,63.7,42.1,5.7,2.19
2000,6,60.4,71.0,49.8,3.89,0.1
2000,7,63.1,74.0,52.2,4.95,1.78
2000,8,63.3,73.7,52.9,4.33,1.11
2000,9,55.5,66.6,44.4,2.65,-0.66
2000,10,45.6,56.2,35.0,2.81,-0.37
2000,11,34.8,41.4,28.1,3.19,-0.79
2000,12,16.6,25.9,7.2,4.92,2.21
2001,1,17.8,27.6,7.9,1.55,-1.93
2001,2,19.5,30.0,8.9,3.07,0.78
2001,3,25.2,34.3,16.2,5.62,4.01
2001,4,39.9,51.8,27.9,0.99,-3.73
2001,5,54.8,68.0,41.6,2.44,-2.0
2001,6,63.2,75.2,51.2,3.94,-0.54
2001,7,63.6,75.2,51.9,3.38,-0.76
2001,8,67.9,80.5,55.2,2.25,-3.53
2001,9,57.4,69.5,45.3,4.21,-0.59
2001,10,47.8,59.3,36.2,2.03,-2.83
2001,11,38.5,47.6,29.5,2.5,-3.38
2001,12,29.8,37.9,21.7,2.38,-1.52
2002,1,25.2,33.3,17.2,2.55,-0.54
2002,2,24.0,35.1,12.8,3.28,1.14
2002,3,29.7,38.9,20.5,3.7,1.05
2002,4,43.4,53.9,32.8,4.46,1.11
2002,5,49.4,60.9,37.9,4.56,1.35
2002,6,60.6,72.2,49.0,7.07,4.5
2002,7,66.5,78.2,54.9,3.32,-1.01
2002,8,66.8,79.2,54.4,2.0,-3.38
2002,9,60.4,72.6,48.3,4.99,0.11
2002,10,42.9,52.0,33.8,3.73,0.25
2002,11,32.3,39.8,24.8,4.76,1.65
2002,12,21.6,30.4,12.7,2.84,-0.69
2003,1,9.5,19.4,-0.4,2.01,-1.29
2003,2,14.2,25.1,3.4,1.89,-1.26
2003,3,27.8,39.9,15.8,2.69,-0.51
2003,4,38.1,49.0,27.2,2.81,-0.48
2003,5,51.9,62.9,40.9,4.22,0.57
2003,6,61.7,73.5,50.0,3.12,-1.19
2003,7,66.5,77.5,55.5,4.42,0.3
2003,8,67.3,77.2,57.4,5.51,1.56
2003,9,58.4,69.4,47.5,4.87,1.41
2003,10,44.1,53.8,34.4,6.76,4.72
2003,11,36.5,45.4,27.6,4.68,1.02
2003,12,21.8,31.0,12.6,6.84,4.89
2004,1,7.2,16.2,-1.8,1.2,-2.41
2004,2,17.5,29.6,5.5,1.24,-2.38
2004,3,31.6,41.3,22.0,1.9,-1.73
2004,4,41.4,52.2,30.5,3.22,-0.47
2004,5,54.9,66.8,43.1,5.06,1.12
2004,6,59.4,71.7,47.1,3.24,-0.63
2004,7,65.7,75.7,55.6,5.54,2.1
2004,8,64.5,74.6,54.4,7.46,5.4
2004,9,58.3,69.6,47.0,3.41,-0.08
2004,10,45.4,56.3,34.6,1.5,-1.91
2004,11,34.8,43.8,25.7,3.59,-0.25
2004,12,21.4,30.7,12.1,4.49,1.61
2005,1,13.9,23.9,3.8,3.0,0.08
2005,2,21.1,32.5,9.6,2.41,-0.36
2005,3,25.1,35.9,14.2,2.8,-0.34
2005,4,43.4,55.9,30.9,5.04,2.04
2005,5,48.7,59.2,38.1,2.86,-0.57
2005,6,66.5,77.9,55.1,4.97,0.59
2005,7,68.6,79.7,57.5,4.22,-0.07
2005,8,67.0,78.0,56.0,4.09,-0.17
2005,9,60.6,72.1,49.1,3.86,-0.46
2005,10,47.8,55.4,40.2,10.23,8.03
2005,11,37.0,46.5,27.4,5.52,2.1
2005,12,21.3,29.4,13.2,3.39,0.08
2006,1,26.0,34.9,17.0,4.57,2.26
2006,2,21.3,29.9,12.8,2.18,-0.76
2006,3,28.9,38.3,19.6,1.67,-2.08
2006,4,43.0,55.2,30.8,3.25,-0.74
2006,5,54.2,64.2,44.2,6.71,3.2
2006,6,62.9,72.5,53.3,8.67,6.34
2006,7,69.2,80.1,58.3,5.01,0.94
2006,8,63.4,74.1,52.7,4.75,1.57
2006,9,56.4,66.6,46.2,2.98,-0.36
2006,10,44.4,53.6,35.2,7.28,5.33
2006,11,40.5,48.3,32.6,3.02,-1.72
2006,12,30.5,38.2,22.8,4.19,1.19
2007,1,19.6,28.8,10.4,3.49,0.76
2007,2,12.8,22.4,3.2,2.6,-0.03
2007,3,25.8,37.2,14.4,3.59,0.88
2007,4,38.7,47.9,29.6,5.16,3.15
2007,5,53.3,66.6,39.9,3.03,-1.07
2007,6,62.9,74.9,50.9,3.48,-0.89
2007,7,64.6,75.3,53.8,5.81,2.6
2007,8,64.6,76.6,52.6,3.15,-0.78
2007,9,58.8,71.3,46.3,3.38,-0.66
2007,10,51.1,61.2,41.0,5.66,2.04
2007,11,32.4,40.4,24.5,4.73,1.59
2007,12,21.5,29.2,13.7,4.75,1.97
2008,1,21.5,30.8,12.2,2.39,-0.76
2008,2,20.5,29.9,11.1,6.1,6.0
2008,3,25.8,36.3,15.2,4.85,2.82
2008,4,44.8,57.7,31.8,3.53,-0.64
2008,5,50.0,63.2,36.8,1.45,-2.46
2008,6,63.7,74.2,53.3,6.39,2.68
2008,7,67.0,77.6,56.4,7.26,4.45
2008,8,63.1,73.7,52.6,5.79,3.23
2008,9,58.5,69.2,47.7,3.23,-0.33
2008,10,44.1,54.5,33.7,5.14,2.73
2008,11,34.7,42.1,27.3,2.85,-1.24
2008,12,22.9,32.3,13.4,5.65,3.23
2009,1,10.9,21.3,0.5,2.77,-0.23
2009,2,20.6,31.1,10.1,2.28,-0.59
2009,3,29.6,40.6,18.7,2.52,-0.77
2009,4,43.3,55.2,31.4,2.54,-1.93
2009,5,52.5,64.3,40.6,5.4,1.89
2009,6,60.3,70.3,50.2,4.91,1.54
2009,7,64.0,73.9,54.2,7.07,4.65
2009,8,66.2,76.7,55.6,4.54,0.96
2009,9,55.8,67.5,44.2,2.42,-1.0
2009,10,42.9,50.9,34.9,5.09,2.63
2009,11,39.4,48.8,30.0,4.03,-0.21
2009,12,21.9,29.4,14.3,3.86,0.73
2010,1,20.1,27.6,12.7,2.51,-0.59
2010,2,23.5,29.8,17.3,3.11,0.85
2010,3,35.9,45.6,26.2,3.94,0.72
2010,4,46.2,58.2,34.2,3.32,-1.25
2010,5,56.0,69.4,42.7,2.34,-2.3
2010,6,61.8,72.4,51.2,5.73,2.1
2010,7,69.4,80.6,58.2,3.98,-0.54
2010,8,65.4,76.4,54.4,4.52,0.55
2010,9,59.2,69.4,49.1,3.4,-0.74
2010,10,45.2,54.7,35.8,9.16,7.01
2010,11,35.0,42.9,27.2,3.17,-0.84
2010,12,20.8,27.8,13.8,4.03,0.97
2011,1,15.7,24.4,7.0,2.29,-0.9
2011,2,17.6,28.6,6.6,3.56,1.62
2011,3,27.5,37.0,17.9,4.7,2.59
2011,4,41.7,51.6,31.8,6.22,4.25
2011,5,56.2,66.5,45.9,6.77,2.97
2011,6,62.0,72.9,51.1,4.96,1.32
2011,7,68.5,80.3,56.6,3.43,-1.17
2011,8,65.8,76.4,55.3,10.08,8.29
2011,9,60.8,70.4,51.2,6.11,2.97
2011,10,47.7,56.4,39.0,4.48,1.47
2011,11,40.2,50.2,30.1,2.06,-2.98
2011,12,27.9,36.4,19.4,3.56,0.31
2012,1,21.4,30.2,12.6,2.95,0.02
2012,2,25.6,34.8,16.4,1.22,-2.41
2012,3,38.7,49.8,27.5,1.77,-3.13
2012,4,42.7,54.1,31.3,3.3,-0.6
2012,5,57.5,68.9,46.1,5.56,1.33
2012,6,62.2,73.6,50.9,3.87,-0.23
2012,7,68.0,80.3,55.7,3.54,-1.02
2012,8,67.1,79.4,54.9,3.29,-1.76
2012,9,57.2,69.0,45.4,5.51,1.47
2012,10,49.3,58.2,40.5,5.18,1.98
2012,11,33.1,42.0,24.2,1.13,-3.37
2012,12,27.4,34.5,20.4,5.03,2.36
2013,1,18.6,28.5,8.8,1.87,-1.48
2013,2,21.5,29.3,13.8,1.92,-1.21
2013,3,29.5,37.7,21.3,2.38,-0.99
2013,4,40.8,52.1,29.5,2.62,-1.31
2013,5,55.1,68.2,42.0,5.98,2.19
2013,6,62.0,72.8,51.1,7.96,5.5
2013,7,69.7,80.0,59.4,6.33,2.72
2013,8,64.1,75.2,53.0,3.41,-0.33
2013,9,56.5,67.5,45.5,4.41,1.06
2013,10,47.8,58.3,37.2,2.37,-1.14
2013,11,31.8,40.8,22.7,3.88,0.49
2013,12,21.4,29.3,13.5,3.43,0.13
2014,1,14.6,24.4,4.9,3.11,0.24
2014,2,16.6,26.5,6.7,3.18,0.97
2014,3,18.6,30.8,6.6,3.38,0.56
2014,4,40.5,52.4,28.6,3.25,-0.25
2014,5,53.6,65.0,42.2,4.68,0.86
2014,6,62.6,74.4,50.7,4.57,0.68
2014,7,66.5,77.8,55.2,6.27,3.13
2014,8,63.3,74.1,52.5,3.48,-0.11
2014,9,57.5,69.2,45.8,1.85,-2.2
2014,10,49.3,57.6,40.9,5.13,1.23
2014,11,33.3,41.2,25.5,2.55,-1.47
2014,12,27.0,33.4,20.6,4.63,1.81
2015,1,12.2,23.8,0.6,2.79,-0.21
2015,2,5.3,17.6,-6.8,1.79,-1.43
2015,3,22.3,33.4,11.2,1.34,-2.59
2015,4,39.5,50.6,28.4,2.71,-0.91
2015,5,58.6,72.7,44.5,3.06,-1.83
2015,6,59.9,70.2,49.5,8.63,6.57
2015,7,66.2,77.6,54.9,4.08,0.11
2015,8,66.6,77.8,55.5,2.95,-1.67
2015,9,62.4,74.9,49.9,4.73,0.06
2015,10,44.3,55.0,33.5,3.48,0.13
2015,11,39.2,49.3,29.0,1.81,-3.2
2015,12,35.1,42.1,28.1,5.07,2.04
2016,1,20.9,29.9,11.9,1.62,-1.83
2016,2,23.9,34.0,13.7,4.71,3.61
2016,3,33.6,44.0,23.1,2.96,-0.38
2016,4,38.2,50.8,25.6,2.6,-0.83
2016,5,54.0,66.2,41.9,2.74,-1.52
2016,6,62.0,74.4,49.6,3.29,-1.12
2016,7,67.4,79.3,55.4,3.83,-0.76
2016,8,67.5,78.8,56.2,4.82,0.17
2016,9,59.9,72.2,47.7,2.12,-2.85
2016,10,47.7,56.9,38.5,3.55,-1.15
2016,11,36.8,45.2,28.4,2.78,-2.18
2016,12,23.9,32.2,15.7,3.6,0.37
2017,1,24.8,32.6,17.1,2.53,-0.57
2017,2,25.6,35.2,16.0,2.84,0.38
2017,3,23.5,33.1,13.9,3.3,0.43
2017,4,45.2,56.0,34.3,4.19,0.33
2017,5,51.8,62.1,41.4,5.72,2.38
2017,6,61.5,72.8,50.1,6.46,3.5
2017,7,65.2,75.9,54.6,4.23,0.47
