,avgTemp,minTemp,maxTemp,precipitation,zindex,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,1y,1m,2m,3m,3m_average,diff1-2,diff2-3,month_sin,month_cos,count
2010-01,-1.433306868126786,-1.3518712504065589,-1.57359100713634,-1.062489666390463,-0.43269417058204335,1.5970162783491035,-1.8772597471042596,-0.3441097424494866,-1.5118783074611217,1.5920258380634624,-1.803224383007608,0.010058902409804145,-1.4907406084026211,-1.8655163654390041,-1.8354759757246535,-1.8912364051919148,0.9396702667753926,-1.6449185390827963,-1.660784767652567,-1.552741630690203,-1.7981911930882104,-1.5201577836506377,-0.5821844746530072,-0.623146886308285,-0.6150741501700676,-0.6071857095438601,-0.7899027193016925,0.02294469468447298,0.02326938481639828,0.6812594871986655,1.2107528277522954,0.0
2010-02,-1.2232983333466847,-1.1563566907158094,-1.5942896758830767,-0.7280769965041168,0.07861491513438308,1.5970162783491035,-1.8772597471042596,-0.3441097424494866,-1.5118783074611217,1.5920258380634624,-1.803224383007608,0.010058902409804145,-1.4907406084026211,-1.8655163654390041,-1.8354759757246535,-1.8912364051919148,0.9396702667753926,-1.6449185390827963,-1.660784767652567,-1.552741630690203,-1.7981911930882104,-1.5201577836506377,-0.5821844746530072,-0.623146886308285,-0.6150741501700676,-0.6071857095438601,-0.7899027193016925,0.02294469468447298,0.02326938481639828,1.1855080170264962,0.7133708190395334,0.0
2010-03,-0.8184689654945827,-0.512818235271569,-0.8209413117457972,0.11494193731852899,-0.03511594212435955,1.5970162783491035,-1.8772597471042596,-0.3441097424494866,-1.5118783074611217,1.5920258380634624,-1.803224383007608,0.010058902409804145,-1.4907406084026211,-1.8655163654390041,-1.8354759757246535,-1.8912364051919148,0.9396702667753926,-1.6449185390827963,-1.660784767652567,-1.552741630690203,-1.7981911930882104,-1.5201577836506377,-0.5821844746530072,-0.623146886308285,-0.6150741501700676,-0.6071857095438601,-0.7899027193016925,0.02294469468447298,0.02326938481639828,1.3687636129463088,0.015778040288952595,0.0
2010-04,-0.6634857097471842,-0.036970163839626195,-0.129474186492549,-1.4392979849824423,-2.717301147494127,1.5970162783491035,-1.8772597471042596,-0.3441097424494866,-1.5118783074611217,1.5920258380634624,-1.803224383007608,0.010058902409804145,-1.4907406084026211,-1.8655163654390041,-1.8354759757246535,-1.8912364051919148,0.9396702667753926,-1.6449185390827963,-1.660784767652567,-1.552741630690203,-1.7981911930882104,-1.5201577836506377,-0.5821844746530072,-0.623146886308285,-0.6150741501700676,-0.6071857095438601,-0.7899027193016925,0.02294469468447298,0.02326938481639828,1.1855080170264976,-0.7053820354007986,0.0
2010-05,-0.11606809929767446,0.5785519396378882,0.45894107490726643,-0.8222482510478019,-1.4735373826233933,1.5970162783491035,-1.8772597471042596,-0.3441097424494866,-1.5118783074611217,1.5920258380634624,-1.803224383007608,0.010058902409804145,-1.4907406084026211,-1.8655163654390041,-1.8354759757246535,-1.8912364051919148,0.9396702667753926,-1.6449185390827963,-1.660784767652567,-1.552741630690203,-1.7981911930882104,-1.5201577836506377,-0.5821844746530072,-0.623146886308285,-0.6150741501700676,-0.6071857095438601,-0.7899027193016925,0.02294469468447298,0.02326938481639828,0.6812594871986655,-1.2502707088908618,0.0
2010-06,0.8413192429845349,1.1345410401850093,1.3460960262886048,1.358018417887845,1.1148041751882187,1.5970162783491035,-1.8772597471042596,-0.3441097424494866,-1.5118783074611217,1.5920258380634624,-1.803224383007608,0.010058902409804145,-1.4907406084026211,-1.8655163654390041,-1.8354759757246535,-1.8912364051919148,0.9396702667753926,-1.6449185390827963,-1.660784767652567,-1.552741630690203,-1.7981911930882104,-1.5201577836506377,-0.5821844746530072,-0.623146886308285,-0.6150741501700676,-0.6071857095438601,-0.7899027193016925,0.02294469468447298,0.02326938481639828,-0.016654033921809603,-1.453675654900248,0.0
2010-07,1.3519655649940354,1.50438107340159,1.1449921023045346,0.408408292899984,-0.0022902832195805137,1.5970162783491035,-1.8772597471042596,-0.3441097424494866,-1.5118783074611217,1.5920258380634624,-1.803224383007608,0.010058902409804145,-1.4907406084026211,-1.8655163654390041,-1.8354759757246535,-1.8912364051919148,0.9396702667753926,-1.6449185390827963,-1.660784767652567,-1.552741630690203,-1.7981911930882104,-1.5201577836506377,0.14059122431182208,-0.623146886308285,-0.6150741501700676,-0.6071857095438601,-0.7899027193016925,0.02294469468447298,0.02326938481639828,-0.7262037136073767,-1.2502707088908604,11.0
2010-08,1.1981393003856842,1.3451320020875828,1.1449921023045346,0.7216234556999247,0.5644303885984191,1.5970162783491035,-1.8772597471042596,-0.3441097424494866,-1.5118783074611217,1.5920258380634624,-1.803224383007608,0.010058902409804145,-1.4907406084026211,-1.8655163654390041,-1.8354759757246535,-1.8912364051919148,0.9396702667753926,-1.6449185390827963,-1.660784767652567,-1.552741630690203,-1.7981911930882104,-1.5201577836506377,-0.5821844746530072,1.9833328464965159,-0.6150741501700676,-0.6071857095438601,0.7993993112559419,1.3200555324322043,0.02326938481639828,-1.2538736295058936,-0.7053820354007986,52.0
2010-09,1.0282368762855605,0.8805943524939623,0.9578132799299984,-0.1730451289476001,-0.41460628369817376,1.5970162783491035,-1.8772597471042596,-0.3441097424494866,-1.5118783074611217,1.5920258380634624,-1.803224383007608,0.010058902409804145,-1.4907406084026211,-1.8655163654390041,-1.8354759757246535,-1.8912364051919148,0.9396702667753926,-1.6449185390827963,-1.660784767652567,-1.552741630690203,-1.7981911930882104,-1.5201577836506377,1.5681420010429759,2.1668366221570774,1.9965290706175687,-0.6071857095438601,1.8807191398596774,4.473469118500992,1.3203304415516368,-1.4489158007263132,0.015778040288952595,26.0
2010-10,0.04140508104782432,0.13066786463626948,0.1335088590471086,1.9410725062437728,1.923318179904037,1.5970162783491035,-1.8772597471042596,-0.3441097424494866,-1.5118783074611217,1.5920258380634624,-1.803224383007608,0.010058902409804145,-1.4907406084026211,-1.8655163654390041,-1.8354759757246535,-1.8912364051919148,0.9396702667753926,-1.6449185390827963,-1.660784767652567,-1.552741630690203,-1.7981911930882104,-1.5201577836506377,-0.5821844746530072,2.160238110093753,2.1734349245501536,2.0081505834525797,1.9044749648481685,-3.434512743773159,4.473082638853129,-1.2538736295058936,0.7133708190395334,0.0
