year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,MD,697629.0,829981.0,926601.0,276156.0,668668.0,841854.0,1009506.0,387023.0,5637418.0,2730367.0,2907051.0,3433516.0,1625880.0,15394.0,277732.0,3010.0,2092538.0,
2010,MD,695122.0,830541.0,943529.0,284866.0,666970.0,851131.0,1031850.0,392414.0,5696423.0,2754058.0,2942365.0,3396216.0,1665235.0,16213.0,304574.0,2977.0,2121047.0,0400000US24
2011,MD,691946.0,835556.0,953913.0,293370.0,663778.0,854253.0,1042481.0,401248.0,5736545.0,2774785.0,2961760.0,3397326.0,1683842.0,16603.0,312883.0,2708.0,2128377.0,0400000US24
2012,MD,689011.0,843860.0,962360.0,303644.0,661692.0,861245.0,1051602.0,412082.0,5785496.0,2798875.0,2986621.0,3408049.0,1700174.0,17323.0,323363.0,2419.0,2138806.0,0400000US24
2013,MD,687641.0,851793.0,970589.0,314508.0,661152.0,865739.0,1058713.0,424164.0,5834299.0,2824531.0,3009768.0,3406243.0,1717582.0,17535.0,332620.0,2570.0,2146240.0,0400000US24
2014,MD,687884.0,862194.0,974750.0,326410.0,661092.0,874087.0,1063712.0,437647.0,5887776.0,2851238.0,3036538.0,3418336.0,1737155.0,16429.0,344956.0,2425.0,2155983.0,0400000US24
2015,MD,687212.0,869327.0,976961.0,339143.0,661068.0,881081.0,1063738.0,452008.0,5930538.0,2872643.0,3057895.0,3416107.0,1750916.0,15579.0,357616.0,2754.0,2166389.0,0400000US24
2016,MD,687108.0,873755.0,973391.0,352480.0,660702.0,884560.0,1060336.0,467570.0,5959902.0,2886734.0,3073168.0,3408240.0,1765926.0,15946.0,362259.0,2792.0,2177492.0,0400000US24
2017,MD,687440.0,879713.0,972931.0,366193.0,660173.0,887450.0,1059187.0,482992.0,5996079.0,2906277.0,3089802.0,3395212.0,1782256.0,16281.0,373065.0,2830.0,2181093.0,0400000US24
2018,MD,685863.0,880096.0,966498.0,377866.0,658314.0,885375.0,1051952.0,497471.0,6003435.0,2910323.0,3093112.0,3373181.0,1788090.0,15644.0,374277.0,3059.0,2192518.0,0400000US24
2019,MD,684810.0,880848.0,961826.0,390129.0,656872.0,886282.0,1045532.0,512549.0,6018848.0,2917613.0,3101235.0,3343003.0,1799094.0,16762.0,378126.0,3034.0,2205204.0,0400000US24
2020,MD,683905.0,883091.0,956043.0,402605.0,656861.0,886259.0,1040590.0,528270.0,6037624.0,2925644.0,3111980.0,3275048.0,1803128.0,15860.0,384429.0,2650.0,2230527.0,0400000US24
