year,month,tavg,tmax,tmin,pcp,zndx
2000,1,33.0,43.0,23.0,1.37,-1.65
2000,2,42.2,52.9,31.5,2.74,-0.39
2000,3,48.2,59.8,36.7,2.55,-1.37
2000,4,54.4,67.4,41.4,1.23,-2.81
2000,5,67.2,78.4,56.0,4.16,-1.41
2000,6,71.2,81.3,61.0,6.94,2.53
2000,7,76.1,85.9,66.4,4.05,1.06
2000,8,79.5,90.9,68.2,2.69,-0.82
2000,9,69.0,82.7,55.3,2.83,-1.04
2000,10,60.1,71.8,48.4,2.81,-0.98
2000,11,39.8,49.2,30.4,2.88,-0.31
2000,12,21.1,30.1,12.1,1.45,-1.22
2001,1,29.4,38.5,20.3,1.98,0.17
2001,2,34.3,44.4,24.2,4.39,3.55
2001,3,40.1,50.9,29.2,1.71,-1.51
2001,4,60.5,72.2,48.8,2.97,-1.72
2001,5,65.9,76.9,54.9,5.5,0.62
2001,6,71.7,82.3,61.2,5.91,1.55
2001,7,78.9,88.8,68.9,4.87,1.65
2001,8,77.2,88.6,65.8,2.98,-0.18
2001,9,66.3,78.2,54.4,3.48,0.05
2001,10,55.8,67.9,43.7,4.36,1.43
2001,11,51.1,62.6,39.7,2.55,-0.31
2001,12,38.5,48.3,28.7,2.91,0.98
2002,1,35.1,45.9,24.3,2.64,1.11
2002,2,37.3,48.1,26.5,1.42,-0.75
2002,3,40.5,52.2,28.7,3.51,0.66
2002,4,57.3,69.1,45.6,4.6,0.62
2002,5,61.4,72.7,50.1,9.6,5.52
2002,6,74.7,85.4,64.0,2.95,-1.65
2002,7,79.0,90.0,68.1,3.11,-0.82
2002,8,76.9,87.8,65.9,3.74,-0.33
2002,9,70.8,83.5,58.2,1.94,-2.4
2002,10,53.1,63.3,42.9,3.54,0.25
2002,11,42.0,52.5,31.4,0.84,-2.51
2002,12,35.7,45.9,25.5,2.32,-1.09
2003,1,27.4,37.3,17.6,0.59,-2.08
2003,2,31.2,40.7,21.8,2.46,0.16
2003,3,44.6,56.5,32.7,2.3,-1.25
2003,4,56.7,68.4,44.9,4.04,0.07
2003,5,63.5,74.6,52.4,4.9,0.37
2003,6,69.2,80.0,58.4,4.72,0.73
2003,7,78.1,89.4,66.8,2.47,-0.89
2003,8,78.8,90.8,66.8,3.74,-0.16
2003,9,64.8,76.6,53.0,5.19,1.59
2003,10,57.2,69.7,44.8,2.24,-0.75
2003,11,46.3,55.9,36.8,4.08,1.15
2003,12,36.2,44.8,27.7,3.3,1.58
2004,1,29.8,39.2,20.4,2.16,0.63
2004,2,33.1,43.4,22.8,0.93,-1.2
2004,3,48.3,58.7,37.8,4.98,1.6
2004,4,56.2,67.6,44.7,3.43,-0.56
2004,5,67.0,77.5,56.6,5.65,0.6
2004,6,70.8,81.0,60.6,3.47,-0.65
2004,7,74.3,83.9,64.6,5.65,2.86
2004,8,70.7,81.5,59.9,5.21,3.01
2004,9,68.5,81.4,55.7,1.14,-1.67
2004,10,58.4,68.9,47.8,4.76,1.75
2004,11,47.8,56.1,39.4,5.71,3.55
2004,12,34.7,44.9,24.5,1.44,-0.56
2005,1,33.3,41.1,25.4,4.94,3.97
2005,2,40.1,49.6,30.7,2.37,0.35
2005,3,43.4,55.0,31.7,1.62,-1.96
2005,4,56.8,68.2,45.4,3.35,-0.73
2005,5,63.2,76.1,50.3,2.16,-2.4
2005,6,75.2,86.7,63.6,3.9,-0.96
2005,7,78.0,89.9,66.2,2.92,-1.04
2005,8,77.8,88.6,67.1,5.54,1.46
2005,9,72.0,83.6,60.4,3.94,-0.49
2005,10,56.9,68.8,44.9,1.71,-1.86
2005,11,47.3,58.8,35.7,3.13,-0.93
2005,12,30.8,39.3,22.3,0.83,-2.39
2006,1,41.2,51.3,31.0,2.09,-0.97
2006,2,34.2,46.2,22.3,0.53,-2.22
2006,3,45.9,57.0,34.7,3.84,0.39
2006,4,60.9,73.8,47.9,3.74,-0.91
2006,5,64.6,75.3,53.9,3.62,-1.11
2006,6,73.5,85.1,61.9,3.12,-1.34
2006,7,78.9,90.4,67.5,3.56,-0.24
2006,8,78.4,89.6,67.3,4.46,0.42
2006,9,64.9,76.8,53.1,2.84,-0.72
2006,10,53.8,65.5,42.2,3.71,0.61
2006,11,46.5,57.3,35.8,3.5,0.35
2006,12,38.2,47.8,28.5,3.0,0.92
2007,1,31.7,40.7,22.7,2.86,1.48
2007,2,29.4,38.9,19.8,2.37,0.83
2007,3,53.0,64.4,41.5,2.69,-1.84
2007,4,52.3,64.0,40.7,3.77,0.38
2007,5,68.3,79.1,57.6,5.15,-0.13
2007,6,73.4,83.8,63.1,5.11,0.57
2007,7,75.9,86.6,65.1,2.31,-0.83
2007,8,81.3,93.3,69.4,3.24,-1.12
2007,9,70.5,82.4,58.7,3.0,-1.3
2007,10,60.0,71.5,48.4,3.95,0.03
2007,11,45.2,56.9,33.5,1.16,-2.36
2007,12,33.2,41.8,24.6,3.97,1.07
2008,1,30.8,41.6,20.0,1.52,-0.15
2008,2,31.0,39.9,22.2,4.47,3.74
2008,3,43.2,54.7,31.6,6.81,4.45
2008,4,52.2,63.1,41.3,6.6,3.61
2008,5,62.4,73.7,51.1,5.42,1.07
2008,6,73.5,83.7,63.4,6.98,2.33
2008,7,76.6,86.8,66.4,6.34,3.52
2008,8,73.9,84.5,63.3,2.54,-0.08
2008,9,67.2,77.5,56.8,8.15,4.77
2008,10,55.7,67.6,43.8,2.52,0.32
2008,11,43.7,53.8,33.6,1.61,-0.2
2008,12,31.0,41.8,20.2,3.14,1.55
2009,1,27.7,38.0,17.3,0.89,-0.91
2009,2,38.4,49.8,26.9,1.89,-0.18
2009,3,46.5,57.9,35.2,3.97,0.58
2009,4,53.4,64.0,42.7,5.23,1.89
2009,5,63.8,74.4,53.3,5.86,1.31
2009,6,74.6,85.1,64.2,5.77,1.04
2009,7,72.8,83.0,62.6,4.46,1.86
2009,8,72.6,83.3,61.9,4.77,2.43
2009,9,66.6,76.6,56.5,3.76,0.98
2009,10,50.9,59.9,41.8,9.87,8.43
2009,11,49.8,60.0,39.7,2.27,-0.02
2009,12,30.6,38.8,22.4,2.97,1.35
2010,1,25.5,33.2,17.8,2.12,0.58
2010,2,28.4,37.0,19.7,1.73,-0.06
2010,3,45.0,55.3,34.8,3.35,-0.01
2010,4,60.5,72.8,48.1,3.94,-0.62
2010,5,64.5,74.9,54.2,6.77,2.14
2010,6,77.3,87.7,66.9,4.79,-0.26
2010,7,79.1,89.0,69.3,6.77,3.59
2010,8,79.0,90.8,67.2,2.53,-0.74
2010,9,68.8,79.9,57.7,7.86,3.92
2010,10,58.3,72.6,44.1,0.73,-1.85
2010,11,46.5,58.3,34.7,3.08,0.58
2010,12,29.6,38.1,21.2,0.9,-1.12
2011,1,26.7,36.1,17.2,1.02,-0.75
2011,2,33.2,43.0,23.3,3.52,2.39
2011,3,45.1,54.9,35.2,3.47,0.13
2011,4,56.8,68.4,45.2,7.6,4.11
2011,5,62.8,73.2,52.4,6.36,1.98
2011,6,75.8,86.5,65.2,4.08,-0.73
2011,7,82.7,93.5,71.8,2.48,-1.77
2011,8,77.8,89.1,66.4,3.92,-0.49
2011,9,64.8,76.9,52.8,2.58,-1.24
2011,10,57.2,71.0,43.6,1.21,-2.68
2011,11,47.4,57.0,37.8,5.72,1.27
2011,12,37.4,46.5,28.2,3.74,1.36
2012,1,36.3,47.6,25.0,1.3,-0.58
2012,2,39.9,49.6,30.1,2.3,0.25
2012,3,58.1,69.9,46.3,4.17,-0.77
2012,4,59.0,71.0,46.9,3.74,-0.62
2012,5,69.5,81.8,57.2,2.16,-3.4
2012,6,74.8,87.8,61.9,1.9,-3.0
2012,7,83.6,97.0,70.3,1.7,-4.1
2012,8,76.2,90.0,62.4,2.44,-2.46
2012,9,67.0,78.6,55.4,4.9,0.34
2012,10,54.3,65.7,43.0,3.17,-0.22
2012,11,45.1,57.3,32.8,1.57,-2.2
2012,12,38.8,48.4,29.2,1.68,-2.06
2013,1,33.8,44.0,23.6,3.33,0.82
2013,2,34.4,44.0,24.9,3.19,1.88
2013,3,38.3,47.7,29.0,3.48,0.82
2013,4,52.1,63.4,40.7,6.21,3.18
2013,5,63.4,74.2,52.6,6.84,2.38
2013,6,73.0,83.2,62.8,4.46,0.0
2013,7,75.0,85.8,64.1,3.07,0.07
