year,month,tavg,tmax,tmin,pcp,zndx
2000,1,25.6,34.6,16.6,2.36,-0.66
2000,2,31.6,41.2,22.0,2.82,0.43
2000,3,42.6,53.9,31.2,3.52,-0.86
2000,4,47.5,58.5,36.5,4.48,1.22
2000,5,60.0,71.9,48.0,4.54,0.11
2000,6,67.2,77.7,56.8,5.3,1.55
2000,7,66.9,77.6,56.2,3.34,-0.46
2000,8,67.3,77.3,57.2,3.65,0.16
2000,9,60.6,71.8,49.4,3.94,0.83
2000,10,52.0,64.2,39.9,2.37,-0.81
2000,11,38.3,46.5,30.1,2.12,-1.26
2000,12,22.4,30.5,14.3,2.94,0.01
2001,1,26.1,33.7,18.5,1.88,-1.35
2001,2,31.5,40.1,22.9,1.55,-1.64
2001,3,33.3,41.7,25.0,4.04,1.2
2001,4,49.2,61.4,37.1,2.79,-1.52
2001,5,58.6,71.0,46.2,3.08,-1.43
2001,6,66.8,78.3,55.3,4.1,-0.1
2001,7,67.8,79.8,55.8,2.74,-1.59
2001,8,71.7,83.1,60.2,3.32,-1.58
2001,9,60.4,72.4,48.4,3.98,0.39
2001,10,51.7,63.7,39.7,2.15,-1.74
2001,11,45.8,57.3,34.2,2.07,-3.25
2001,12,36.4,44.6,28.3,2.66,-1.72
2002,1,33.0,41.0,24.9,2.13,-1.06
2002,2,33.9,44.4,23.4,1.45,-1.97
2002,3,38.2,48.8,27.7,3.98,0.48
2002,4,50.0,61.8,38.1,3.92,-0.03
2002,5,55.0,67.5,42.4,5.68,2.29
2002,6,67.9,79.4,56.4,4.85,0.78
2002,7,72.5,84.4,60.6,2.31,-2.98
2002,8,71.8,84.2,59.5,2.67,-2.7
2002,9,64.9,77.4,52.4,4.33,0.0
2002,10,49.4,58.2,40.5,5.06,2.15
2002,11,39.2,46.5,31.8,3.36,0.68
2002,12,27.8,35.3,20.3,3.81,1.27
2003,1,20.6,27.8,13.4,2.41,-0.59
2003,2,23.8,31.8,15.8,3.51,1.55
2003,3,37.2,48.8,25.6,2.84,-1.07
2003,4,47.8,59.6,35.9,2.66,-1.47
2003,5,56.1,66.0,46.3,5.06,1.37
2003,6,64.0,73.8,54.1,6.11,3.27
2003,7,69.7,80.5,58.8,5.64,2.44
2003,8,70.9,81.1,60.8,5.55,2.7
2003,9,61.7,71.2,52.2,7.13,5.45
2003,10,48.5,59.5,37.5,4.19,2.55
2003,11,44.7,54.2,35.3,4.3,1.36
2003,12,30.7,38.3,23.1,4.17,1.79
2004,1,20.0,27.7,12.3,3.29,0.68
2004,2,27.0,37.1,17.0,2.26,-0.48
2004,3,39.5,49.2,29.7,2.84,-1.4
2004,4,48.3,59.0,37.7,4.87,1.64
2004,5,63.4,75.4,51.4,5.44,0.65
2004,6,64.8,75.6,54.0,4.4,0.7
2004,7,69.2,78.8,59.6,7.1,4.69
2004,8,67.9,77.8,57.9,5.26,2.76
2004,9,64.1,74.4,53.7,8.87,7.42
2004,10,50.6,60.4,40.8,2.61,0.14
2004,11,43.1,52.0,34.2,3.47,0.39
2004,12,30.9,39.2,22.6,3.49,0.8
2005,1,26.3,34.4,18.2,5.58,3.96
2005,2,30.1,39.3,20.8,2.31,-0.4
2005,3,32.3,41.4,23.2,3.6,0.65
2005,4,49.7,62.9,36.4,3.8,-0.15
2005,5,53.6,66.2,41.1,2.08,-1.86
2005,6,69.7,81.4,58.1,2.74,-2.57
2005,7,72.8,84.0,61.7,4.28,-0.78
2005,8,72.0,83.0,61.0,3.51,-1.64
2005,9,65.5,78.3,52.8,1.82,-3.4
2005,10,52.5,61.3,43.7,6.5,3.11
2005,11,43.0,53.8,32.2,4.35,1.61
2005,12,26.4,33.6,19.3,2.4,-0.78
2006,1,35.2,43.8,26.7,4.25,1.78
2006,2,29.8,38.2,21.3,1.79,-1.25
2006,3,37.0,46.8,27.2,1.48,-3.06
2006,4,50.5,63.8,37.2,3.48,-0.75
2006,5,57.3,69.7,44.9,3.32,-0.93
2006,6,66.0,77.0,55.0,7.67,5.12
2006,7,72.4,82.8,62.0,5.08,1.13
2006,8,70.4,81.5,59.2,3.94,0.28
2006,9,60.1,69.0,51.2,5.06,2.56
2006,10,49.1,59.1,39.1,5.35,4.03
2006,11,44.0,52.9,35.2,3.84,0.8
2006,12,37.3,46.4,28.2,2.31,-1.39
2007,1,31.3,39.3,23.4,3.79,1.39
2007,2,20.1,28.3,12.0,2.24,-0.52
2007,3,37.4,48.7,26.0,4.01,0.63
2007,4,44.8,54.8,34.9,4.31,1.43
2007,5,60.1,74.7,45.5,1.96,-3.04
2007,6,67.8,80.6,55.0,3.7,-1.01
2007,7,68.8,80.8,56.8,3.4,-1.23
2007,8,70.6,81.5,59.7,5.79,2.06
2007,9,64.4,77.0,51.7,2.0,-2.47
2007,10,57.8,68.9,46.7,3.89,-0.7
2007,11,39.5,48.1,30.8,4.07,0.38
2007,12,31.4,38.1,24.7,4.96,2.94
2008,1,29.2,37.2,21.2,2.03,-1.13
2008,2,27.7,36.4,19.0,5.21,4.32
2008,3,35.6,45.3,25.8,5.38,2.9
2008,4,51.2,63.8,38.6,3.13,-1.38
2008,5,54.0,66.5,41.4,4.18,0.63
2008,6,68.8,80.4,57.2,4.12,-0.42
2008,7,71.0,82.3,59.7,4.43,0.34
2008,8,66.8,78.8,54.8,2.6,-1.44
2008,9,63.4,74.8,51.9,4.16,0.4
2008,10,48.9,60.4,37.3,2.71,-0.4
2008,11,38.9,46.8,31.1,2.3,-1.33
2008,12,30.7,39.1,22.4,5.57,3.82
2009,1,20.5,28.8,12.3,2.68,-0.2
2009,2,29.6,39.2,19.8,1.3,-2.04
2009,3,38.2,49.4,27.0,2.11,-2.3
2009,4,49.1,61.5,36.6,3.25,-0.84
2009,5,58.3,70.0,46.5,5.02,0.97
2009,6,65.0,75.4,54.5,4.91,1.39
2009,7,66.8,77.4,56.0,4.97,1.97
2009,8,70.0,80.2,59.8,4.98,1.99
2009,9,61.4,71.2,51.5,2.78,-0.29
