,count,avgTemp,minTemp,maxTemp,precipitation,zindex,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,1y,1m,2m,3m,3m_average,diff1-2,diff2-3,month_sin,month_cos
2010-01,0.0,26.1,13.2,38.9,0.88,-0.04,616182.0,793683.0,812591.0,226036.0,586348.0,742477.0,820758.0,288986.0,4887061.0,2448492.0,2438569.0,4082565.0,190598.0,47022.0,133134.0,5757.0,1918959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387
2010-02,0.0,24.6,12.9,36.3,1.21,0.77,616182.0,793683.0,812591.0,226036.0,586348.0,742477.0,820758.0,288986.0,4887061.0,2448492.0,2438569.0,4082565.0,190598.0,47022.0,133134.0,5757.0,1918959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001
2010-03,0.0,35.2,22.0,48.3,1.74,0.89,616182.0,793683.0,812591.0,226036.0,586348.0,742477.0,820758.0,288986.0,4887061.0,2448492.0,2438569.0,4082565.0,190598.0,47022.0,133134.0,5757.0,1918959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.123233995736766e-17
2010-04,0.0,43.6,30.1,57.2,2.13,0.93,616182.0,793683.0,812591.0,226036.0,586348.0,742477.0,820758.0,288986.0,4887061.0,2448492.0,2438569.0,4082565.0,190598.0,47022.0,133134.0,5757.0,1918959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844388,-0.4999999999999998
2010-05,0.0,50.1,36.1,64.2,1.34,-0.84,616182.0,793683.0,812591.0,226036.0,586348.0,742477.0,820758.0,288986.0,4887061.0,2448492.0,2438569.0,4082565.0,190598.0,47022.0,133134.0,5757.0,1918959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999999999994,-0.8660254037844387
2010-06,1.0,64.0,48.8,79.1,1.35,-0.14,616182.0,793683.0,812591.0,226036.0,586348.0,742477.0,820758.0,288986.0,4887061.0,2448492.0,2438569.0,4082565.0,190598.0,47022.0,133134.0,5757.0,1918959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2246467991473532e-16,-1.0
2010-07,0.0,68.6,53.9,83.4,2.46,0.73,616182.0,793683.0,812591.0,226036.0,586348.0,742477.0,820758.0,288986.0,4887061.0,2448492.0,2438569.0,4082565.0,190598.0,47022.0,133134.0,5757.0,1918959.0,3.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,-0.5000000000000001,-0.8660254037844386
2010-08,15.0,66.5,52.0,80.9,2.34,0.92,616182.0,793683.0,812591.0,226036.0,586348.0,742477.0,820758.0,288986.0,4887061.0,2448492.0,2438569.0,4082565.0,190598.0,47022.0,133134.0,5757.0,1918959.0,22.0,0.0,1.0,0.0,0.3333333333333333,-1.0,1.0,-0.8660254037844384,-0.5000000000000004
2010-09,10.0,61.2,44.4,78.0,0.73,-2.09,616182.0,793683.0,812591.0,226036.0,586348.0,742477.0,820758.0,288986.0,4887061.0,2448492.0,2438569.0,4082565.0,190598.0,47022.0,133134.0,5757.0,1918959.0,11.0,15.0,0.0,1.0,5.333333333333333,15.0,-1.0,-1.0,-1.8369701987210297e-16
2010-10,0.0,49.2,34.8,63.6,1.41,-0.13,616182.0,793683.0,812591.0,226036.0,586348.0,742477.0,820758.0,288986.0,4887061.0,2448492.0,2438569.0,4082565.0,190598.0,47022.0,133134.0,5757.0,1918959.0,0.0,10.0,15.0,0.0,8.333333333333334,-5.0,15.0,-0.8660254037844386,0.5
