,count,avgTemp,minTemp,maxTemp,precipitation,zindex
2010-01,-0.558296389740579,-1.3171771661496001,-1.5352147614050853,-1.642545614717843,0.18526305632918533,0.710778109118332
2010-02,-0.558296389740579,-1.1341269493150639,-1.5426386221608135,-1.7281106925989818,-0.6720848817743011,-0.04965717453560989
2010-03,-0.558296389740579,-0.45204670089039906,-0.6342957475948905,-0.6044118896357636,0.473961832137412,0.3136190218632992
2010-04,-0.558296389740579,0.13125517056209285,-0.08598810013477097,0.38582099980666545,-1.6003518219969612,-1.9395204156671364
2010-05,-0.558296389740579,0.6998104446109975,0.6456252738438043,0.7018228943537062,0.23271706793577274,-0.45872833801625684
2010-06,-0.558296389740579,1.0423577094303205,1.3164755704925468,1.426861802662509,-0.9888340887480727,-1.656998852105667
2010-07,1.2577515444172662,1.4978623464647816,1.3884625062997529,1.6277970380656657,-0.7743349670702562,-2.3853682877552775
2010-08,1.8754492428765892,1.2571919482547789,1.3884625062997529,1.3426871643692992,0.4407326405016902,-0.7406627255046714
2010-09,-0.558296389740579,0.8882529909632575,0.7866199016602612,1.1156544667425627,0.9620842146061979,0.2968105963286477
2010-10,1.2577515444172662,0.07397539633310977,0.024872299385460938,0.18894488577110832,-0.08247109544418077,-0.13046716613647313
2010-11,-0.558296389740579,-0.5023034253817457,-0.7914118060600065,-0.6044118896357636,-1.3906077115293016,-1.0597693500402197
2010-12,-0.558296389740579,-1.2796328445606808,-1.6617860862467506,-1.8406579280470539,-0.6793608168241224,-0.1826777996090148
2011-01,-0.558296389740579,-1.551460489559407,-1.5723608130659743,-1.6768902132609242,-1.718412602171677,-1.2663609564377507
2011-02,-0.558296389740579,-1.4506561322996325,-1.145483810635754,-0.9726308021830264,-1.6395818655857477,-1.4762471771708454
2011-03,-0.558296389740579,-0.9165617318850376,-0.7341486899214206,-0.6946123441065799,0.9109166347545291,0.894286686490819
2011-04,-0.558296389740579,-0.1254129229678282,0.07320740940387775,0.16804614234411336,0.566536501833075,0.5467330328598431
2011-05,-0.558296389740579,0.7115482729164293,0.5781958290887165,0.5859784909621567,0.2867306491743576,-0.026658771510229037
2011-06,-0.558296389740579,1.0542486405857268,1.1190977723120368,1.2514285929997153,-0.441461038991407,-0.6922470884962659
2011-07,1.8754492428765892,1.4435323309852521,1.4406888933477113,1.5579284503915698,0.1716716292339242,-0.868605013719145
2011-08,2.1989491497199474,1.2811662569484457,1.2639926048087111,1.3045906457780276,0.8208662819789605,0.07634346849107736
2011-09,1.2577515444172662,0.9829816118992662,0.9534178297507317,0.6582562733248402,1.8668135228027436,1.548065869748378
2011-10,-0.558296389740579,0.21743279086252254,-0.051287038277185164,-0.07978419683246103,-0.08941199918230153,0.5906763574864988
2011-11,-0.558296389740579,-0.2103419716378784,-0.5703419440014172,-0.4017059977066073,-0.03399231184773364,0.5687228264149612
2011-12,-0.558296389740579,-0.8946750115196938,-0.9424465423706472,-0.9477001869294501,-0.19399038075281447,0.1388979774414192
2012-01,-0.558296389740579,-1.2473930290433015,-1.203850597128869,-1.1695908440450788,-1.1918996363571959,-0.9607578893862232
2012-02,-0.558296389740579,-1.0202012506038398,-1.0364749860480218,-0.9539393001640143,-0.9813760438362773,-0.8075254246371472
2012-03,-0.558296389740579,-0.2949547747465562,-0.19738496718414195,0.01594538273333208,-0.027082083820571982,-0.9176730825817766
2012-04,-0.558296389740579,-0.06861868804131711,-0.14858222136685065,0.022814841421775676,-0.6140292020092314,-0.5182128360615625
2012-05,-0.558296389740579,0.787973842169016,0.766527708395374,0.745539339493535,0.15806541561938042,-0.4172477831353218
2012-06,-0.558296389740579,1.0661448013153827,0.8601504869626688,1.0632148880783787,-0.7523537928936067,-0.7224860553981794
2012-07,1.8754492428765892,1.4133938255598966,1.518828698202108,1.588940133133275,0.4872288225012954,-0.6259640201966048
2012-08,2.214207505058564,1.3592254087684013,1.2574245579558418,1.1833743290601817,0.5599467080189326,-0.061171349337559855
2012-09,2.216636695958244,0.7703172463963635,0.7262936253401603,0.7236623960202502,0.15806541561938042,0.11050064667437429
2012-10,1.8754492428765892,0.3096952015384692,0.024872299385460938,-0.032022774442034066,0.12398497983006372,0.3248128417027658
2012-11,-0.558296389740579,-0.608019573629755,-0.9785627908136771,-0.8976323495197025,-2.4595363868233178,-1.4698375229719969
2012-12,-0.558296389740579,-0.9220297316416147,-0.848825269300496,-0.9912835338312663,-0.5851020576769033,-0.40542004347487115
2013-01,-0.558296389740579,-1.397378864693646,-1.145483810635754,-1.2664098007982851,1.3331119354593768,1.7356124567141533
2013-02,-0.558296389740579,-1.2420144442804089,-1.2843684527152208,-1.3621176431950741,-1.1843196496787582,-0.7588644506729967
2013-03,-0.558296389740579,-0.80689321596862,-1.0654897337037632,-1.1452128241561734,-0.14507831563876014,0.13322336841549073
2013-04,-0.558296389740579,-0.1764082079061683,-0.11378665467383564,0.05033481528254302,-0.24309444109180492,-0.14784786702679928
2013-05,-0.558296389740579,0.6470562274119717,0.41558975590950065,0.4213230922392656,0.3136502063077217,0.22936348392225794
2013-06,-0.558296389740579,1.0542486405857268,1.1521019774110197,1.0258821300279808,1.979111746746499,2.132371538853009
2013-07,-0.558296389740579,1.515995371063664,1.4406888933477113,1.2211409926347132,1.6451873180465797,1.3111767222598043
2013-08,2.1700265955706293,1.1794185314252852,1.1718836376306832,0.9515271028490458,0.38069665918309126,0.42513535922407863
2013-09,1.8754492428765892,0.7291650018616395,0.6658175108029082,0.7018228943537062,-1.6710546334771526,-0.9053889442687206
2013-10,-0.558296389740579,0.22318893940663231,0.13520550434138173,0.022814841421775676,-0.5778807084398772,-0.2584582265644261
2013-11,-0.558296389740579,-0.6800519517225803,-0.8919849002451927,-0.8409771028183362,-0.6212714489917293,0.08204243914673347
2013-12,-0.558296389740579,-1.2473930290433015,-1.0582323646476326,-1.1268838779963697,1.2460630029754975,1.7104211572782688
2014-01,-0.558296389740579,-1.6095665031469455,-1.9475884953483364,-1.6996988095444365,-0.8700354038042122,-0.38179623269249297
2014-02,-0.558296389740579,-1.5037802489976413,-1.328417248786608,-1.3084188686589866,-0.3844632056020995,0.11618497428422467
2014-03,-0.558296389740579,-1.397378864693646,-1.167352568450837,-0.9912835338312663,-0.4343220934173511,-0.21177284120068562
2014-04,-0.558296389740579,-0.19338140794984882,-0.22531912063032292,0.022814841421775676,0.5533534392440688,0.8244195619480061
2014-05,-0.558296389740579,0.5593732443633929,0.5241161836677365,0.6945513833217714,0.3001976712159926,-0.04965717453560989
2014-06,-0.558296389740579,1.089952798446356,1.0992743129215112,1.1306744074338932,-0.29239200344895505,-0.4290861051973924
2014-07,-0.558296389740579,1.3231710286064178,1.1916497055212578,1.1758333795842582,-0.061671462961313595,-0.5420817582653468
