year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,VA,936209.0,1216635.0,1260183.0,381013.0,895261.0,1173054.0,1332530.0,526845.0,7721730.0,3794040.0,3927690.0,5458832.0,1510139.0,22932.0,371788.0,5804.0,2936634.0,
2010,VA,941241.0,1204888.0,1306667.0,396556.0,898836.0,1188607.0,1372337.0,532622.0,7841754.0,3849352.0,3992402.0,5479975.0,1532150.0,24941.0,416549.0,5711.0,2974481.0,0400000US51
2011,VA,943541.0,1215133.0,1322142.0,410503.0,900386.0,1198701.0,1390249.0,545537.0,7926192.0,3891319.0,4034873.0,5526985.0,1545568.0,25665.0,430227.0,5295.0,2991025.0,0400000US51
2012,VA,944796.0,1226710.0,1335474.0,426840.0,903917.0,1211200.0,1404353.0,561665.0,8014955.0,3933820.0,4081135.0,5575445.0,1561042.0,25205.0,443460.0,5438.0,3006219.0,0400000US51
2013,VA,947263.0,1242247.0,1343924.0,444492.0,908751.0,1219845.0,1415337.0,578794.0,8100653.0,3977926.0,4122727.0,5627076.0,1568021.0,24816.0,457792.0,5633.0,3022739.0,0400000US51
2014,VA,951120.0,1258040.0,1350322.0,463142.0,911164.0,1229440.0,1423997.0,597906.0,8185131.0,4022624.0,4162507.0,5668363.0,1577943.0,23421.0,475632.0,5485.0,3041710.0,0400000US51
2015,VA,953112.0,1271825.0,1353038.0,482973.0,911556.0,1238279.0,1427159.0,618688.0,8256630.0,4060948.0,4195682.0,5695147.0,1589345.0,22570.0,492973.0,5304.0,3062783.0,0400000US51
2016,VA,952912.0,1272906.0,1356940.0,503525.0,912644.0,1243373.0,1426709.0,641292.0,8310301.0,4086283.0,4224018.0,5712958.0,1596352.0,21948.0,502878.0,5494.0,3090178.0,0400000US51
2017,VA,952594.0,1282803.0,1354799.0,523792.0,913680.0,1248440.0,1425769.0,664075.0,8365952.0,4113988.0,4251964.0,5720209.0,1605447.0,22499.0,520119.0,5469.0,3105636.0,0400000US51
2018,VA,954086.0,1288100.0,1352578.0,543810.0,913341.0,1255703.0,1419720.0,686436.0,8413774.0,4138574.0,4275200.0,5722660.0,1613285.0,22972.0,531503.0,5677.0,3128415.0,0400000US51
2019,VA,953198.0,1294556.0,1348474.0,562945.0,912501.0,1260281.0,1413507.0,709001.0,8454463.0,4159173.0,4295290.0,5717617.0,1621592.0,23873.0,541133.0,6179.0,3151045.0,0400000US51
2020,VA,955310.0,1299844.0,1348989.0,582400.0,913287.0,1266251.0,1411332.0,731945.0,8509358.0,4186543.0,4322815.0,5643436.0,1620649.0,22553.0,570398.0,5994.0,3184121.0,0400000US51
