year,month,rate/trap_night,infectionRate,rate/trap_night,infectionRate,rate/trap_night,infectionRate
2005,7,55.71428571428572,0.0,55.71428571428572,0.0,55.71428571428572,0.0
2005,8,29.142857142857142,0.0,29.142857142857142,0.0,29.142857142857142,0.0
2006,6,1.3333333333333333,0.0,1.3333333333333333,0.0,1.3333333333333333,0.0
2006,7,6.7,0.0024875621890547,6.7,0.0024875621890547,6.7,0.0024875621890547
2006,8,3.0,0.0082644628099173,3.0,0.0082644628099173,3.0,0.0082644628099173
2007,5,17.46666666666667,0.0,17.46666666666667,0.0,17.46666666666667,0.0
2007,6,31.933333333333334,0.0012224938875305,31.933333333333334,0.0012224938875305,31.933333333333334,0.0012224938875305
2007,7,46.4,0.01738168951791235,46.4,0.0285714285714285,46.4,0.0061919504643962
2007,8,7.0,0.008690844758956175,7.0,0.01428571428571425,7.0,0.0030959752321981
2008,6,6.222222222222222,0.0,6.222222222222222,0.0,6.222222222222222,0.0
2008,7,50.285714285714285,0.0063291139240506,50.285714285714285,0.0063291139240506,50.285714285714285,0.0063291139240506
2008,8,22.5,0.0,22.5,0.0,22.5,0.0
2009,6,3.6,0.0,3.6,0.0,3.6,0.0
2009,7,140.5,0.0,140.5,0.0,140.5,0.0
2009,8,10.7,0.0,10.7,0.0,10.7,0.0
2010,5,1.0,0.0,1.0,0.0,1.0,0.0
2010,6,60.0,0.0,60.0,0.0,60.0,0.0
2010,7,459.0,0.0,459.0,0.0,459.0,0.0
2010,8,703.2857142857143,0.0,703.2857142857143,0.0,703.2857142857143,0.0
2011,5,352.30952380952385,0.0,352.30952380952385,0.0,352.30952380952385,0.0
2011,6,1.3333333333333333,0.0,1.3333333333333333,0.0,1.3333333333333333,0.0
2011,7,1.0,0.0,1.0,0.0,1.0,0.0
2011,8,225.0,0.0,225.0,0.0,225.0,0.0
2011,9,151.06666666666666,0.0,151.06666666666666,0.0,151.06666666666666,0.0
2012,6,77.13333333333333,0.02,77.13333333333333,0.02,77.13333333333333,0.02
2012,7,3.2,0.0073037127206329,3.2,0.0073037127206329,3.2,0.0073037127206329
2012,8,3.5,0.0082135523613963,3.5,0.0082135523613963,3.5,0.0082135523613963
2012,9,7.033333333333333,0.05,7.033333333333333,0.05,7.033333333333333,0.05
2013,6,10.566666666666666,0.0022988505747126,10.566666666666666,0.0022988505747126,10.566666666666666,0.0022988505747126
2013,7,14.1,0.0043109574115306,14.1,0.0043109574115306,14.1,0.0043109574115306
2013,8,22.0,0.0094438614900314,22.0,0.0094438614900314,22.0,0.0094438614900314
2013,9,16.675,0.0066844919786096,16.675,0.0066844919786096,16.675,0.0066844919786096
2013,10,11.35,0.0,11.35,0.0,11.35,0.0
2014,5,6.024999999999999,0.0,6.024999999999999,0.0,6.024999999999999,0.0
2014,6,0.7,0.0,0.7,0.0,0.7,0.0
2014,7,47.5,0.0005249747447700445,47.5,0.0017979144192736,47.5,0.0
2014,8,28.25,0.0017746876533844998,28.25,0.0051020408163265,28.25,0.0
2014,9,20.0,0.0,20.0,0.0,20.0,0.0
2014,10,16.833333333333332,0.0,16.833333333333332,0.0,16.833333333333332,0.0
2015,5,13.666666666666668,0.0,13.666666666666668,0.0,13.666666666666668,0.0
2015,6,10.5,4.968368056705e-05,10.5,0.0006955715279387,10.5,0.0
2015,7,6.5,0.0008509923028378934,6.5,0.0049504950495049,6.5,0.0
2015,8,8.0,0.002670711117622757,8.0,0.0125,8.0,0.0
2015,9,5.333333333333334,0.0002008032128514,5.333333333333334,0.0024096385542168,5.333333333333334,0.0
2015,10,2.666666666666667,0.0,2.666666666666667,0.0,2.666666666666667,0.0
2016,4,0.0,0.0,0.0,0.0,0.0,0.0
2016,5,0.5109289617486339,0.0,1.0218579234972678,0.0,0.0,0.0
2016,6,6.401923076923077,0.0,6.401923076923077,0.0,6.401923076923077,0.0
2016,7,1.5996171952220604,0.0,2.882402707275804,0.0,0.3168316831683168,0.0
2016,8,14.266980831454065,0.00011673719538887271,28.35311059907834,0.0012841091492776,0.1808510638297871,0.0
2016,9,3.2756756756756755,0.0,3.2756756756756755,0.0,3.2756756756756755,0.0
2016,10,1.2777777777777777,0.0,1.2777777777777777,0.0,1.2777777777777777,0.0
2017,5,0.38888888888888884,0.0,0.5,0.0,0.1666666666666666,0.0
2017,6,11.226248751248752,0.0,46.5,0.0,0.0162337662337662,0.0
2017,7,24.26778955811214,0.0014252768130239082,155.0909090909091,0.0071428571428571,1.3655913978494625,0.0
2017,8,43.078028023301684,0.0024740041813236585,357.5,0.0080645161290322,0.9672131147540984,0.0
2017,9,6.517890442890443,0.005172189733593233,29.0,0.037037037037037,0.0416666666666666,0.0
2018,5,2.427777777777778,0.0,4.2,0.0,1.4,0.0
2018,6,18.69649074560675,0.0,115.66666666666664,0.0,0.3794642857142857,0.0
2018,7,125.87251557674352,0.0019725173578125084,483.6666666666667,0.0131578947368421,0.9404761904761904,0.0
2018,8,76.93272003534099,0.0047003412182907165,181.33333333333331,0.0119617224880382,1.90625,0.0
2018,9,15.271085164835164,0.0012883875951849168,96.13333333333333,0.009009009009009,0.1428571428571428,0.0
2019,5,2.6777777777777776,0.0,6.199999999999999,0.0,0.3333333333333333,0.0
2019,6,30.652172212729468,0.0,71.5,0.0,0.0689655172413793,0.0
2019,7,105.7761595021428,0.002850462888805067,387.5564102564103,0.027027027027027,0.2528735632183908,0.0
2019,8,96.48924322803633,0.0007857818598988917,403.75,0.0068965517241379,0.25,0.0
2019,9,28.36540102256653,4.6816479400741666e-05,148.33333333333334,0.0005617977528089,0.3333333333333333,0.0
2020,5,2.5999999999999996,0.0,8.333333333333332,0.0,0.6666666666666666,0.0
2020,6,4.346657371343968,0.0,11.666666666666668,0.0,0.0454545454545454,0.0
2020,7,25.9817878729419,0.0,176.16666666666666,0.0,0.104,0.0
2020,8,34.36771080108126,0.0005129620765993462,98.33333333333331,0.0029895366218236,0.3066666666666666,0.0
2020,9,11.728643083240398,0.0221796267866281,63.08333333333332,0.25,0.25,0.0
2021,5,2.625988700564972,0.0,11.25,0.0,0.0,0.0
2021,6,21.41075214217468,7.824726134585e-05,59.33333333333332,0.0014084507042253,0.3255813953488372,0.0
2021,7,58.08314680594788,0.002827405144028522,315.1666666666667,0.0158730158730158,1.1304347826086956,0.0
2021,8,34.01299645454017,0.004455660453696689,151.44444444444446,0.0169491525423728,1.16,0.0
2021,9,16.75770117213133,0.0040022308396946114,76.4,0.0206185567010309,0.0755555555555555,0.0
2021,10,18.583926555624664,0.0,52.431266846361176,0.0,1.1666666666666667,0.0
2022,5,0.7659326894968357,0.0,1.9553734061930783,0.0,0.0,0.0
2022,6,6.67414393244044,0.0004916420845624334,33.259803921568626,0.0088495575221238,0.0681818181818181,0.0
