year,month,rate/trap_night,infectionRate,rate/trap_night,infectionRate,rate/trap_night,infectionRate
2006,6,0.0,0.0,0.0,0.0,0.0,0.0
2006,7,0.0,0.0024875621890547,0.0,0.0024875621890547,0.0,0.0024875621890547
2006,8,0.0,0.0082644628099173,0.0,0.0082644628099173,0.0,0.0082644628099173
2007,5,0.0,0.0,0.0,0.0,0.0,0.0
2007,6,0.0,0.0012224938875305,0.0,0.0012224938875305,0.0,0.0012224938875305
2007,7,0.0,0.01738168951791235,0.0,0.0285714285714285,0.0,0.0061919504643962
2008,6,0.0,0.0,0.0,0.0,0.0,0.0
2008,7,0.0,0.0063291139240506,0.0,0.0063291139240506,0.0,0.0063291139240506
2008,8,0.0,0.0,0.0,0.0,0.0,0.0
2009,7,0.0,0.0,0.0,0.0,0.0,0.0
2009,8,0.0,0.0,0.0,0.0,0.0,0.0
2010,6,0.0,0.0,0.0,0.0,0.0,0.0
2010,7,0.0,0.0,0.0,0.0,0.0,0.0
2010,8,0.0,0.0,0.0,0.0,0.0,0.0
2011,5,0.0,0.0,0.0,0.0,0.0,0.0
2011,6,0.0,0.0,0.0,0.0,0.0,0.0
2011,7,0.0,0.0,0.0,0.0,0.0,0.0
2011,8,0.0,0.0,0.0,0.0,0.0,0.0
2011,9,0.0,0.0,0.0,0.0,0.0,0.0
2012,6,0.0,0.02,0.0,0.02,0.0,0.02
2012,7,0.0,0.0073037127206329,0.0,0.0073037127206329,0.0,0.0073037127206329
2012,8,0.0,0.0082135523613963,0.0,0.0082135523613963,0.0,0.0082135523613963
2012,9,0.0,0.05,0.0,0.05,0.0,0.05
2013,6,0.0,0.0022988505747126,0.0,0.0022988505747126,0.0,0.0022988505747126
2013,7,0.0,0.0043109574115306,0.0,0.0043109574115306,0.0,0.0043109574115306
2013,8,0.0,0.0094438614900314,0.0,0.0094438614900314,0.0,0.0094438614900314
2013,9,0.0,0.0066844919786096,0.0,0.0066844919786096,0.0,0.0066844919786096
2013,10,0.0,0.0,0.0,0.0,0.0,0.0
2014,5,0.0,0.0,0.0,0.0,0.0,0.0
2014,6,0.0,0.0,0.0,0.0,0.0,0.0
2014,7,0.0,0.0005249747447700445,0.0,0.0017979144192736,0.0,0.0
2014,8,0.0,0.0017746876533844998,0.0,0.0051020408163265,0.0,0.0
2014,9,20.0,0.0,20.0,0.0,20.0,0.0
2014,10,18.36574074074074,0.0,18.375,0.0,18.34722222222222,0.0
2015,5,16.73148148148148,0.0,16.75,0.0,16.694444444444443,0.0
2015,6,15.097222222222221,4.968368056705e-05,15.125,0.0006955715279387,15.041666666666668,0.0
2015,7,13.462962962962962,0.0008509923028378934,13.5,0.0049504950495049,13.38888888888889,0.0
2015,8,11.828703703703704,0.002670711117622757,11.875,0.0125,11.73611111111111,0.0
2015,9,10.194444444444445,0.0002008032128514,10.25,0.0024096385542168,10.083333333333334,0.0
2015,10,8.560185185185185,0.0,8.625,0.0,8.430555555555557,0.0
2016,6,6.925925925925926,0.0,7.0,0.0,6.777777777777779,0.0
2016,7,5.291666666666666,0.0,5.375,0.0,5.125000000000001,0.0
2016,8,3.657407407407407,0.00012841091492776,3.75,0.0012841091492776,3.472222222222223,0.0
2016,9,2.023148148148148,0.0,2.125,0.0,1.8194444444444455,0.0
2017,5,0.38888888888888884,0.0,0.5,0.0,0.1666666666666666,0.0
2017,6,13.254545454545456,0.0,46.5,0.0,1.6666666666666667,0.0
2017,7,27.443067033976128,0.001554847432389718,155.0909090909091,0.0071428571428571,2.5,0.0
2017,8,49.96574074074075,0.002698913652353082,357.5,0.0080645161290322,1.7666666666666666,0.0
2017,9,7.662809917355371,0.005642388800283527,29.0,0.037037037037037,1.0833333333333333,0.0
2018,5,2.427777777777778,0.0,4.2,0.0,1.4,0.0
2018,6,22.012968849332484,0.0,115.66666666666664,0.0,0.5,0.0
2018,7,148.12605466428997,0.0009556648688098181,483.6666666666667,0.0042941492216854,8.666666666666666,0.0
2018,8,89.92534435261709,0.0051276449654080545,181.33333333333337,0.0119617224880382,32.166666666666664,0.0024213075060532
2018,9,17.98181818181818,0.0014055137402017273,96.13333333333333,0.009009009009009,2.0,0.0
2019,5,3.266666666666666,0.0,6.199999999999999,0.0,0.3333333333333333,0.0
2019,6,35.2504132231405,0.0,71.5,0.0,0.6666666666666666,0.0
2019,7,89.75279906438435,0.0031095958786964365,265.16666666666663,0.027027027027027,13.75438596491228,0.0
2019,8,101.1961432506887,0.0008572165744351546,403.75,0.0068965517241379,8.081818181818182,0.0
2019,9,33.27913585616935,5.107252298262727e-05,148.33333333333334,0.0005617977528089,0.9090909090909092,0.0
2020,5,2.5999999999999996,0.0,8.333333333333332,0.0,0.6666666666666666,0.0
2020,6,5.006517991812109,0.0,11.666666666666668,0.0,1.2833333333333332,0.0
2020,7,29.947668997669,0.0,176.16666666666666,0.0,1.8333333333333333,0.0
2020,8,37.325920111634396,0.0005557089163159584,98.33333333333331,0.0029895366218236,4.2,0.0
2020,9,13.473771741079434,0.0221796267866281,63.08333333333333,0.25,0.3636363636363636,0.0
2021,5,3.2824858757062145,0.0,11.25,0.0,0.3333333333333333,0.0
2021,6,23.452888722139356,8.802816901408125e-05,59.33333333333333,0.0014084507042253,1.7142857142857142,0.0
2021,7,62.370163481523534,0.0025912081455226562,315.1666666666667,0.0158730158730158,3.2,0.0
2021,8,36.37053277426503,0.004737287613933007,151.44444444444446,0.0169491525423728,2.666666666666667,0.0
2021,9,18.27425986454731,0.0040022308396946114,76.4,0.0206185567010309,0.3879310344827586,0.0
2021,10,18.583926555624668,0.0,52.43126684636118,0.0,1.1666666666666667,0.0
2022,2,2.0,0.0,2.0,0.0,2.0,0.0
2022,5,0.866948283794703,0.0,1.9553734061930783,0.0,0.0,0.0
2022,6,7.368414563832862,0.0005205622071837529,33.259803921568626,0.0088495575221238,0.4,0.0
2022,7,27.966333632778195,0.003933284632853363,139.2,0.0625,1.3333333333333337,0.0
