year,month,rate/trap_night,infectionRate,rate/trap_night,infectionRate,rate/trap_night,infectionRate
2003,1,2.127056958679398,0.0,7.583333333333333,0.0,0.2005347593582886,0.0
2003,2,68.46728484856037,0.0,204.5749128919861,0.0,0.3703835918738233,0.0
2003,3,53.54157115528545,0.0,317.0452544873371,0.0,0.021505376344086,0.0
2003,4,17.827007284600406,0.0,166.88468864468865,0.0,0.1367521367521366,0.0
2003,5,14.137759244107594,0.0,289.6290430571639,0.0,0.0,0.0
2003,6,27.291893963077335,0.0,204.1267648967855,0.0,0.0,0.0
2003,7,92.01956331544994,0.0010038273060998285,774.1782407407408,0.0046296296296296,0.0,0.0
2003,8,71.1265824000268,0.004479986422940229,686.8636363636364,0.0229885057471264,0.0,0.0
2003,9,58.48591822674315,0.012017587653472592,896.6172532781228,0.0545454545454545,0.0,0.0
2003,10,23.565335718298623,0.0011904761904761834,169.43617723640182,0.0142857142857142,0.0,0.0
2003,11,15.746636018979542,0.0,109.23712288724852,0.0,0.1428571428571428,0.0
2003,12,14.359070674076325,0.0,37.9,0.0,0.0,0.0
2004,1,47.61941372742314,0.0,140.95,0.0,0.4497174243536171,0.0
2004,2,17.74229526583302,0.0,60.58730158730158,0.0,0.4678571428571428,0.0
2004,3,52.33884558602919,0.0,294.19642857142856,0.0,0.3814589665653495,0.0
2004,4,34.01859812945179,0.0019300361881785,244.630778763605,0.0019300361881785,0.0,0.0019300361881785
2004,5,25.210732137383438,0.00063200229819016,392.3706563706564,0.0031600114909508,0.0,0.0
2004,6,47.55739032736078,0.0007505409975816499,420.8079006589407,0.0050423557886244,0.1466666666666666,0.0
2004,7,76.6112408378853,0.001220161787336477,825.9393939393939,0.0068965517241379,0.0,0.0
2004,8,41.87102911355769,0.002338083133789879,498.20402298850576,0.0121951219512195,0.0,0.0
2004,9,30.6350201431814,0.001653732853789675,224.1257951320874,0.0061782877316857,0.0,0.0
2004,10,21.18415071573058,0.0033471974648445185,231.0,0.0294117647058823,0.0,0.0
2004,11,9.298663120001985,0.0,35.85367192331478,0.0,0.1983471074380164,0.0
2004,12,15.418625126646404,0.0,35.666666666666664,0.0,0.1649999999999999,0.0
2005,1,25.41659744571587,0.0,98.2222222222222,0.0,0.1302670004171879,0.0
2005,2,18.907177742058852,0.0,89.68969298245614,0.0,0.2608695652173913,0.0
2005,3,47.703551643462596,0.0,306.908810325477,0.0,0.3838709677419355,0.0
