year,month,tavg,tmax,tmin,pcp,zndx
2000,1,31.9,41.5,22.3,1.42,-0.23
2000,2,36.0,46.0,25.9,1.92,0.5
2000,3,38.8,50.6,27.0,1.29,-0.66
2000,4,51.0,65.2,36.8,0.58,-2.62
2000,5,59.3,73.8,44.8,0.93,-2.01
2000,6,67.3,82.8,51.8,0.49,-2.44
2000,7,74.0,89.8,58.3,0.31,-3.37
2000,8,73.0,87.0,58.9,1.57,-0.04
2000,9,62.0,76.7,47.3,0.93,-0.47
2000,10,49.1,60.6,37.6,2.77,3.58
2000,11,29.8,40.3,19.3,0.68,-0.11
2000,12,30.4,41.0,19.8,0.64,-0.9
2001,1,26.3,36.6,16.1,1.02,-0.17
2001,2,31.7,41.7,21.7,1.24,0.43
2001,3,41.4,52.8,30.1,1.24,-0.79
2001,4,47.0,59.3,34.6,1.49,0.41
2001,5,59.3,74.2,44.4,0.65,-1.49
2001,6,67.1,83.2,51.0,0.37,-1.62
2001,7,72.9,87.6,58.2,0.95,-1.23
2001,8,72.4,87.2,57.6,1.27,-0.47
2001,9,65.2,81.1,49.3,0.31,-2.39
2001,10,52.2,66.6,37.8,0.51,-2.0
2001,11,39.3,50.7,28.0,1.52,0.37
2001,12,25.0,34.8,15.3,1.12,-0.2
2002,1,26.1,36.6,15.5,0.43,-1.81
2002,2,29.0,42.2,15.7,0.28,-2.39
2002,3,36.0,49.2,23.0,0.8,-1.7
2002,4,49.7,63.7,35.7,0.87,-2.02
2002,5,56.3,71.5,41.1,0.38,-3.38
2002,6,68.7,85.0,52.4,0.15,-4.1
2002,7,76.2,91.8,60.6,0.61,-3.57
2002,8,70.7,86.4,55.0,0.29,-3.38
2002,9,61.0,74.2,47.9,2.27,3.18
2002,10,47.0,59.7,34.2,1.32,0.59
2002,11,35.9,47.4,24.4,0.93,-0.45
2002,12,29.3,39.3,19.4,0.71,-1.32
2003,1,35.2,46.2,24.0,0.4,-2.82
2003,2,31.0,41.3,20.6,1.47,-0.35
2003,3,40.3,51.8,28.8,1.33,-1.28
2003,4,45.8,58.4,33.1,0.93,-0.93
2003,5,57.4,71.5,43.2,1.08,-1.35
2003,6,66.0,81.0,50.9,0.56,-2.24
2003,7,77.2,93.3,61.2,0.39,-3.47
2003,8,72.7,86.9,58.5,1.19,-1.11
2003,9,62.2,77.5,46.8,0.64,-1.29
2003,10,55.0,70.0,40.0,0.43,-2.62
2003,11,34.1,43.7,24.6,1.35,0.83
2003,12,30.3,40.0,20.7,1.76,1.36
2004,1,24.2,34.4,14.1,0.6,-0.92
2004,2,27.8,37.6,17.9,1.89,1.93
2004,3,45.6,59.2,31.9,0.33,-3.23
2004,4,48.0,60.2,35.7,1.82,0.59
2004,5,57.0,71.0,43.0,0.63,-1.47
2004,6,66.1,81.0,51.1,0.66,-1.03
2004,7,72.2,87.0,57.3,0.82,-1.23
2004,8,68.6,83.0,54.2,0.89,-1.02
2004,9,60.2,74.6,45.7,1.22,0.61
2004,10,48.9,59.8,38.0,3.43,5.14
2004,11,35.7,45.6,25.9,1.69,2.03
2004,12,30.1,39.9,20.2,1.29,1.32
2005,1,32.6,41.2,23.9,2.76,5.23
2005,2,33.5,43.4,23.6,1.61,3.34
2005,3,39.0,50.6,27.5,1.63,1.58
2005,4,45.9,58.9,32.8,1.75,1.6
2005,5,56.0,69.6,42.4,1.74,2.23
