year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,MN,645332.0,789568.0,870110.0,274502.0,617001.0,757951.0,865555.0,368562.0,5188581.0,2579512.0,2609069.0,4551190.0,224453.0,54446.0,186491.0,2297.0,2061882.0,
2010,MN,655302.0,784661.0,876901.0,284584.0,626776.0,759491.0,880620.0,373579.0,5241914.0,2601448.0,2640466.0,4539826.0,257165.0,55370.0,204202.0,2135.0,2085917.0,0400000US27
2011,MN,655258.0,785735.0,887373.0,292224.0,625338.0,761384.0,890606.0,380272.0,5278190.0,2620590.0,2657600.0,4556910.0,264751.0,57271.0,208315.0,2129.0,2094265.0,0400000US27
2012,MN,655680.0,787463.0,894070.0,301286.0,624652.0,763512.0,898208.0,388210.0,5313081.0,2638499.0,2674582.0,4570137.0,271953.0,56770.0,216159.0,2087.0,2101875.0,0400000US27
2013,MN,655186.0,788957.0,899994.0,311521.0,625194.0,765085.0,904457.0,397346.0,5347740.0,2655658.0,2692082.0,4575991.0,279944.0,57479.0,222761.0,2259.0,2107232.0,0400000US27
2014,MN,655237.0,793708.0,902841.0,322568.0,624785.0,769622.0,907086.0,407814.0,5383661.0,2674354.0,2709307.0,4585781.0,290545.0,56490.0,230798.0,2166.0,2115337.0,0400000US27
2015,MN,654812.0,798864.0,903942.0,334548.0,625890.0,774443.0,907691.0,418981.0,5419171.0,2692166.0,2727005.0,4594367.0,299176.0,56561.0,240786.0,1970.0,2124745.0,0400000US27
2016,MN,655393.0,807663.0,899194.0,347907.0,626705.0,780047.0,902461.0,431498.0,5450868.0,2710157.0,2740711.0,4597525.0,310853.0,56904.0,246819.0,1969.0,2135310.0,0400000US27
2017,MN,657627.0,814819.0,898741.0,360644.0,628711.0,787444.0,899666.0,443074.0,5490726.0,2731831.0,2758895.0,4598252.0,326953.0,57566.0,255935.0,1976.0,2153202.0,0400000US27
2018,MN,660747.0,822645.0,894160.0,374196.0,630860.0,793364.0,895470.0,455916.0,5527358.0,2751748.0,2775610.0,4606044.0,342186.0,58982.0,262359.0,2187.0,2167801.0,0400000US27
2019,MN,663152.0,827875.0,891363.0,388483.0,632696.0,798532.0,891062.0,470215.0,5563378.0,2770873.0,2792505.0,4609049.0,356515.0,58011.0,268181.0,2194.0,2185603.0,0400000US27
2020,MN,663773.0,832529.0,889816.0,402899.0,635511.0,802954.0,888007.0,484677.0,5600166.0,2789017.0,2811149.0,4572149.0,359817.0,54558.0,275242.0,2201.0,2207988.0,0400000US27
