year,month,tavg,tmax,tmin,pcp,zndx
2000,1,26.2,35.6,16.8,2.62,-0.52
2000,2,35.6,44.4,26.8,3.24,1.3
2000,3,44.9,55.7,34.0,2.48,-1.98
2000,4,49.7,60.8,38.5,4.05,0.76
2000,5,62.9,74.3,51.4,4.8,0.71
2000,6,69.8,80.3,59.3,4.89,1.25
2000,7,69.9,80.4,59.3,3.94,0.74
2000,8,69.7,80.1,59.2,3.81,1.18
2000,9,63.2,74.2,52.2,3.94,1.92
2000,10,55.9,67.6,44.2,2.2,0.06
2000,11,40.1,48.4,31.8,1.8,-0.1
2000,12,21.6,29.5,13.6,3.08,1.41
2001,1,27.5,34.8,20.1,1.28,-1.41
2001,2,34.0,42.3,25.8,1.57,-1.0
2001,3,36.3,44.8,27.7,1.79,-1.84
2001,4,53.9,66.3,41.4,3.54,-0.65
2001,5,61.5,72.9,50.2,5.42,1.72
2001,6,68.4,79.4,57.5,3.09,-0.93
2001,7,71.9,83.2,60.6,3.63,-0.28
2001,8,73.0,83.4,62.6,3.54,-0.29
2001,9,62.3,73.6,51.0,3.09,0.39
2001,10,53.8,64.5,43.1,4.62,2.89
2001,11,48.1,59.8,36.4,2.98,0.45
2001,12,37.7,45.3,30.1,2.75,0.54
2002,1,34.1,42.1,26.1,2.06,-0.54
2002,2,35.0,45.0,25.0,1.64,-0.98
2002,3,39.2,49.1,29.2,3.77,0.59
2002,4,52.6,63.7,41.6,4.75,1.26
2002,5,56.7,68.5,44.9,5.19,2.22
2002,6,71.4,82.8,60.1,3.58,-0.78
2002,7,75.7,87.3,64.2,2.75,-2.3
2002,8,74.2,85.7,62.7,2.12,-3.02
2002,9,68.3,81.1,55.4,4.11,0.53
2002,10,52.0,61.0,43.1,2.96,0.26
2002,11,40.4,47.3,33.4,2.89,-0.71
2002,12,30.8,37.3,24.3,2.78,-0.21
2003,1,21.5,28.6,14.4,1.61,-0.99
2003,2,25.4,33.0,17.8,2.88,1.03
2003,3,41.0,52.3,29.8,2.18,-1.86
2003,4,52.0,64.0,40.0,2.53,-1.74
2003,5,59.5,69.5,49.4,6.79,3.76
2003,6,66.0,76.4,55.5,3.97,0.65
2003,7,71.6,82.0,61.2,6.71,4.62
