year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,NC,1130493.0,1396801.0,1433366.0,464100.0,1075593.0,1359023.0,1529359.0,656970.0,9045705.0,4424760.0,4620945.0,6375420.0,1909832.0,101986.0,173320.0,4716.0,3541807.0,
2010,NC,1146267.0,1393753.0,1488572.0,490697.0,1091943.0,1396123.0,1586748.0,677075.0,9271178.0,4519289.0,4751889.0,6453727.0,1980942.0,106026.0,194993.0,5170.0,3626179.0,0400000US37
2011,NC,1157658.0,1404100.0,1518368.0,508453.0,1104759.0,1413226.0,1616486.0,695686.0,9418736.0,4588579.0,4830157.0,6560948.0,2016228.0,108960.0,202815.0,4725.0,3664119.0,0400000US37
2012,NC,1163629.0,1417488.0,1538454.0,530198.0,1111309.0,1423517.0,1641883.0,717771.0,9544249.0,4649769.0,4894480.0,6659867.0,2047092.0,110171.0,211708.0,4424.0,3693221.0,0400000US37
2013,NC,1166548.0,1428661.0,1553669.0,553687.0,1115050.0,1427291.0,1665001.0,741473.0,9651380.0,4702565.0,4948815.0,6727690.0,2068726.0,111733.0,221392.0,5390.0,3715565.0,0400000US37
2014,NC,1166128.0,1436643.0,1568673.0,578922.0,1118096.0,1432984.0,1681789.0,767170.0,9750405.0,4750366.0,5000039.0,6784901.0,2093389.0,113798.0,231830.0,6083.0,3742514.0,0400000US37
2015,NC,1165394.0,1444902.0,1579926.0,605186.0,1118441.0,1439262.0,1696216.0,796006.0,9845333.0,4795408.0,5049925.0,6839831.0,2115338.0,116143.0,244076.0,6244.0,3775581.0,0400000US37
2016,NC,1167074.0,1442868.0,1591719.0,632931.0,1120752.0,1449220.0,1709865.0,826399.0,9940828.0,4834592.0,5106236.0,6882915.0,2137131.0,117479.0,254550.0,6588.0,3815392.0,0400000US37
2017,NC,1168223.0,1468072.0,1600161.0,658912.0,1121459.0,1462267.0,1717445.0,856025.0,10052564.0,4895368.0,5157196.0,6937466.0,2159427.0,117998.0,269164.0,6393.0,3874346.0,0400000US37
2018,NC,1170545.0,1481086.0,1608024.0,685104.0,1122071.0,1479202.0,1723698.0,885894.0,10155624.0,4944759.0,5210865.0,6994240.0,2179622.0,121352.0,282264.0,6939.0,3918597.0,0400000US37
2019,NC,1172859.0,1495625.0,1616971.0,711183.0,1123755.0,1497162.0,1730491.0,916830.0,10264876.0,4996638.0,5268238.0,7049919.0,2200761.0,123952.0,292992.0,7213.0,3965482.0,0400000US37
2020,NC,1173962.0,1517124.0,1622465.0,739116.0,1127634.0,1514276.0,1742412.0,949238.0,10386227.0,5052667.0,5333560.0,7019443.0,2217522.0,120272.0,308958.0,7368.0,4031592.0,0400000US37
