year,month,tavg,tmax,tmin,pcp,zndx
2000,1,41.8,51.8,31.7,2.32,-1.5
2000,2,49.1,61.2,37.0,2.66,-1.63
2000,3,54.8,66.0,43.6,4.24,-0.96
2000,4,59.2,70.9,47.4,3.61,-0.84
2000,5,70.8,80.8,60.8,6.69,0.89
2000,6,75.1,84.7,65.6,6.93,3.04
2000,7,80.1,91.2,69.0,1.54,-1.48
2000,8,83.8,97.4,70.3,0.43,-3.6
2000,9,73.7,87.2,60.2,2.95,-1.07
2000,10,63.9,76.7,51.1,1.76,-2.08
2000,11,46.8,55.9,37.7,8.97,3.13
2000,12,31.6,40.4,22.9,3.6,-0.17
2001,1,37.0,46.5,27.5,3.48,-0.2
2001,2,45.5,55.5,35.6,8.07,3.68
2001,3,47.9,57.9,37.8,3.78,-0.74
2001,4,65.4,76.5,54.2,2.34,-2.69
2001,5,70.0,81.6,58.4,5.64,-0.14
2001,6,75.5,86.4,64.7,3.15,-0.55
2001,7,82.0,92.3,71.6,2.58,-1.45
2001,8,80.8,91.8,69.8,2.84,-1.08
2001,9,70.9,82.4,59.3,3.65,0.07
2001,10,59.5,73.0,46.0,5.82,2.0
2001,11,55.0,66.9,43.1,5.78,0.97
2001,12,45.2,55.1,35.3,8.28,3.39
2002,1,42.5,53.5,31.6,4.01,0.03
2002,2,42.3,53.6,31.0,2.73,-1.11
2002,3,47.9,59.1,36.7,9.5,4.41
2002,4,63.6,74.7,52.4,3.33,-1.61
2002,5,67.0,77.3,56.7,6.16,0.98
2002,6,76.6,87.1,66.1,2.57,-1.24
2002,7,80.6,90.4,70.7,4.13,0.01
2002,8,79.9,90.5,69.2,3.36,0.01
2002,9,75.2,86.7,63.6,2.98,-0.96
2002,10,60.5,69.4,51.6,4.35,0.7
2002,11,48.2,59.3,37.2,2.17,-1.69
2002,12,42.7,52.1,33.2,7.54,2.49
2003,1,36.8,47.3,26.2,0.67,-2.48
2003,2,40.1,48.7,31.4,6.05,2.08
2003,3,51.2,62.8,39.5,2.01,-2.61
2003,4,61.7,74.4,49.1,2.6,-1.99
2003,5,69.6,79.8,59.5,6.87,1.2
2003,6,73.1,82.9,63.3,5.75,2.19
2003,7,80.0,90.2,69.7,3.56,0.55
2003,8,80.8,91.4,70.1,2.93,0.1
2003,9,70.2,81.4,59.1,3.6,0.33
2003,10,62.8,75.2,50.4,2.43,-1.03
2003,11,54.6,64.7,44.5,5.26,-0.01
2003,12,42.3,52.8,31.9,3.11,-1.06
2004,1,41.0,51.1,31.0,3.26,-0.51
2004,2,40.6,50.3,31.0,4.1,0.24
2004,3,55.9,67.2,44.7,4.48,-0.86
2004,4,60.8,72.1,49.4,6.28,1.25
2004,5,70.7,80.5,61.0,5.0,-0.45
2004,6,75.8,84.8,66.8,5.81,1.9
2004,7,77.8,87.4,68.2,4.71,1.99
2004,8,75.3,86.2,64.5,2.76,1.06
2004,9,73.0,85.8,60.1,0.4,-2.66
2004,10,65.8,75.8,55.8,8.17,3.56
2004,11,54.1,62.3,45.9,8.99,4.03
