year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,CA,4835153.0,6017170.0,5609862.0,1696441.0,4604605.0,5576471.0,5694071.0,2274754.0,36308527.0,18158626.0,18149901.0,22258042.0,2249404.0,283031.0,4473292.0,132535.0,12187191.0,
2010,CA,4773991.0,5989132.0,5705888.0,1754146.0,4551338.0,5700616.0,5855729.0,2306450.0,36637290.0,18223157.0,18414133.0,22392713.0,2246311.0,283628.0,4747252.0,140429.0,12392852.0,0400000US06
2011,CA,4762950.0,6021710.0,5795711.0,1807347.0,4540568.0,5734880.0,5945548.0,2360486.0,36969200.0,18387718.0,18581482.0,22860341.0,2252129.0,287712.0,4825271.0,141382.0,12433172.0,0400000US06
2012,CA,4750152.0,6067481.0,5870875.0,1872512.0,4532654.0,5776311.0,6027089.0,2427994.0,37325068.0,18561020.0,18764048.0,23252553.0,2254160.0,291505.0,4921543.0,144236.0,12466331.0,0400000US06
2013,CA,4728515.0,6115573.0,5937862.0,1944518.0,4513703.0,5820786.0,6095877.0,2502347.0,37659181.0,18726468.0,18932713.0,23467167.0,2255372.0,286397.0,5005635.0,146290.0,12542460.0,0400000US06
2014,CA,4708767.0,6170334.0,6006012.0,2026406.0,4503521.0,5887942.0,6172437.0,2591501.0,38066920.0,18911519.0,19155401.0,23650913.0,2262323.0,287360.0,5130536.0,147286.0,12617280.0,0400000US06
2015,CA,4687726.0,6229257.0,6058048.0,2112104.0,4486617.0,5934055.0,6228441.0,2685216.0,38421464.0,19087135.0,19334329.0,23747013.0,2265387.0,287028.0,5261978.0,150370.0,12717801.0,0400000US06
2016,CA,4668868.0,6265297.0,6069748.0,2197057.0,4471415.0,5966761.0,6235135.0,2779925.0,38654206.0,19200970.0,19453236.0,23680584.0,2261835.0,285512.0,5354608.0,150908.0,12807387.0,0400000US06
2017,CA,4656453.0,6328945.0,6102624.0,2278557.0,4458267.0,6020875.0,6267235.0,2869891.0,38982847.0,19366579.0,19616268.0,23607242.0,2263222.0,292018.0,5503672.0,152027.0,12888128.0,0400000US06
2018,CA,4636024.0,6361993.0,6098141.0,2357611.0,4437631.0,6043269.0,6256245.0,2957846.0,39148760.0,19453769.0,19694991.0,23529068.0,2267875.0,296475.0,5604339.0,153366.0,12965435.0,0400000US06
2019,CA,4610896.0,6385954.0,6091576.0,2437872.0,4411250.0,6053094.0,6244686.0,3048169.0,39283497.0,19526298.0,19757199.0,23453222.0,2274108.0,303998.0,5692423.0,155290.0,13044266.0,0400000US06
2020,CA,4578696.0,6391148.0,6081593.0,2511445.0,4377945.0,6051184.0,6220960.0,3133052.0,39346023.0,19562882.0,19783141.0,22053721.0,2250962.0,311629.0,5834312.0,149636.0,13103114.0,0400000US06
