,avgTemp,minTemp,maxTemp,precipitation,zindex,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,1y,1m,2m,3m,3m_average,diff1-2,diff2-3,month_sin,month_cos,count
2010-01,-1.2910747421060662,-1.0621709636028769,-1.4341636217702585,1.7635260264283228,1.228693641989911,1.4820082042457507,-1.5574500816767107,-1.7269830746500892,-1.5510296757823023,1.4714335091302453,-1.568307812544864,-1.7412205263128224,-1.5383940232606375,-1.616703849393167,-1.6213495304447505,-1.6125619989493911,-1.1864464069840297,-1.8886323832074545,-1.4341293927109935,-1.5504554570287559,-1.710265760722741,-1.4771124078498674,-0.7694781735190692,-0.7976988514807724,-0.7894127462788609,0.07574903317522527,-0.6082773419349885,-0.015896453776080233,-0.2760244384107252,0.6812594871986655,1.2107528277522954,0.0
2010-02,-1.1211707793346661,-0.9501469807490825,-1.2240433676605342,1.3113797607862154,0.48730271523082846,1.4820082042457507,-1.5574500816767107,-1.7269830746500892,-1.5510296757823023,1.4714335091302453,-1.568307812544864,-1.7412205263128224,-1.5383940232606375,-1.616703849393167,-1.6213495304447505,-1.6125619989493911,-1.1864464069840297,-1.8886323832074545,-1.4341293927109935,-1.5504554570287559,-1.710265760722741,-1.4771124078498674,-0.7694781735190692,-0.7976988514807724,-0.7894127462788609,-0.7879590655112007,-0.9260794407692206,-0.015896453776080233,-0.013129613096668522,1.1855080170264962,0.7133708190395334,0.0
2010-03,-0.8949921422864321,-0.9872271954726248,-0.8190176083158265,0.7478227584272426,-0.14580056640554886,1.4820082042457507,-1.5574500816767107,-1.7269830746500892,-1.5510296757823023,1.4714335091302453,-1.568307812544864,-1.7412205263128224,-1.5383940232606375,-1.616703849393167,-1.6213495304447505,-1.6125619989493911,-1.1864464069840297,-1.8886323832074545,-1.4341293927109935,-1.5504554570287559,-1.710265760722741,-1.4771124078498674,-0.7694781735190692,-0.7976988514807724,-0.7894127462788609,-0.7879590655112007,-0.9260794407692206,-0.015896453776080233,-0.013129613096668522,1.3687636129463088,0.015778040288952595,0.0
2010-04,-0.7062227637245283,-0.7685509378296344,-0.6639657784625522,1.26011978315089,1.610131306141704,1.4820082042457507,-1.5574500816767107,-1.7269830746500892,-1.5510296757823023,1.4714335091302453,-1.568307812544864,-1.7412205263128224,-1.5383940232606375,-1.616703849393167,-1.6213495304447505,-1.6125619989493911,-1.1864464069840297,-1.8886323832074545,-1.4341293927109935,-1.5504554570287559,-1.710265760722741,-1.4771124078498674,-0.7694781735190692,-0.7976988514807724,-0.7894127462788609,-0.7879590655112007,-0.9260794407692206,-0.015896453776080233,-0.013129613096668522,1.1855080170264976,-0.7053820354007986,0.0
2010-05,-0.1465500237963144,-0.20554547651220206,-0.11633525794521883,-0.03384791403593779,0.9230195710210058,1.4820082042457507,-1.5574500816767107,-1.7269830746500892,-1.5510296757823023,1.4714335091302453,-1.568307812544864,-1.7412205263128224,-1.5383940232606375,-1.616703849393167,-1.6213495304447505,-1.6125619989493911,-1.1864464069840297,-1.8886323832074545,-1.4341293927109935,-1.5504554570287559,-1.710265760722741,-1.4771124078498674,-0.652272758241773,-0.7976988514807724,-0.7894127462788609,-0.7879590655112007,-0.9260794407692206,-0.015896453776080233,-0.013129613096668522,0.6812594871986655,-1.2502707088908618,0.0
2010-06,0.8475145426682504,0.8522902907966963,0.84131466033531,-0.9353109763704932,1.1408792409952506,1.4820082042457507,-1.5574500816767107,-1.7269830746500892,-1.5510296757823023,1.4714335091302453,-1.568307812544864,-1.7412205263128224,-1.5383940232606375,-1.616703849393167,-1.6213495304447505,-1.6125619989493911,-1.1864464069840297,-1.8886323832074545,-1.4341293927109935,-1.5504554570287559,-1.710265760722741,-1.4771124078498674,-0.4330297956394922,-0.7976988514807724,-0.7894127462788609,-0.7879590655112007,-0.9260794407692206,-0.015896453776080233,-0.013129613096668522,-0.016654033921809603,-1.453675654900248,2.0
2010-07,1.34682003588254,1.3442016703940205,1.3520439079445097,-1.205862409539919,0.6719471183615855,1.4820082042457507,-1.5574500816767107,-1.7269830746500892,-1.5510296757823023,1.4714335091302453,-1.568307812544864,-1.7412205263128224,-1.5383940232606375,-1.616703849393167,-1.6213495304447505,-1.6125619989493911,-1.1864464069840297,-1.8886323832074545,-1.4341293927109935,-1.5504554570287559,-1.710265760722741,-1.4771124078498674,-0.04900004835301112,-0.5787163551952504,-0.7894127462788609,-0.7879590655112007,-0.8519524762079744,0.04276178648748077,-0.013129613096668522,-0.7262037136073767,-1.2502707088908604,12.0
2010-08,1.1596206435287248,1.1091296126344314,1.1981968456453072,-1.1613677706646555,0.09420677668050602,1.4820082042457507,-1.5574500816767107,-1.7269830746500892,-1.5510296757823023,1.4714335091302453,-1.568307812544864,-1.7412205263128224,-1.5383940232606375,-1.616703849393167,-1.6213495304447505,-1.6125619989493911,-1.1864464069840297,-1.8886323832074545,-1.4341293927109935,-1.5504554570287559,-1.710265760722741,-1.4771124078498674,1.0037704802241867,0.27700640197039333,-0.5686408619738641,-0.7879590655112007,-0.44823334006073795,0.27822672102376045,0.045515329613458444,-1.2538736295058936,-0.7053820354007986,25.0
2010-09,0.9437602597708332,0.8352036431692129,1.028267258951102,-1.0744139687976686,-0.07963482747539531,1.4820082042457507,-1.5574500816767107,-1.7269830746500892,-1.5510296757823023,1.4714335091302453,-1.568307812544864,-1.7412205263128224,-1.5383940232606375,-1.616703849393167,-1.6213495304447505,-1.6125619989493911,-1.1864464069840297,-1.8886323832074545,-1.4341293927109935,-1.5504554570287559,-1.710265760722741,-1.4771124078498674,0.9608970650101823,0.9704370756654024,0.2918240197984681,-0.5661432559881138,0.20553579360957497,0.3668684845252504,0.2809063774093844,-1.4489158007263132,0.015778040288952595,24.0
2010-10,0.16524817062962213,0.3098732543302312,0.04119071051426084,1.1053504940454293,1.6476443820149724,1.4820082042457507,-1.5574500816767107,-1.7269830746500892,-1.5510296757823023,1.4714335091302453,-1.568307812544864,-1.7412205263128224,-1.5383940232606375,-1.616703849393167,-1.6213495304447505,-1.6125619989493911,-1.1864464069840297,-1.8886323832074545,-1.4341293927109935,-1.5504554570287559,-1.710265760722741,-1.4771124078498674,0.11897000229919817,0.9291736329903912,0.9855446027299434,0.29733610816604106,0.6232991621190186,-0.04519431484180854,0.3695118902504031,-1.2538736295058936,0.7133708190395334,7.0
2010-11,-0.9354954301351875,-0.9378442330941401,-0.9267881017572832,0.9452977489572378,0.473820787728342,1.4820082042457507,-1.5574500816767107,-1.7269830746500892,-1.5510296757823023,1.4714335091302453,-1.568307812544864,-1.7412205263128224,-1.5383940232606375,-1.616703849393167,-1.6213495304447505,-1.6125619989493911,-1.1864464069840297,-1.8886323832074545,-1.4341293927109935,-1.5504554570287559,-1.710265760722741,-1.4771124078498674,-0.7694781735190692,-0.10604647419433734,0.9443846874912142,0.9918270858765361,0.5388549051294166,-0.5111164177780867,-0.04242160105164139,-0.7262037136073767,1.2107528277522928,2.0
2010-12,-1.2268102076761493,-0.9255699744807215,-1.4253023231595818,1.8677979105207962,2.064234988708193,1.4820082042457507,-1.5574500816767107,-1.7269830746500892,-1.5510296757823023,1.4714335091302453,-1.568307812544864,-1.7412205263128224,-1.5383940232606375,-1.616703849393167,-1.6213495304447505,-1.6125619989493911,-1.1864464069840297,-1.8886323832074545,-1.4341293927109935,-1.5504554570287559,-1.710265760722741,-1.4771124078498674,-0.7694781735190692,-0.5787163551952504,-0.09286355661866173,0.9506778936979865,0.06839152327004898,-0.16217710884130648,-0.5083199882066178,-0.016654033921809603,1.3902147191927885,0.0
2011-01,-1.2910747421060662,-1.3198012806256143,-1.2586985860914992,0.14647757011516477,-0.9240156734420771,1.3327653502947476,-1.4112137172866874,-1.581321338484283,-1.366037258039983,1.2788696203471386,-1.4350259070564615,-1.6042878500757944,-1.3600457220199373,-1.4278710513160404,-1.4201679276285446,-1.4355538563362729,-0.5764370457495459,-0.848132317636487,-0.6966181097998839,-1.3607431022252836,-1.567125316557372,-1.3347661283742493,-0.7694781735190692,-0.7976988514807724,-0.5686408619738641,-0.08847027900985435,-0.6082773419349885,-0.07447132189304191,-0.15938607175969022,0.6812594871986655,1.2107528277522954,0.0
2011-02,-1.4879670086204975,-1.6318876048254587,-1.3547481547407998,1.2204909345058679,0.4557828141268726,1.3327653502947476,-1.4112137172866874,-1.581321338484283,-1.366037258039983,1.2788696203471386,-1.4350259070564615,-1.6042878500757944,-1.3600457220199373,-1.4278710513160404,-1.4201679276285446,-1.4355538563362729,-0.5764370457495459,-0.848132317636487,-0.6966181097998839,-1.3607431022252836,-1.567125316557372,-1.3347661283742493,-0.7694781735190692,-0.7976988514807724,-0.7894127462788609,-0.5661432559881138,-0.8519524762079744,-0.015896453776080233,-0.07169325199139553,1.1855080170264962,0.7133708190395334,0.0
2011-03,-0.925344233680146,-0.8163668266461198,-0.9853992629756324,1.7574798506010996,1.9846890823990648,1.3327653502947476,-1.4112137172866874,-1.581321338484283,-1.366037258039983,1.2788696203471386,-1.4350259070564615,-1.6042878500757944,-1.3600457220199373,-1.4278710513160404,-1.4201679276285446,-1.4355538563362729,-0.5764370457495459,-0.848132317636487,-0.6966181097998839,-1.3607431022252836,-1.567125316557372,-1.3347661283742493,-0.7694781735190692,-0.7976988514807724,-0.7894127462788609,-0.7879590655112007,-0.9260794407692206,-0.015896453776080233,-0.013129613096668522,1.3687636129463088,0.015778040288952595,0.0
2011-04,-0.46656383562224435,-0.524489495652758,-0.43271969361460083,-0.006939150088720883,0.050092786801351846,1.3327653502947476,-1.4112137172866874,-1.581321338484283,-1.366037258039983,1.2788696203471386,-1.4350259070564615,-1.6042878500757944,-1.3600457220199373,-1.4278710513160404,-1.4201679276285446,-1.4355538563362729,-0.5764370457495459,-0.848132317636487,-0.6966181097998839,-1.3607431022252836,-1.567125316557372,-1.3347661283742493,-0.7694781735190692,-0.7976988514807724,-0.7894127462788609,-0.7879590655112007,-0.9260794407692206,-0.015896453776080233,-0.013129613096668522,1.1855080170264976,-0.7053820354007986,0.0
2011-05,-0.0845934661277854,-0.12101733825061878,-0.0785587702250676,0.27201784405576085,1.148590507464415,1.3327653502947476,-1.4112137172866874,-1.581321338484283,-1.366037258039983,1.2788696203471386,-1.4350259070564615,-1.6042878500757944,-1.3600457220199373,-1.4278710513160404,-1.4201679276285446,-1.4355538563362729,-0.5764370457495459,-0.848132317636487,-0.6966181097998839,-1.3607431022252836,-1.567125316557372,-1.3347661283742493,-0.7694781735190692,-0.7976988514807724,-0.7894127462788609,-0.7879590655112007,-0.9260794407692206,-0.015896453776080233,-0.013129613096668522,0.6812594871986655,-1.2502707088908618,0.0
2011-06,0.6807218280234857,0.6961467174665672,0.6569869018560328,-0.17451437530970632,1.4740782276109055,1.3327653502947476,-1.4112137172866874,-1.581321338484283,-1.366037258039983,1.2788696203471386,-1.4350259070564615,-1.6042878500757944,-1.3600457220199373,-1.4278710513160404,-1.4201679276285446,-1.4355538563362729,-0.5764370457495459,-0.848132317636487,-0.6966181097998839,-1.3607431022252836,-1.567125316557372,-1.3347661283742493,-0.5402018644509438,-0.7976988514807724,-0.7894127462788609,-0.7879590655112007,-0.9260794407692206,-0.015896453776080233,-0.013129613096668522,-0.016654033921809603,-1.453675654900248,1.0
2011-07,1.215766543500165,1.251691223888617,1.1852473971651518,-0.9900987076469178,1.344116601877999,1.3327653502947476,-1.4112137172866874,-1.581321338484283,-1.366037258039983,1.2788696203471386,-1.4350259070564615,-1.6042878500757944,-1.3600457220199373,-1.4278710513160404,-1.4201679276285446,-1.4355538563362729,-0.5764370457495459,-0.848132317636487,-0.6966181097998839,-1.3607431022252836,-1.567125316557372,-1.3347661283742493,0.34478497973275013,-0.6858756299833533,-0.7894127462788609,-0.7879590655112007,-0.8887555407072112,0.01342225032145878,-0.013129613096668522,-0.7262037136073767,-1.2502707088908604,9.0
2011-08,1.2851391225056468,1.236078938884492,1.320225334946445,-1.1613677706646555,0.473820787728342,1.3327653502947476,-1.4112137172866874,-1.581321338484283,-1.366037258039983,1.2788696203471386,-1.4350259070564615,-1.6042878500757944,-1.3600457220199373,-1.4278710513160404,-1.4201679276285446,-1.4355538563362729,-0.5764370457495459,-0.848132317636487,-0.6966181097998839,-1.3607431022252836,-1.567125316557372,-1.3347661283742493,1.0448560553384578,0.056845150077339056,-0.6766501309691862,-0.7879590655112007,-0.5753714785921907,0.21923586539977896,0.01618270080722795,-1.2538736295058936,-0.7053820354007986,36.0
2011-09,1.074298124476248,1.0360767157172899,1.1071261735844116,-0.9083343418776346,0.10395549594734758,1.3327653502947476,-1.4112137172866874,-1.581321338484283,-1.366037258039983,1.2788696203471386,-1.4350259070564615,-1.6042878500757944,-1.3600457220199373,-1.4278710513160404,-1.4201679276285446,-1.4355538563362729,-0.5764370457495459,-0.848132317636487,-0.6966181097998839,-1.3607431022252836,-1.567125316557372,-1.3347661283742493,1.0037704802241867,1.3300438186737815,0.07082973954541476,-0.674651206877646,0.3520665431196249,0.782988934727339,0.22193709925751262,-1.4489158007263132,0.015778040288952595,50.0
2011-10,0.2406291641513375,0.24229701311684923,0.21765659937587392,0.34569442300313774,0.53639770423139,1.3327653502947476,-1.4112137172866874,-1.581321338484283,-1.366037258039983,1.2788696203471386,-1.4350259070564615,-1.6042878500757944,-1.3600457220199373,-1.4278710513160404,-1.4201679276285446,-1.4355538563362729,-0.5764370457495459,-0.848132317636487,-0.6966181097998839,-1.3607431022252836,-1.567125316557372,-1.3347661283742493,-0.04900004835301112,1.6108758135241632,1.3433702570010602,0.07574903317522527,1.0711566278952485,0.3964571573410517,0.7854014781224734,-1.2538736295058936,0.7133708190395334,14.0
2011-11,-0.9762706607693281,-0.9501469807490825,-0.9853992629756324,0.4497876004170863,-0.14067955119301326,1.3327653502947476,-1.4112137172866874,-1.581321338484283,-1.366037258039983,1.2788696203471386,-1.4350259070564615,-1.6042878500757944,-1.3600457220199373,-1.4278710513160404,-1.4201679276285446,-1.4355538563362729,-0.5764370457495459,-0.848132317636487,-0.6966181097998839,-1.3607431022252836,-1.567125316557372,-1.3347661283742493,-0.5402018644509438,0.40923281924934835,1.6213392455596796,1.3491498191733888,1.1218772145824307,-1.0574016982482939,0.3990874433400096,-0.7262037136073767,1.2107528277522928,0.0
