year,state,male_under_17,male_18_to_40,male_40_to_64,male_over_65,female_under_17,female_18_to_40,female_40_to_64,female_over_65,total_population,male_population,female_population,white_population,black_population,native_american_population,asian_population,pacific_islander_population,household_income,GEO_ID
2009,IN,811363.0,961529.0,1016976.0,330934.0,775165.0,930055.0,1047981.0,468466.0,6342469.0,3120802.0,3221667.0,5436153.0,548998.0,14492.0,85470.0,1463.0,2468006.0,
2010,IN,822284.0,955037.0,1035094.0,342799.0,784787.0,934261.0,1070629.0,472507.0,6417398.0,3155214.0,3262184.0,5461258.0,572352.0,14487.0,96189.0,1510.0,2465402.0,0400000US18
2011,IN,821497.0,955222.0,1047364.0,351169.0,783834.0,935118.0,1081427.0,478623.0,6454254.0,3175252.0,3279002.0,5482893.0,576304.0,14772.0,99194.0,1233.0,2472870.0,0400000US18
2012,IN,820655.0,955314.0,1055094.0,360955.0,781843.0,936452.0,1088697.0,486520.0,6485530.0,3192018.0,3293512.0,5500814.0,582691.0,15241.0,102713.0,1533.0,2478846.0,0400000US18
2013,IN,817032.0,957472.0,1060498.0,371293.0,780108.0,938871.0,1094150.0,495437.0,6514861.0,3206295.0,3308566.0,5510618.0,592954.0,14975.0,107563.0,1852.0,2481793.0,0400000US18
2014,IN,814442.0,959080.0,1064295.0,382832.0,777580.0,941565.0,1096661.0,505956.0,6542411.0,3220649.0,3321762.0,5519313.0,598423.0,15286.0,114674.0,2076.0,2492183.0,0400000US18
2015,IN,812003.0,963518.0,1064246.0,395496.0,774648.0,945542.0,1095557.0,517635.0,6568645.0,3235263.0,3333382.0,5529201.0,603014.0,14793.0,121729.0,2285.0,2501937.0,0400000US18
2016,IN,808589.0,968671.0,1059058.0,409004.0,773403.0,950636.0,1088898.0,531319.0,6589578.0,3245322.0,3344256.0,5534759.0,608226.0,15799.0,130232.0,2746.0,2513828.0,0400000US18
2017,IN,806990.0,973517.0,1054907.0,422865.0,770865.0,956080.0,1083491.0,545703.0,6614418.0,3258279.0,3356139.0,5546787.0,613060.0,15027.0,137680.0,2635.0,2537189.0,0400000US18
2018,IN,805653.0,980173.0,1048775.0,436467.0,768640.0,959479.0,1078643.0,559596.0,6637426.0,3271068.0,3366358.0,5548277.0,619472.0,14925.0,144991.0,2818.0,2553818.0,0400000US18
2019,IN,804248.0,987880.0,1043037.0,449681.0,768243.0,964410.0,1074297.0,573907.0,6665703.0,3284846.0,3380857.0,5553391.0,626587.0,15782.0,151979.0,2506.0,2570419.0,0400000US18
2020,IN,804435.0,992383.0,1040845.0,462687.0,766578.0,970621.0,1071205.0,588139.0,6696893.0,3300350.0,3396543.0,5510354.0,631923.0,14030.0,158705.0,2205.0,2602770.0,0400000US18
