year,month,tavg,tmax,tmin,pcp,zndx
2000,1,24.6,34.1,15.1,3.45,-0.26
2000,2,31.3,40.4,22.2,2.59,-0.8
2000,3,41.9,53.0,30.8,4.11,-0.61
2000,4,46.1,56.0,36.2,5.02,1.0
2000,5,57.9,69.3,46.5,4.49,0.27
2000,6,66.0,76.9,55.2,6.22,2.56
2000,7,67.8,77.9,57.6,6.23,3.18
2000,8,67.9,77.7,58.2,3.42,0.11
2000,9,61.2,72.1,50.2,4.14,0.44
2000,10,51.1,62.4,39.7,1.14,-1.9
2000,11,40.5,48.7,32.3,3.71,-0.5
2000,12,26.1,34.8,17.4,4.22,0.34
2001,1,25.8,35.7,16.0,2.45,-1.24
2001,2,29.5,38.9,20.1,2.56,-0.84
2001,3,34.1,42.0,26.3,7.68,3.81
2001,4,47.9,60.0,35.8,1.59,-2.91
2001,5,58.9,71.1,46.6,4.11,-0.22
2001,6,68.1,79.2,57.0,6.4,2.49
2001,7,68.2,80.0,56.4,2.19,-1.18
2001,8,72.8,83.3,62.3,3.84,-0.65
2001,9,62.5,74.0,51.0,3.93,-0.23
2001,10,52.7,64.8,40.6,1.26,-2.54
2001,11,45.3,55.7,34.8,1.08,-4.01
2001,12,37.1,45.8,28.4,2.45,-2.73
2002,1,33.3,41.9,24.7,1.94,-2.21
2002,2,34.1,44.9,23.2,1.67,-2.18
2002,3,38.6,48.9,28.2,4.12,-0.26
2002,4,50.1,61.4,38.7,3.75,-0.87
2002,5,55.1,66.6,43.6,5.21,1.31
2002,6,65.5,77.1,53.8,5.03,1.37
2002,7,72.8,84.2,61.3,2.59,-1.26
2002,8,71.9,83.1,60.7,3.62,-0.86
2002,9,64.8,75.5,54.1,4.82,0.29
2002,10,49.6,59.0,40.1,4.3,0.76
2002,11,40.0,48.3,31.8,5.68,1.56
2002,12,29.8,37.8,21.8,4.69,0.79
2003,1,21.4,29.2,13.5,2.65,-1.04
2003,2,23.8,32.8,14.9,3.82,0.84
2003,3,36.0,47.8,24.1,4.3,0.17
2003,4,44.5,55.1,33.9,3.28,-0.67
2003,5,55.0,65.5,44.5,4.72,0.85
