,fips,state,year,month,count
2000-01,9,CT,2000,1,0
2000-02,9,CT,2000,2,0
2000-03,9,CT,2000,3,0
2000-04,9,CT,2000,4,0
2000-05,9,CT,2000,5,0
2000-06,9,CT,2000,6,0
2000-07,9,CT,2000,7,0
2000-08,9,CT,2000,8,0
2000-09,9,CT,2000,9,0
2000-10,9,CT,2000,10,0
2000-11,9,CT,2000,11,0
2000-12,9,CT,2000,12,0
2001-01,9,CT,2001,1,0
2001-02,9,CT,2001,2,0
2001-03,9,CT,2001,3,0
2001-04,9,CT,2001,4,0
2001-05,9,CT,2001,5,0
2001-06,9,CT,2001,6,0
2001-07,9,CT,2001,7,0
2001-08,9,CT,2001,8,3
2001-09,9,CT,2001,9,3
2001-10,9,CT,2001,10,0
2001-11,9,CT,2001,11,0
2001-12,9,CT,2001,12,0
2002-01,9,CT,2002,1,0
2002-02,9,CT,2002,2,0
2002-03,9,CT,2002,3,0
2002-04,9,CT,2002,4,0
2002-05,9,CT,2002,5,0
2002-06,9,CT,2002,6,0
2002-07,9,CT,2002,7,0
2002-08,9,CT,2002,8,3
2002-09,9,CT,2002,9,5
2002-10,9,CT,2002,10,2
2002-11,9,CT,2002,11,0
2002-12,9,CT,2002,12,0
2003-01,9,CT,2003,1,0
2003-02,9,CT,2003,2,0
2003-03,9,CT,2003,3,0
2003-04,9,CT,2003,4,0
2003-05,9,CT,2003,5,0
2003-06,9,CT,2003,6,0
2003-07,9,CT,2003,7,0
2003-08,9,CT,2003,8,3
2003-09,9,CT,2003,9,5
2003-10,9,CT,2003,10,2
2003-11,9,CT,2003,11,2
2003-12,9,CT,2003,12,0
2004-01,9,CT,2004,1,0
2004-02,9,CT,2004,2,0
2004-03,9,CT,2004,3,0
2004-04,9,CT,2004,4,0
2004-05,9,CT,2004,5,0
2004-06,9,CT,2004,6,0
2004-07,9,CT,2004,7,0
2004-08,9,CT,2004,8,0
2004-09,9,CT,2004,9,0
2004-10,9,CT,2004,10,0
2004-11,9,CT,2004,11,0
2004-12,9,CT,2004,12,0
2005-01,9,CT,2005,1,0
2005-02,9,CT,2005,2,0
2005-03,9,CT,2005,3,0
2005-04,9,CT,2005,4,0
