,count,avgTemp,minTemp,maxTemp,precipitation,zindex
2010-01,0.0,40.6,12.8,29.5,0.37,0.89
2010-02,0.0,40.7,13.5,31.0,0.73,1.71
2010-03,0.0,52.3,29.3,48.1,1.69,1.72
2010-04,0.0,65.1,38.8,53.9,2.97,1.9
2010-05,0.0,74.4,44.3,57.7,3.03,0.75
2010-06,0.0,82.2,57.5,69.6,7.4,6.02
2010-07,1.0,82.7,62.5,78.9,4.03,3.56
2010-08,6.0,83.8,61.6,78.4,2.85,2.23
2010-09,3.0,77.0,48.7,67.0,2.04,0.6
2010-10,0.0,65.0,38.9,61.1,0.92,-0.65
2010-11,0.0,55.7,24.3,36.4,0.67,-0.05
2010-12,0.0,42.3,15.0,27.8,0.37,-0.25
2011-01,0.0,42.2,9.7,28.0,0.93,1.38
2011-02,0.0,49.8,12.6,26.8,0.64,0.48
2011-03,0.0,57.8,25.7,38.2,0.88,-0.54
2011-04,0.0,67.0,35.7,48.3,2.8,1.54
2011-05,0.0,70.6,43.8,57.2,5.43,4.11
2011-06,0.0,82.2,55.6,68.3,3.99,1.15
2011-07,0.0,82.9,65.9,81.8,3.71,2.69
2011-08,9.0,83.0,61.6,82.8,3.56,2.84
2011-09,4.0,72.5,45.6,74.8,0.88,-1.24
2011-10,1.0,61.3,38.3,57.3,1.92,1.31
2011-11,0.0,56.1,24.1,40.7,0.48,-0.65
2011-12,0.0,48.0,16.9,36.0,0.59,0.21
2012-01,0.0,50.8,16.5,35.3,0.16,-0.76
2012-02,0.0,52.2,17.9,35.4,1.34,1.91
2012-03,0.0,65.4,35.3,52.0,0.57,-3.86
2012-04,0.0,65.8,40.1,57.8,3.13,0.15
2012-05,0.0,74.3,47.5,62.5,2.04,-3.05
2012-06,0.0,78.2,58.9,74.0,1.65,-4.44
2012-07,4.0,81.9,64.8,86.5,1.03,-5.47
2012-08,13.0,79.5,57.4,83.6,1.06,-4.27
2012-09,20.0,74.4,46.6,74.8,0.49,-3.67
2012-10,1.0,62.1,34.2,51.9,0.88,-0.81
2012-11,3.0,52.0,25.3,42.0,0.29,-2.17
2012-12,1.0,51.6,15.4,30.3,0.72,-0.41
2013-01,0.0,49.1,13.9,31.2,0.32,-1.23
2013-02,0.0,49.0,17.6,36.8,0.83,-0.38
2013-03,0.0,50.4,22.3,42.5,0.95,-1.8
2013-04,0.0,62.1,29.7,48.7,2.77,0.92
2013-05,0.0,68.9,45.7,64.7,4.86,1.55
2013-06,0.0,78.9,55.6,72.0,2.43,-1.96
2013-07,3.0,78.8,60.5,82.6,2.11,-1.43
2013-08,6.0,79.6,61.9,82.4,3.0,0.1
2013-09,43.0,77.0,54.5,71.5,2.32,-0.53
2013-10,2.0,65.4,36.7,52.3,2.8,3.15
2013-11,0.0,51.1,23.3,41.0,0.78,0.1
2013-12,0.0,46.7,10.4,26.2,0.27,-0.73
2014-01,0.0,38.5,12.2,34.5,0.22,-0.77
2014-02,0.0,46.3,9.8,25.1,0.64,-0.01
2014-03,0.0,51.6,21.4,39.8,0.5,-1.7
2014-04,0.0,62.7,34.5,53.6,1.99,-0.71
2014-05,0.0,70.8,45.2,64.1,2.63,-1.56
2014-06,0.0,78.6,55.8,68.7,7.23,4.97
2014-07,3.0,77.5,58.1,83.1,1.72,-0.61
2014-08,13.0,79.8,59.9,78.0,4.7,4.33
2014-09,24.0,76.5,49.7,68.7,2.57,1.31
2014-10,1.0,66.5,38.4,60.7,1.34,0.16
2014-11,0.0,48.8,18.8,35.6,0.32,-0.45
2014-12,0.0,50.2,18.4,33.6,1.12,1.62
2015-01,0.0,43.8,14.9,34.6,0.21,-0.47
2015-02,0.0,41.9,13.5,37.6,0.68,0.47
2015-03,0.0,57.7,26.5,52.6,0.24,-2.9
2015-04,0.0,67.0,37.1,56.5,2.64,0.1
2015-05,0.0,72.3,45.4,61.7,5.89,4.1
2015-06,1.0,79.2,58.2,78.2,4.73,2.0
2015-07,1.0,82.8,60.6,80.8,3.33,2.51
2015-08,8.0,80.1,58.0,81.7,2.83,2.18
2015-09,8.0,76.3,55.3,71.9,2.54,0.91
2015-10,1.0,66.5,41.2,60.4,1.43,0.29
2015-11,0.0,59.2,28.3,40.0,1.95,2.34
2015-12,0.0,56.7,20.3,32.3,1.6,3.26
2016-01,0.0,43.7,16.4,32.1,0.4,0.52
2016-02,0.0,50.9,23.9,44.0,0.79,1.01
2016-03,0.0,60.2,29.2,49.4,1.16,-0.46
2016-04,0.0,65.2,37.6,57.5,5.2,5.78
2016-05,0.0,70.5,44.6,63.6,4.39,2.64
2016-06,0.0,80.2,59.2,77.5,2.2,-2.33
2016-07,3.0,82.4,61.8,80.6,3.55,1.6
2016-08,16.0,82.0,59.5,79.8,2.57,0.55
2016-09,15.0,79.0,51.7,67.0,2.21,0.13
2016-10,1.0,69.2,40.6,54.6,1.16,-0.73
2016-11,0.0,58.2,30.9,50.0,0.86,-0.98
2016-12,0.0,49.4,12.0,23.0,0.82,0.46
2017-01,0.0,52.9,15.4,24.6,1.01,1.25
2017-02,0.0,57.1,22.4,34.9,0.72,-0.14
2017-03,0.0,60.1,29.4,46.4,1.55,-0.68
2017-04,0.0,67.3,37.4,53.6,2.56,0.26
2017-05,0.0,70.1,44.3,66.4,4.71,2.25
2017-06,1.0,76.7,56.4,74.8,1.53,-3.17
2017-07,3.0,81.2,63.1,88.4,2.64,-0.7
2017-08,7.0,79.3,56.4,81.5,4.31,3.4
2017-09,8.0,74.5,51.3,68.5,2.72,0.91
2017-10,0.0,66.2,37.5,55.1,2.96,3.38
2017-11,0.0,56.8,26.9,40.2,0.23,-1.26
2017-12,0.0,47.1,15.2,30.0,0.4,-0.33
2018-01,0.0,40.1,11.9,31.4,0.72,0.66
2018-02,0.0,56.9,10.2,22.7,0.67,0.31
